Result	Total	Test_Condition	Iteration	N
TN	20	Unbalanced OLS	16	2155
TP	20	Unbalanced OLS	16	126
FN	20	Unbalanced OLS	17	3397
FP	20	Unbalanced OLS	17	3
TN	20	Unbalanced OLS	17	2162
TP	20	Unbalanced OLS	17	251
FN	20	Unbalanced OLS	18	3353
FP	20	Unbalanced OLS	18	2
TN	20	Unbalanced OLS	18	2152
TP	20	Unbalanced OLS	18	271
FN	20	Unbalanced OLS	19	3146
FP	20	Unbalanced OLS	19	4
TN	20	Unbalanced OLS	19	2158
TP	20	Unbalanced OLS	19	501
FN	20	Unbalanced OLS	20	3485
FP	20	Unbalanced OLS	20	1
TN	20	Unbalanced OLS	20	2159
TP	20	Unbalanced OLS	20	140
FN	20	Unbalanced OLS	21	2893
FP	20	Unbalanced OLS	21	238
TN	20	Unbalanced OLS	21	1922
TP	20	Unbalanced OLS	21	753
FN	20	Unbalanced OLS	22	3493
FP	20	Unbalanced OLS	22	3
TN	20	Unbalanced OLS	22	2151
TP	20	Unbalanced OLS	22	135
FN	20	Unbalanced OLS	23	3351
FP	20	Unbalanced OLS	23	8
TN	20	Unbalanced OLS	23	2157
TP	20	Unbalanced OLS	23	299
FN	20	Unbalanced OLS	24	3490
FP	20	Unbalanced OLS	24	1
TN	20	Unbalanced OLS	24	2148
TP	20	Unbalanced OLS	24	136
FN	20	Unbalanced OLS	25	2244
FP	20	Unbalanced OLS	25	31
TN	20	Unbalanced OLS	25	2128
TP	20	Unbalanced OLS	25	1404
FN	20	Unbalanced OLS	26	3330
FP	20	Unbalanced OLS	26	0
TN	20	Unbalanced OLS	26	2160
TP	20	Unbalanced OLS	26	296
FN	20	Unbalanced OLS	27	3408
FP	20	Unbalanced OLS	27	2
TN	20	Unbalanced OLS	27	2163
TP	20	Unbalanced OLS	27	242
FN	20	Unbalanced OLS	28	3423
FP	20	Unbalanced OLS	28	6
TN	20	Unbalanced OLS	28	2147
TP	20	Unbalanced OLS	28	201
FN	20	Unbalanced OLS	29	2684
FP	20	Unbalanced OLS	29	9
TN	20	Unbalanced OLS	29	2156
TP	20	Unbalanced OLS	29	965
FN	20	Unbalanced OLS	30	3521
FP	20	Unbalanced OLS	30	0
TN	20	Unbalanced OLS	30	2152
TP	20	Unbalanced OLS	30	104
FN	22	Balanced	1	2057
FP	22	Balanced	1	0
TN	22	Balanced	1	2163
TP	22	Balanced	1	1594
FN	22	Balanced	2	2312
FP	22	Balanced	2	2
TN	22	Balanced	2	2153
TP	22	Balanced	2	1335
FN	22	Balanced	3	1625
FP	22	Balanced	3	17
TN	22	Balanced	3	2145
TP	22	Balanced	3	2026
FN	22	Balanced	4	1696
FP	22	Balanced	4	15
TN	22	Balanced	4	2139
TP	22	Balanced	4	1948
FN	22	Balanced	5	1552
FP	22	Balanced	5	79
TN	22	Balanced	5	2082
TP	22	Balanced	5	2095
FN	22	Balanced	6	1290
FP	22	Balanced	6	51
TN	22	Balanced	6	2103
TP	22	Balanced	6	2358
FN	22	Balanced	7	1884
FP	22	Balanced	7	2
TN	22	Balanced	7	2160
TP	22	Balanced	7	1766
FN	22	Balanced	8	1224
FP	22	Balanced	8	116
TN	22	Balanced	8	2044
TP	22	Balanced	8	2424
FN	22	Balanced	9	1386
FP	22	Balanced	9	5
TN	22	Balanced	9	2154
TP	22	Balanced	9	2264
FN	22	Balanced	10	1454
FP	22	Balanced	10	68
TN	22	Balanced	10	2091
TP	22	Balanced	10	2195
FN	22	Balanced	11	1792
FP	22	Balanced	11	9
TN	22	Balanced	11	2144
TP	22	Balanced	11	1858
FN	22	Balanced	12	1858
FP	22	Balanced	12	10
TN	22	Balanced	12	2147
TP	22	Balanced	12	1790
FN	22	Balanced	13	1413
FP	22	Balanced	13	39
TN	22	Balanced	13	2123
TP	22	Balanced	13	2239
FN	22	Balanced	14	2151
FP	22	Balanced	14	3
TN	22	Balanced	14	2152
TP	22	Balanced	14	1495
FN	22	Balanced	15	1325
FP	22	Balanced	15	27
TN	22	Balanced	15	2133
TP	22	Balanced	15	2326
FN	22	Balanced	16	1555
FP	22	Balanced	16	62
TN	22	Balanced	16	2096
TP	22	Balanced	16	2095
FN	22	Balanced	17	1494
FP	22	Balanced	17	24
TN	22	Balanced	17	2133
TP	22	Balanced	17	2156
FN	22	Balanced	18	1870
FP	22	Balanced	18	6
TN	22	Balanced	18	2153
TP	22	Balanced	18	1779
FN	22	Balanced	19	1888
FP	22	Balanced	19	30
TN	22	Balanced	19	2129
TP	22	Balanced	19	1758
FN	22	Balanced	20	1598
FP	22	Balanced	20	5
TN	22	Balanced	20	2154
TP	22	Balanced	20	2051
FN	22	Balanced	21	2217
FP	22	Balanced	21	2
TN	22	Balanced	21	2155
TP	22	Balanced	21	1432
FN	22	Balanced	22	2219
FP	22	Balanced	22	0
TN	22	Balanced	22	2163
TP	22	Balanced	22	1429
FN	22	Balanced	23	1236
FP	22	Balanced	23	37
TN	22	Balanced	23	2122
TP	22	Balanced	23	2412
FN	22	Balanced	24	1274
FP	22	Balanced	24	30
TN	22	Balanced	24	2127
TP	22	Balanced	24	2376
FN	22	Balanced	25	2275
FP	22	Balanced	25	0
TN	22	Balanced	25	2157
TP	22	Balanced	25	1371
FN	22	Balanced	26	1994
FP	22	Balanced	26	1
TN	22	Balanced	26	2162
TP	22	Balanced	26	1657
FN	22	Balanced	27	916
FP	22	Balanced	27	77
TN	22	Balanced	27	2081
TP	22	Balanced	27	2729
FN	22	Balanced	28	1540
FP	22	Balanced	28	52
TN	22	Balanced	28	2096
TP	22	Balanced	28	2105
FN	22	Balanced	29	2179
FP	22	Balanced	29	0
TN	22	Balanced	29	2154
TP	22	Balanced	29	1472
FN	22	Balanced	30	1535
FP	22	Balanced	30	28
TN	22	Balanced	30	2133
TP	22	Balanced	30	2115
FN	22	Unbalanced JS	1	2589
FP	22	Unbalanced JS	1	12
TN	22	Unbalanced JS	1	2150
TP	22	Unbalanced JS	1	1059
FN	22	Unbalanced JS	2	3329
FP	22	Unbalanced JS	2	0
TN	22	Unbalanced JS	2	2150
TP	22	Unbalanced JS	2	294
FN	22	Unbalanced JS	3	2705
FP	22	Unbalanced JS	3	6
TN	22	Unbalanced JS	3	2155
TP	22	Unbalanced JS	3	943
FN	22	Unbalanced JS	4	3300
FP	22	Unbalanced JS	4	0
TN	22	Unbalanced JS	4	2152
TP	22	Unbalanced JS	4	326
FN	22	Unbalanced JS	5	2988
FP	22	Unbalanced JS	5	4
TN	22	Unbalanced JS	5	2158
TP	22	Unbalanced JS	5	661
FN	22	Unbalanced JS	6	3445
FP	22	Unbalanced JS	6	1
TN	22	Unbalanced JS	6	2155
TP	22	Unbalanced JS	6	183
FN	22	Unbalanced JS	7	3337
FP	22	Unbalanced JS	7	18
TN	22	Unbalanced JS	7	2146
TP	22	Unbalanced JS	7	312
FN	22	Unbalanced JS	8	3409
FP	22	Unbalanced JS	8	2
TN	22	Unbalanced JS	8	2152
TP	22	Unbalanced JS	8	215
FN	22	Unbalanced JS	9	2930
FP	22	Unbalanced JS	9	25
TN	22	Unbalanced JS	9	2137
TP	22	Unbalanced JS	9	716
FN	22	Unbalanced JS	10	3455
FP	22	Unbalanced JS	10	0
TN	22	Unbalanced JS	10	2151
TP	22	Unbalanced JS	10	168
FN	22	Unbalanced JS	11	2617
FP	22	Unbalanced JS	11	52
TN	22	Unbalanced JS	11	2109
TP	22	Unbalanced JS	11	1029
FN	22	Unbalanced JS	12	2869
FP	22	Unbalanced JS	12	75
TN	22	Unbalanced JS	12	2080
TP	22	Unbalanced JS	12	755
FN	22	Unbalanced JS	13	3187
FP	22	Unbalanced JS	13	21
TN	22	Unbalanced JS	13	2143
TP	22	Unbalanced JS	13	460
FN	22	Unbalanced JS	14	3359
FP	22	Unbalanced JS	14	1
TN	22	Unbalanced JS	14	2154
TP	22	Unbalanced JS	14	263
FN	22	Unbalanced JS	15	2614
FP	22	Unbalanced JS	15	71
TN	22	Unbalanced JS	15	2084
TP	22	Unbalanced JS	15	1034
FN	22	Unbalanced JS	16	3177
FP	22	Unbalanced JS	16	20
TN	22	Unbalanced JS	16	2128
TP	22	Unbalanced JS	16	446
FN	22	Unbalanced JS	17	2771
FP	22	Unbalanced JS	17	9
TN	22	Unbalanced JS	17	2153
TP	22	Unbalanced JS	17	876
FN	22	Unbalanced JS	18	3337
FP	22	Unbalanced JS	18	0
TN	22	Unbalanced JS	18	2158
TP	22	Unbalanced JS	18	289
FN	22	Unbalanced JS	19	3180
FP	22	Unbalanced JS	19	2
TN	22	Unbalanced JS	19	2163
TP	22	Unbalanced JS	19	468
FN	22	Unbalanced JS	20	2153
FP	22	Unbalanced JS	20	840
TN	22	Unbalanced JS	20	1316
TP	22	Unbalanced JS	20	1471
FN	22	Unbalanced JS	21	2739
FP	22	Unbalanced JS	21	4
TN	22	Unbalanced JS	21	2158
TP	22	Unbalanced JS	21	912
FN	22	Unbalanced JS	22	3492
FP	22	Unbalanced JS	22	0
TN	22	Unbalanced JS	22	2156
TP	22	Unbalanced JS	22	137
FN	22	Unbalanced JS	23	3010
FP	22	Unbalanced JS	23	5
TN	22	Unbalanced JS	23	2158
TP	22	Unbalanced JS	23	638
FN	22	Unbalanced JS	24	3461
FP	22	Unbalanced JS	24	0
TN	22	Unbalanced JS	24	2160
TP	22	Unbalanced JS	24	168
FN	22	Unbalanced JS	25	2619
FP	22	Unbalanced JS	25	22
TN	22	Unbalanced JS	25	2142
TP	22	Unbalanced JS	25	1030
FN	22	Unbalanced JS	26	3382
FP	22	Unbalanced JS	26	1
TN	22	Unbalanced JS	26	2153
TP	22	Unbalanced JS	26	245
FN	22	Unbalanced JS	27	2780
FP	22	Unbalanced JS	27	3
TN	22	Unbalanced JS	27	2160
TP	22	Unbalanced JS	27	869
FN	22	Unbalanced JS	28	3282
FP	22	Unbalanced JS	28	0
TN	22	Unbalanced JS	28	2157
TP	22	Unbalanced JS	28	339
FN	22	Unbalanced JS	29	3353
FP	22	Unbalanced JS	29	10
TN	22	Unbalanced JS	29	2152
TP	22	Unbalanced JS	29	294
FN	22	Unbalanced JS	30	3459
FP	22	Unbalanced JS	30	0
TN	22	Unbalanced JS	30	2150
TP	22	Unbalanced JS	30	166
FN	22	Unbalanced OLS	1	2650
FP	22	Unbalanced OLS	1	10
TN	22	Unbalanced OLS	1	2152
TP	22	Unbalanced OLS	1	998
FN	22	Unbalanced OLS	2	3393
FP	22	Unbalanced OLS	2	0
TN	22	Unbalanced OLS	2	2150
TP	22	Unbalanced OLS	2	230
FN	22	Unbalanced OLS	3	2795
FP	22	Unbalanced OLS	3	6
TN	22	Unbalanced OLS	3	2155
TP	22	Unbalanced OLS	3	853
FN	22	Unbalanced OLS	4	3430
FP	22	Unbalanced OLS	4	0
TN	22	Unbalanced OLS	4	2152
TP	22	Unbalanced OLS	4	196
FN	22	Unbalanced OLS	5	3047
FP	22	Unbalanced OLS	5	3
TN	22	Unbalanced OLS	5	2159
TP	22	Unbalanced OLS	5	602
FN	22	Unbalanced OLS	6	3491
FP	22	Unbalanced OLS	6	0
TN	22	Unbalanced OLS	6	2156
TP	22	Unbalanced OLS	6	137
FN	22	Unbalanced OLS	7	3367
FP	22	Unbalanced OLS	7	12
TN	22	Unbalanced OLS	7	2152
TP	22	Unbalanced OLS	7	282
FN	22	Unbalanced OLS	8	3482
FP	22	Unbalanced OLS	8	1
TN	22	Unbalanced OLS	8	2153
TP	22	Unbalanced OLS	8	142
FN	22	Unbalanced OLS	9	2989
FP	22	Unbalanced OLS	9	21
TN	22	Unbalanced OLS	9	2141
TP	22	Unbalanced OLS	9	657
FN	22	Unbalanced OLS	10	3523
FP	22	Unbalanced OLS	10	0
TN	22	Unbalanced OLS	10	2151
TP	22	Unbalanced OLS	10	100
FN	22	Unbalanced OLS	11	2721
FP	22	Unbalanced OLS	11	29
TN	22	Unbalanced OLS	11	2132
TP	22	Unbalanced OLS	11	925
FN	22	Unbalanced OLS	12	3029
FP	22	Unbalanced OLS	12	41
TN	22	Unbalanced OLS	12	2114
TP	22	Unbalanced OLS	12	595
FN	22	Unbalanced OLS	13	3214
FP	22	Unbalanced OLS	13	13
TN	22	Unbalanced OLS	13	2151
TP	22	Unbalanced OLS	13	433
FN	22	Unbalanced OLS	14	3443
FP	22	Unbalanced OLS	14	0
TN	22	Unbalanced OLS	14	2155
TP	22	Unbalanced OLS	14	179
FN	22	Unbalanced OLS	15	2710
FP	22	Unbalanced OLS	15	57
TN	22	Unbalanced OLS	15	2098
TP	22	Unbalanced OLS	15	938
FN	22	Unbalanced OLS	16	3293
FP	22	Unbalanced OLS	16	3
TN	22	Unbalanced OLS	16	2145
TP	22	Unbalanced OLS	16	330
FN	22	Unbalanced OLS	17	2863
FP	22	Unbalanced OLS	17	4
TN	22	Unbalanced OLS	17	2158
TP	22	Unbalanced OLS	17	784
FN	22	Unbalanced OLS	18	3430
FP	22	Unbalanced OLS	18	0
TN	22	Unbalanced OLS	18	2158
TP	22	Unbalanced OLS	18	196
FN	22	Unbalanced OLS	19	3249
FP	22	Unbalanced OLS	19	1
TN	22	Unbalanced OLS	19	2164
TP	22	Unbalanced OLS	19	399
FN	22	Unbalanced OLS	20	2230
FP	22	Unbalanced OLS	20	787
TN	22	Unbalanced OLS	20	1369
TP	22	Unbalanced OLS	20	1394
FN	22	Unbalanced OLS	21	2819
FP	22	Unbalanced OLS	21	4
TN	22	Unbalanced OLS	21	2158
TP	22	Unbalanced OLS	21	832
FN	22	Unbalanced OLS	22	3532
FP	22	Unbalanced OLS	22	0
TN	22	Unbalanced OLS	22	2156
TP	22	Unbalanced OLS	22	97
FN	22	Unbalanced OLS	23	3136
FP	22	Unbalanced OLS	23	3
TN	22	Unbalanced OLS	23	2160
TP	22	Unbalanced OLS	23	512
FN	22	Unbalanced OLS	24	3482
FP	22	Unbalanced OLS	24	0
TN	22	Unbalanced OLS	24	2160
TP	22	Unbalanced OLS	24	147
FN	22	Unbalanced OLS	25	2717
FP	22	Unbalanced OLS	25	13
TN	22	Unbalanced OLS	25	2151
TP	22	Unbalanced OLS	25	932
FN	22	Unbalanced OLS	26	3423
FP	22	Unbalanced OLS	26	0
TN	22	Unbalanced OLS	26	2154
TP	22	Unbalanced OLS	26	204
FN	22	Unbalanced OLS	27	2874
FP	22	Unbalanced OLS	27	1
TN	22	Unbalanced OLS	27	2162
TP	22	Unbalanced OLS	27	775
FN	22	Unbalanced OLS	28	3374
FP	22	Unbalanced OLS	28	0
TN	22	Unbalanced OLS	28	2157
TP	22	Unbalanced OLS	28	247
FN	22	Unbalanced OLS	29	3385
FP	22	Unbalanced OLS	29	6
TN	22	Unbalanced OLS	29	2156
TP	22	Unbalanced OLS	29	262
FN	22	Unbalanced OLS	30	3495
FP	22	Unbalanced OLS	30	0
TN	22	Unbalanced OLS	30	2150
TP	22	Unbalanced OLS	30	130
FN	24	Balanced	1	1936
FP	24	Balanced	1	0
TN	24	Balanced	1	2158
TP	24	Balanced	1	1714
FN	24	Balanced	2	1535
FP	24	Balanced	2	4
TN	24	Balanced	2	2157
TP	24	Balanced	2	2114
FN	24	Balanced	3	1298
FP	24	Balanced	3	40
TN	24	Balanced	3	2119
TP	24	Balanced	3	2352
FN	24	Balanced	4	1490
FP	24	Balanced	4	14
TN	24	Balanced	4	2140
TP	24	Balanced	4	2159
FN	24	Balanced	5	1891
FP	24	Balanced	5	3
TN	24	Balanced	5	2156
TP	24	Balanced	5	1759
FN	24	Balanced	6	1456
FP	24	Balanced	6	35
TN	24	Balanced	6	2126
TP	24	Balanced	6	2193
FN	24	Balanced	7	1835
FP	24	Balanced	7	3
TN	24	Balanced	7	2159
TP	24	Balanced	7	1813
FN	24	Balanced	8	2136
FP	24	Balanced	8	0
TN	24	Balanced	8	2163
TP	24	Balanced	8	1515
FN	24	Balanced	9	1944
FP	24	Balanced	9	4
TN	24	Balanced	9	2148
TP	24	Balanced	9	1704
FN	24	Balanced	10	1154
FP	24	Balanced	10	68
TN	24	Balanced	10	2090
TP	24	Balanced	10	2495
FN	24	Balanced	11	1148
FP	24	Balanced	11	49
TN	24	Balanced	11	2109
TP	24	Balanced	11	2500
FN	24	Balanced	12	1868
FP	24	Balanced	12	1
TN	24	Balanced	12	2157
TP	24	Balanced	12	1782
FN	24	Balanced	13	1044
FP	24	Balanced	13	29
TN	24	Balanced	13	2125
TP	24	Balanced	13	2605
FN	24	Balanced	14	1178
FP	24	Balanced	14	45
TN	24	Balanced	14	2114
TP	24	Balanced	14	2471
FN	24	Balanced	15	1376
FP	24	Balanced	15	7
TN	24	Balanced	15	2153
TP	24	Balanced	15	2272
FN	24	Balanced	16	1534
FP	24	Balanced	16	34
TN	24	Balanced	16	2123
TP	24	Balanced	16	2112
FN	24	Balanced	17	1264
FP	24	Balanced	17	20
TN	24	Balanced	17	2137
TP	24	Balanced	17	2383
FN	24	Balanced	18	1441
FP	24	Balanced	18	5
TN	24	Balanced	18	2154
TP	24	Balanced	18	2207
FN	24	Balanced	19	935
FP	24	Balanced	19	112
TN	24	Balanced	19	2050
TP	24	Balanced	19	2715
FN	24	Balanced	20	2000
FP	24	Balanced	20	0
TN	24	Balanced	20	2155
TP	24	Balanced	20	1649
FN	24	Balanced	21	1825
FP	24	Balanced	21	1
TN	24	Balanced	21	2155
TP	24	Balanced	21	1823
FN	24	Balanced	22	991
FP	24	Balanced	22	107
TN	24	Balanced	22	2050
TP	24	Balanced	22	2659
FN	24	Balanced	23	2203
FP	24	Balanced	23	0
TN	24	Balanced	23	2155
TP	24	Balanced	23	1443
FN	24	Balanced	24	1883
FP	24	Balanced	24	2
TN	24	Balanced	24	2159
TP	24	Balanced	24	1764
FN	24	Balanced	25	1789
FP	24	Balanced	25	7
TN	24	Balanced	25	2152
TP	24	Balanced	25	1861
FN	24	Balanced	26	1376
FP	24	Balanced	26	42
TN	24	Balanced	26	2116
TP	24	Balanced	26	2276
FN	24	Balanced	27	1492
FP	24	Balanced	27	24
TN	24	Balanced	27	2137
TP	24	Balanced	27	2157
FN	24	Balanced	28	1720
FP	24	Balanced	28	14
TN	24	Balanced	28	2143
TP	24	Balanced	28	1931
FN	24	Balanced	29	2004
FP	24	Balanced	29	16
TN	24	Balanced	29	2145
TP	24	Balanced	29	1644
FN	24	Balanced	30	1006
FP	24	Balanced	30	33
TN	24	Balanced	30	2126
TP	24	Balanced	30	2643
FN	24	Unbalanced JS	1	3207
FP	24	Unbalanced JS	1	27
TN	24	Unbalanced JS	1	2137
TP	24	Unbalanced JS	1	441
FN	24	Unbalanced JS	2	2830
FP	24	Unbalanced JS	2	92
TN	24	Unbalanced JS	2	2061
TP	24	Unbalanced JS	2	792
FN	24	Unbalanced JS	3	2604
FP	24	Unbalanced JS	3	77
TN	24	Unbalanced JS	3	2086
TP	24	Unbalanced JS	3	1045
FN	24	Unbalanced JS	4	3435
FP	24	Unbalanced JS	4	1
TN	24	Unbalanced JS	4	2152
TP	24	Unbalanced JS	4	191
FN	24	Unbalanced JS	5	2810
FP	24	Unbalanced JS	5	4
TN	24	Unbalanced JS	5	2156
TP	24	Unbalanced JS	5	834
FN	24	Unbalanced JS	6	3417
FP	24	Unbalanced JS	6	1
TN	24	Unbalanced JS	6	2148
TP	24	Unbalanced JS	6	210
FN	24	Unbalanced JS	7	2983
FP	24	Unbalanced JS	7	3
TN	24	Unbalanced JS	7	2159
TP	24	Unbalanced JS	7	663
FN	24	Unbalanced JS	8	3404
FP	24	Unbalanced JS	8	2
TN	24	Unbalanced JS	8	2155
TP	24	Unbalanced JS	8	221
FN	24	Unbalanced JS	9	2250
FP	24	Unbalanced JS	9	33
TN	24	Unbalanced JS	9	2129
TP	24	Unbalanced JS	9	1399
FN	24	Unbalanced JS	10	3306
FP	24	Unbalanced JS	10	0
TN	24	Unbalanced JS	10	2150
TP	24	Unbalanced JS	10	319
FN	24	Unbalanced JS	11	3230
FP	24	Unbalanced JS	11	14
TN	24	Unbalanced JS	11	2149
TP	24	Unbalanced JS	11	419
FN	24	Unbalanced JS	12	3445
FP	24	Unbalanced JS	12	2
TN	24	Unbalanced JS	12	2150
TP	24	Unbalanced JS	12	178
FN	24	Unbalanced JS	13	3135
FP	24	Unbalanced JS	13	4
TN	24	Unbalanced JS	13	2159
TP	24	Unbalanced JS	13	514
FN	24	Unbalanced JS	14	3420
FP	24	Unbalanced JS	14	6
TN	24	Unbalanced JS	14	2146
TP	24	Unbalanced JS	14	201
FN	24	Unbalanced JS	15	2860
FP	24	Unbalanced JS	15	25
TN	24	Unbalanced JS	15	2139
TP	24	Unbalanced JS	15	789
FN	24	Unbalanced JS	16	3453
FP	24	Unbalanced JS	16	5
TN	24	Unbalanced JS	16	2153
TP	24	Unbalanced JS	16	173
FN	24	Unbalanced JS	17	2624
FP	24	Unbalanced JS	17	7
TN	24	Unbalanced JS	17	2156
TP	24	Unbalanced JS	17	1022
FN	24	Unbalanced JS	18	3328
FP	24	Unbalanced JS	18	0
TN	24	Unbalanced JS	18	2152
TP	24	Unbalanced JS	18	301
FN	24	Unbalanced JS	19	3331
FP	24	Unbalanced JS	19	1
TN	24	Unbalanced JS	19	2164
TP	24	Unbalanced JS	19	316
FN	24	Unbalanced JS	20	3431
FP	24	Unbalanced JS	20	1
TN	24	Unbalanced JS	20	2158
TP	24	Unbalanced JS	20	200
FN	24	Unbalanced JS	21	3184
FP	24	Unbalanced JS	21	8
TN	24	Unbalanced JS	21	2156
TP	24	Unbalanced JS	21	465
FN	24	Unbalanced JS	22	3365
FP	24	Unbalanced JS	22	1
TN	24	Unbalanced JS	22	2155
TP	24	Unbalanced JS	22	259
FN	24	Unbalanced JS	23	2981
FP	24	Unbalanced JS	23	71
TN	24	Unbalanced JS	23	2092
TP	24	Unbalanced JS	23	666
FN	24	Unbalanced JS	24	3473
FP	24	Unbalanced JS	24	0
TN	24	Unbalanced JS	24	2155
TP	24	Unbalanced JS	24	152
FN	24	Unbalanced JS	25	2919
FP	24	Unbalanced JS	25	173
TN	24	Unbalanced JS	25	1990
TP	24	Unbalanced JS	25	730
FN	24	Unbalanced JS	26	3416
FP	24	Unbalanced JS	26	1
TN	24	Unbalanced JS	26	2152
TP	24	Unbalanced JS	26	210
FN	24	Unbalanced JS	27	2753
FP	24	Unbalanced JS	27	8
TN	24	Unbalanced JS	27	2153
TP	24	Unbalanced JS	27	894
FN	24	Unbalanced JS	28	3360
FP	24	Unbalanced JS	28	4
TN	24	Unbalanced JS	28	2149
TP	24	Unbalanced JS	28	264
FN	24	Unbalanced JS	29	2806
FP	24	Unbalanced JS	29	9
TN	24	Unbalanced JS	29	2149
TP	24	Unbalanced JS	29	840
FN	24	Unbalanced JS	30	2806
FP	24	Unbalanced JS	30	203
TN	24	Unbalanced JS	30	1950
TP	24	Unbalanced JS	30	819
FN	24	Unbalanced OLS	1	3256
FP	24	Unbalanced OLS	1	15
TN	24	Unbalanced OLS	1	2149
TP	24	Unbalanced OLS	1	392
FN	24	Unbalanced OLS	2	3076
FP	24	Unbalanced OLS	2	20
TN	24	Unbalanced OLS	2	2133
TP	24	Unbalanced OLS	2	546
FN	24	Unbalanced OLS	3	2700
FP	24	Unbalanced OLS	3	53
TN	24	Unbalanced OLS	3	2110
TP	24	Unbalanced OLS	3	949
FN	24	Unbalanced OLS	4	3510
FP	24	Unbalanced OLS	4	0
TN	24	Unbalanced OLS	4	2153
TP	24	Unbalanced OLS	4	116
FN	24	Unbalanced OLS	5	2891
FP	24	Unbalanced OLS	5	4
TN	24	Unbalanced OLS	5	2156
TP	24	Unbalanced OLS	5	753
FN	24	Unbalanced OLS	6	3478
FP	24	Unbalanced OLS	6	0
TN	24	Unbalanced OLS	6	2149
TP	24	Unbalanced OLS	6	149
FN	24	Unbalanced OLS	7	3097
FP	24	Unbalanced OLS	7	1
TN	24	Unbalanced OLS	7	2161
TP	24	Unbalanced OLS	7	549
FN	24	Unbalanced OLS	8	3452
FP	24	Unbalanced OLS	8	1
TN	24	Unbalanced OLS	8	2156
TP	24	Unbalanced OLS	8	173
FN	24	Unbalanced OLS	9	2317
FP	24	Unbalanced OLS	9	27
TN	24	Unbalanced OLS	9	2135
TP	24	Unbalanced OLS	9	1332
FN	24	Unbalanced OLS	10	3360
FP	24	Unbalanced OLS	10	0
TN	24	Unbalanced OLS	10	2150
TP	24	Unbalanced OLS	10	265
FN	24	Unbalanced OLS	11	3281
FP	24	Unbalanced OLS	11	7
TN	24	Unbalanced OLS	11	2156
TP	24	Unbalanced OLS	11	368
FN	24	Unbalanced OLS	12	3481
FP	24	Unbalanced OLS	12	1
TN	24	Unbalanced OLS	12	2151
TP	24	Unbalanced OLS	12	142
FN	24	Unbalanced OLS	13	3197
FP	24	Unbalanced OLS	13	3
TN	24	Unbalanced OLS	13	2160
TP	24	Unbalanced OLS	13	452
FN	24	Unbalanced OLS	14	3474
FP	24	Unbalanced OLS	14	5
TN	24	Unbalanced OLS	14	2147
TP	24	Unbalanced OLS	14	147
FN	24	Unbalanced OLS	15	2954
FP	24	Unbalanced OLS	15	19
TN	24	Unbalanced OLS	15	2145
TP	24	Unbalanced OLS	15	695
FN	24	Unbalanced OLS	16	3505
FP	24	Unbalanced OLS	16	5
TN	24	Unbalanced OLS	16	2153
TP	24	Unbalanced OLS	16	121
FN	24	Unbalanced OLS	17	2699
FP	24	Unbalanced OLS	17	6
TN	24	Unbalanced OLS	17	2157
TP	24	Unbalanced OLS	17	947
FN	24	Unbalanced OLS	18	3439
FP	24	Unbalanced OLS	18	0
TN	24	Unbalanced OLS	18	2152
TP	24	Unbalanced OLS	18	190
FN	24	Unbalanced OLS	19	3387
FP	24	Unbalanced OLS	19	1
TN	24	Unbalanced OLS	19	2164
TP	24	Unbalanced OLS	19	260
FN	24	Unbalanced OLS	20	3496
FP	24	Unbalanced OLS	20	0
TN	24	Unbalanced OLS	20	2159
TP	24	Unbalanced OLS	20	135
FN	24	Unbalanced OLS	21	3218
FP	24	Unbalanced OLS	21	4
TN	24	Unbalanced OLS	21	2160
TP	24	Unbalanced OLS	21	431
FN	24	Unbalanced OLS	22	3433
FP	24	Unbalanced OLS	22	1
TN	24	Unbalanced OLS	22	2155
TP	24	Unbalanced OLS	22	191
FN	24	Unbalanced OLS	23	3034
FP	24	Unbalanced OLS	23	59
TN	24	Unbalanced OLS	23	2104
TP	24	Unbalanced OLS	23	613
FN	24	Unbalanced OLS	24	3513
FP	24	Unbalanced OLS	24	0
TN	24	Unbalanced OLS	24	2155
TP	24	Unbalanced OLS	24	112
FN	24	Unbalanced OLS	25	3037
FP	24	Unbalanced OLS	25	102
TN	24	Unbalanced OLS	25	2061
TP	24	Unbalanced OLS	25	612
FN	24	Unbalanced OLS	26	3484
FP	24	Unbalanced OLS	26	0
TN	24	Unbalanced OLS	26	2153
TP	24	Unbalanced OLS	26	142
FN	24	Unbalanced OLS	27	2813
FP	24	Unbalanced OLS	27	6
TN	24	Unbalanced OLS	27	2155
TP	24	Unbalanced OLS	27	834
FN	24	Unbalanced OLS	28	3473
FP	24	Unbalanced OLS	28	0
TN	24	Unbalanced OLS	28	2153
TP	24	Unbalanced OLS	28	151
FN	24	Unbalanced OLS	29	2884
FP	24	Unbalanced OLS	29	6
TN	24	Unbalanced OLS	29	2152
TP	24	Unbalanced OLS	29	762
FN	24	Unbalanced OLS	30	2989
FP	24	Unbalanced OLS	30	137
TN	24	Unbalanced OLS	30	2016
TP	24	Unbalanced OLS	30	636
