Total	Test_Condition	TPR	FPR	q
6	Unbalanced OLS	0.357657980162673	0.104845961411171	0.25
8	Balanced	0.601288026844446	0.113047683387602	0.25
8	Unbalanced JS	0.393333496125923	0.121298616291585	0.25
8	Unbalanced OLS	0.352325565974029	0.102066643788941	0.25
10	Balanced	0.72687222342343	0.15874302326206	0.25
10	Unbalanced JS	0.405667644039508	0.133063953157186	0.25
10	Unbalanced OLS	0.369069866756929	0.117067374328318	0.25
12	Balanced	0.684641369877978	0.148814811113705	0.25
12	Unbalanced JS	0.409649657472765	0.181228532403251	0.25
12	Unbalanced OLS	0.382338744812334	0.166367767361721	0.25
14	Balanced	0.746733743224679	0.162917614434375	0.25
14	Unbalanced JS	0.405701725417944	0.14993004638281	0.25
14	Unbalanced OLS	0.381383247550627	0.138208552946824	0.25
16	Balanced	0.784788328439945	0.169594390990053	0.25
16	Unbalanced JS	0.343567394377313	0.106788010048748	0.25
16	Unbalanced OLS	0.320789534539773	0.0972068221237183	0.25
18	Balanced	0.823730671038327	0.222441611766334	0.25
18	Unbalanced JS	0.382768043702244	0.114820403296185	0.25
18	Unbalanced OLS	0.362714236364012	0.106013046112843	0.25
20	Balanced	0.835222661323442	0.197436071535312	0.25
20	Unbalanced JS	0.34126902642539	0.0910136183607003	0.25
20	Unbalanced OLS	0.32232505811421	0.0840814410322352	0.25
22	Balanced	0.863800351536511	0.201934116425055	0.25
22	Unbalanced JS	0.338387572936324	0.0719189815867377	0.25
22	Unbalanced OLS	0.321026286121904	0.0668357418191129	0.25
24	Balanced	0.88849167384092	0.231999276113391	0.25
24	Unbalanced JS	0.351467260707079	0.0888847252743665	0.25
24	Unbalanced OLS	0.337424350062792	0.0843025146340806	0.25
4	Balanced	0.403845161692432	0.123665573028996	0.26
4	Unbalanced JS	0.475560222378705	0.168353544418864	0.26
4	Unbalanced OLS	0.386909074451267	0.115367353527896	0.26
6	Balanced	0.542239450979446	0.129800173550333	0.26
6	Unbalanced JS	0.421565993145672	0.139968086584029	0.26
6	Unbalanced OLS	0.363346235814793	0.108427982304643	0.26
8	Balanced	0.609085409511523	0.118797385220312	0.26
8	Unbalanced JS	0.399509475154891	0.125068037801789	0.26
8	Unbalanced OLS	0.358567184232273	0.105464525824991	0.26
10	Balanced	0.734053520432612	0.165893779184777	0.26
10	Unbalanced JS	0.41216242665784	0.137510999973942	0.26
10	Unbalanced OLS	0.375819921272314	0.120804273387675	0.26
12	Balanced	0.691794984682637	0.155225184846127	0.26
12	Unbalanced JS	0.416540050875236	0.185257173587844	0.26
12	Unbalanced OLS	0.388905172635091	0.170595573213172	0.26
14	Balanced	0.753842548473032	0.169899440278387	0.26
14	Unbalanced JS	0.412233743456117	0.154131483249056	0.26
14	Unbalanced OLS	0.387475428838155	0.142114610412471	0.26
16	Balanced	0.79105492760102	0.176790477186614	0.26
16	Unbalanced JS	0.349671480325626	0.110044307888517	0.26
16	Unbalanced OLS	0.326873380019053	0.100447029049585	0.26
18	Balanced	0.829075233804939	0.230654665287968	0.26
18	Unbalanced JS	0.388834357750276	0.118445476785278	0.26
18	Unbalanced OLS	0.369285282978506	0.109652915084536	0.26
20	Balanced	0.840904825359251	0.206019766005464	0.26
20	Unbalanced JS	0.347821450535805	0.0942244506601624	0.26
20	Unbalanced OLS	0.32918162693906	0.0869692153400037	0.26
22	Balanced	0.868276234808645	0.210361509849972	0.26
22	Unbalanced JS	0.34603182360873	0.0746540314270375	0.26
22	Unbalanced OLS	0.327634750444462	0.0692770779306939	0.26
24	Balanced	0.892848960206756	0.240721538593928	0.26
24	Unbalanced JS	0.358223538553409	0.0917083201014768	0.26
24	Unbalanced OLS	0.343505295093939	0.0868633415738204	0.26
4	Balanced	0.410690208025948	0.128073972221789	0.27
4	Unbalanced JS	0.481617613970425	0.172505305982409	0.27
4	Unbalanced OLS	0.392791420711792	0.119257046194139	0.27
6	Balanced	0.549997948141489	0.135720202734498	0.27
6	Unbalanced JS	0.428187890989095	0.144709679269889	0.27
6	Unbalanced OLS	0.369629192028158	0.111856811649752	0.27
8	Balanced	0.61713927398967	0.125257993538648	0.27
8	Unbalanced JS	0.406216189420073	0.12886810216678	0.27
8	Unbalanced OLS	0.364146346952541	0.10839970041023	0.27
10	Balanced	0.741088688862008	0.173461210986348	0.27
10	Unbalanced JS	0.418363251569678	0.142173753710578	0.27
10	Unbalanced OLS	0.382616216541356	0.124401323121784	0.27
12	Balanced	0.698811635662287	0.162239350198147	0.27
12	Unbalanced JS	0.422916377555971	0.190041459835694	0.27
12	Unbalanced OLS	0.394951180235208	0.174191012151899	0.27
14	Balanced	0.760814485156352	0.177298425682063	0.27
14	Unbalanced JS	0.417959496520041	0.158115510383717	0.27
14	Unbalanced OLS	0.393301587896313	0.145589612819441	0.27
16	Balanced	0.796736768681765	0.184094487598265	0.27
16	Unbalanced JS	0.356809961187219	0.113624537035318	0.27
16	Unbalanced OLS	0.333902589589455	0.103641684034255	0.27
18	Balanced	0.834291614386219	0.238945001881039	0.27
18	Unbalanced JS	0.39591984002716	0.121700323798843	0.27
18	Unbalanced OLS	0.376002803188367	0.112830000042385	0.27
20	Balanced	0.84612090026978	0.214973003849149	0.27
20	Unbalanced JS	0.354880086611389	0.0977905790653413	0.27
20	Unbalanced OLS	0.336239559138233	0.090196024056065	0.27
22	Balanced	0.872980515921346	0.218726818336874	0.27
22	Unbalanced JS	0.352603693233101	0.077404704981086	0.27
22	Unbalanced OLS	0.334540164428377	0.0718566869196544	0.27
24	Balanced	0.896511984801883	0.249706082343703	0.27
24	Unbalanced JS	0.363675790410418	0.094146721283293	0.27
24	Unbalanced OLS	0.349067021467434	0.0893009405767478	0.27
4	Balanced	0.417060652355103	0.132111842255094	0.28
4	Unbalanced JS	0.488123332332029	0.17772196252877	0.28
4	Unbalanced OLS	0.398527290456306	0.12316159069049	0.28
6	Balanced	0.55767476249915	0.141856539841418	0.28
6	Unbalanced JS	0.434021990753477	0.149141209276583	0.28
6	Unbalanced OLS	0.376095482146347	0.115640314025505	0.28
8	Balanced	0.624077725745415	0.131055081020118	0.28
8	Unbalanced JS	0.412080803766073	0.132529006238056	0.28
8	Unbalanced OLS	0.370102349792376	0.111783944223839	0.28
10	Balanced	0.747685222894118	0.180782284896835	0.28
10	Unbalanced JS	0.424703558291696	0.145957464817072	0.28
10	Unbalanced OLS	0.389625086591573	0.127597631781117	0.28
12	Balanced	0.706175265982376	0.169700279548878	0.28
12	Unbalanced JS	0.429494806194314	0.194641210448369	0.28
12	Unbalanced OLS	0.401052744897253	0.178481203866094	0.28
14	Balanced	0.766680497253901	0.184758960304414	0.28
14	Unbalanced JS	0.424705322164237	0.162161795563151	0.28
14	Unbalanced OLS	0.399706890102063	0.149543055458221	0.28
16	Balanced	0.802473454487125	0.191661824824587	0.28
16	Unbalanced JS	0.362574562274669	0.117035529428202	0.28
16	Unbalanced OLS	0.339510997908023	0.106712532592359	0.28
18	Balanced	0.83916092035345	0.248332241347051	0.28
18	Unbalanced JS	0.40234627299907	0.125340746241703	0.28
18	Unbalanced OLS	0.382153247000087	0.116408211551592	0.28
20	Balanced	0.850962551022463	0.223325311523218	0.28
20	Unbalanced JS	0.360901013837617	0.100878010914825	0.28
20	Unbalanced OLS	0.342042585200659	0.092912791237848	0.28
22	Balanced	0.877794353622076	0.227154241398939	0.28
22	Unbalanced JS	0.359461625009773	0.0801542802391004	0.28
22	Unbalanced OLS	0.341196109460888	0.0743445566594336	0.28
24	Balanced	0.900184146841776	0.258413050253672	0.28
24	Unbalanced JS	0.369907968451877	0.0969086596796924	0.28
24	Unbalanced OLS	0.35506029277835	0.0919237954527873	0.28
4	Balanced	0.423440477012852	0.136148393023192	0.29
4	Unbalanced JS	0.493960348265488	0.183385928789912	0.29
4	Unbalanced OLS	0.403778386679318	0.12681961731817	0.29
6	Balanced	0.565205526022335	0.148936817862597	0.29
6	Unbalanced JS	0.440179543489678	0.154146832542036	0.29
6	Unbalanced OLS	0.382021470450533	0.119639286612224	0.29
8	Balanced	0.632012490647675	0.137469232338868	0.29
8	Unbalanced JS	0.418338756786656	0.136528755735939	0.29
8	Unbalanced OLS	0.376140197520411	0.115104743681904	0.29
10	Balanced	0.753998759648131	0.18770205439158	0.29
10	Unbalanced JS	0.431264332713163	0.150435106327389	0.29
10	Unbalanced OLS	0.395671043970075	0.130485556165144	0.29
12	Balanced	0.712543041828023	0.176635843760979	0.29
12	Unbalanced JS	0.43594790373371	0.199241175875676	0.29
12	Unbalanced OLS	0.406899309174195	0.182339683958941	0.29
14	Balanced	0.772592334242597	0.192203243375615	0.29
14	Unbalanced JS	0.432036455323761	0.166345945685539	0.29
14	Unbalanced OLS	0.40591820171905	0.153604908304046	0.29
16	Balanced	0.807808250982394	0.199212907365929	0.29
16	Unbalanced JS	0.369072757227868	0.120522909115009	0.29
16	Unbalanced OLS	0.345431256741568	0.110107239058266	0.29
18	Balanced	0.844157934934215	0.256652819652971	0.29
18	Unbalanced JS	0.409172395380687	0.129504779280161	0.29
18	Unbalanced OLS	0.388439881863307	0.119585667095528	0.29
20	Balanced	0.855457147213055	0.230952028758552	0.29
20	Unbalanced JS	0.368116431578589	0.104660669974899	0.29
20	Unbalanced OLS	0.348704847072853	0.0964012935827848	0.29
22	Balanced	0.882398260927327	0.235658502721552	0.29
22	Unbalanced JS	0.366108110109911	0.0833062752743489	0.29
22	Unbalanced OLS	0.34814340023557	0.076879080464117	0.29
24	Balanced	0.90348189213174	0.267011692486697	0.29
24	Unbalanced JS	0.37618573378756	0.0992536011427356	0.29
24	Unbalanced OLS	0.361010666568637	0.0942077540013559	0.29
4	Balanced	0.429756429514633	0.14030740190303	0.3
4	Unbalanced JS	0.500584835349844	0.187924087196032	0.3
4	Unbalanced OLS	0.409816402187499	0.130215046373926	0.3
6	Balanced	0.572315975350192	0.15511961555352	0.3
6	Unbalanced JS	0.446151550160902	0.1590418969627	0.3
6	Unbalanced OLS	0.387973385599056	0.123314114676994	0.3
8	Balanced	0.639243255169994	0.143296446104165	0.3
8	Unbalanced JS	0.423974841595346	0.139958634941644	0.3
8	Unbalanced OLS	0.381756128175281	0.118425279553532	0.3
10	Balanced	0.759955593644278	0.194760075888967	0.3
10	Unbalanced JS	0.437997719474664	0.15477355735811	0.3
10	Unbalanced OLS	0.402220465505527	0.134978699034801	0.3
12	Balanced	0.71914841332496	0.18394165055519	0.3
12	Unbalanced JS	0.44175656791724	0.204010594703585	0.3
12	Unbalanced OLS	0.413266532018655	0.186430188035498	0.3
14	Balanced	0.778732612017622	0.199570081443237	0.3
14	Unbalanced JS	0.438402728842028	0.170499540398321	0.3
14	Unbalanced OLS	0.411552491825288	0.157496355403739	0.3
16	Balanced	0.813042490739649	0.206810485017421	0.3
16	Unbalanced JS	0.375293670200566	0.124303564851602	0.3
16	Unbalanced OLS	0.351432610239577	0.113209602328016	0.3
18	Balanced	0.848999675763811	0.265081618201266	0.3
18	Unbalanced JS	0.416111213271227	0.134009401287688	0.3
18	Unbalanced OLS	0.394542646366828	0.123102216080126	0.3
20	Balanced	0.85971431783708	0.239040593497348	0.3
20	Unbalanced JS	0.374458151080931	0.107855839781285	0.3
20	Unbalanced OLS	0.355360234636302	0.0996587507861374	0.3
22	Balanced	0.88670991828315	0.244378764465803	0.3
22	Unbalanced JS	0.37241634304661	0.0865029613725844	0.3
22	Unbalanced OLS	0.354633209980543	0.0795823163720278	0.3
24	Balanced	0.907245466007475	0.276135648588849	0.3
24	Unbalanced JS	0.382462084488136	0.102154337257779	0.3
24	Unbalanced OLS	0.366701424622297	0.0969699783579097	0.3
4	Balanced	0.436208588955664	0.144899377365543	0.31
4	Unbalanced JS	0.506852412293838	0.19361953272877	0.31
4	Unbalanced OLS	0.414756254036582	0.13390354934479	0.31
6	Balanced	0.579800790503399	0.162153504858258	0.31
6	Unbalanced JS	0.452454442916332	0.163645555391166	0.31
6	Unbalanced OLS	0.393505686735618	0.127143536750046	0.31
8	Balanced	0.64676699122562	0.149990933914913	0.31
8	Unbalanced JS	0.430095588950073	0.144145593670813	0.31
8	Unbalanced OLS	0.38713516453112	0.121608058341751	0.31
10	Balanced	0.765593078035701	0.202018979054432	0.31
10	Unbalanced JS	0.444768720565873	0.15960648619177	0.31
10	Unbalanced OLS	0.408825297177076	0.139347920252633	0.31
12	Balanced	0.725159609246495	0.190768777073813	0.31
12	Unbalanced JS	0.448097769358181	0.209150506939188	0.31
12	Unbalanced OLS	0.419836217285846	0.191307095478734	0.31
14	Balanced	0.784425073116147	0.206475558688948	0.31
14	Unbalanced JS	0.444615586849103	0.174484038153196	0.31
14	Unbalanced OLS	0.417480346134309	0.161280137273753	0.31
16	Balanced	0.817774429868886	0.214809807996331	0.31
16	Unbalanced JS	0.381581911143706	0.12777588424766	0.31
16	Unbalanced OLS	0.358452019342384	0.117159502283455	0.31
18	Balanced	0.853339379456003	0.272539591322462	0.31
18	Unbalanced JS	0.422574266643068	0.137495407285452	0.31
18	Unbalanced OLS	0.400712149085468	0.126526588297722	0.31
20	Balanced	0.863615191455374	0.247315204982071	0.31
20	Unbalanced JS	0.381003587080108	0.110974988529438	0.31
20	Unbalanced OLS	0.361251825930172	0.102653015509325	0.31
22	Balanced	0.890802359970624	0.252728305477539	0.31
22	Unbalanced JS	0.379574209258061	0.0900871921636255	0.31
22	Unbalanced OLS	0.361050080423536	0.0826106240780744	0.31
24	Balanced	0.910579665860519	0.285012283407617	0.31
24	Unbalanced JS	0.388897637041382	0.105023358345792	0.31
24	Unbalanced OLS	0.373043834934168	0.0994538814626826	0.31
4	Balanced	0.442450885809616	0.149013435460442	0.32
4	Unbalanced JS	0.512982489899511	0.198327014297195	0.32
4	Unbalanced OLS	0.420528847659535	0.137592740319167	0.32
6	Balanced	0.586070190231092	0.168367756487748	0.32
6	Unbalanced JS	0.45856579749743	0.168094251292649	0.32
6	Unbalanced OLS	0.399331440513152	0.130942102044608	0.32
8	Balanced	0.654263029078926	0.156622201438699	0.32
8	Unbalanced JS	0.435565736879681	0.148007138568005	0.32
8	Unbalanced OLS	0.393082213774048	0.125021848945166	0.32
10	Balanced	0.771623093867773	0.209709443904727	0.32
10	Unbalanced JS	0.450970051736082	0.163976181704334	0.32
10	Unbalanced OLS	0.414770779749438	0.143378071304403	0.32
12	Balanced	0.731225920194387	0.197318738796547	0.32
12	Unbalanced JS	0.454347182968628	0.213980860041557	0.32
12	Unbalanced OLS	0.42587550129904	0.196015065529457	0.32
14	Balanced	0.789542134145086	0.214012525337517	0.32
14	Unbalanced JS	0.45145937733342	0.178869834646238	0.32
14	Unbalanced OLS	0.42415132965982	0.165402760247942	0.32
16	Balanced	0.822890293729692	0.222609471377319	0.32
16	Unbalanced JS	0.387547770069249	0.131402324805255	0.32
16	Unbalanced OLS	0.363713666112605	0.120076615280513	0.32
18	Balanced	0.857441469671347	0.280319524646568	0.32
18	Unbalanced JS	0.429054771613096	0.141352354751037	0.32
18	Unbalanced OLS	0.407493863134678	0.13042848334719	0.32
20	Balanced	0.867433863192786	0.255959333002664	0.32
20	Unbalanced JS	0.38836224066281	0.114880933465671	0.32
20	Unbalanced OLS	0.367813951390925	0.106141961439149	0.32
22	Balanced	0.89479438261497	0.260877799938007	0.32
22	Unbalanced JS	0.386513312853967	0.0930689621143173	0.32
22	Unbalanced OLS	0.36795508487967	0.0856377706838107	0.32
24	Balanced	0.913457092007516	0.294258580464283	0.32
24	Unbalanced JS	0.395799846721301	0.107893200468373	0.32
24	Unbalanced OLS	0.378889429657699	0.102015016385211	0.32
4	Balanced	0.448802643757051	0.153468681724166	0.33
4	Unbalanced JS	0.519387699210722	0.203575100377441	0.33
4	Unbalanced OLS	0.426155594036704	0.141481610041154	0.33
6	Balanced	0.593052321843438	0.174488722360364	0.33
6	Unbalanced JS	0.464428414027503	0.173114221918937	0.33
6	Unbalanced OLS	0.404845144863029	0.135111857496237	0.33
8	Balanced	0.661612630029086	0.163826853056285	0.33
8	Unbalanced JS	0.44183319154387	0.152238758274648	0.33
8	Unbalanced OLS	0.399424506742212	0.128729751878705	0.33
10	Balanced	0.777241882833243	0.217292857703208	0.33
10	Unbalanced JS	0.456989235064583	0.168282846708781	0.33
10	Unbalanced OLS	0.420486112998105	0.146820922566271	0.33
12	Balanced	0.737602783372675	0.204733493973959	0.33
12	Unbalanced JS	0.460211653861359	0.218502183619126	0.33
12	Unbalanced OLS	0.431472960929405	0.200274614557443	0.33
14	Balanced	0.794740938557757	0.221394548330675	0.33
14	Unbalanced JS	0.457984708135939	0.183379755589311	0.33
14	Unbalanced OLS	0.431106195865147	0.169525754983724	0.33
16	Balanced	0.82787816348571	0.230223075595084	0.33
16	Unbalanced JS	0.393880666480246	0.135059865134559	0.33
16	Unbalanced OLS	0.36938678554528	0.123487068841849	0.33
18	Balanced	0.86142470054471	0.288765097004258	0.33
18	Unbalanced JS	0.435065910284772	0.144915851029839	0.33
18	Unbalanced OLS	0.413917986524069	0.134963560631308	0.33
20	Balanced	0.871371346524919	0.26452858522139	0.33
20	Unbalanced JS	0.395463340254203	0.118263215365559	0.33
20	Unbalanced OLS	0.373984223107687	0.109261756900642	0.33
22	Balanced	0.898110393052702	0.269104691259946	0.33
22	Unbalanced JS	0.393521538253376	0.0961289457427213	0.33
22	Unbalanced OLS	0.373949201653939	0.0890669430977555	0.33
24	Balanced	0.916571966019166	0.30277956216337	0.33
24	Unbalanced JS	0.401819031246245	0.110731877622143	0.33
24	Unbalanced OLS	0.384891774229057	0.104930712461267	0.33
4	Balanced	0.454934965626415	0.158324819276375	0.34
4	Unbalanced JS	0.525206730842064	0.208437720772704	0.34
4	Unbalanced OLS	0.431754451351253	0.145910913819938	0.34
6	Balanced	0.599961517029065	0.180997501679772	0.34
6	Unbalanced JS	0.470053595215826	0.177763462851896	0.34
6	Unbalanced OLS	0.410687606491129	0.139186848462747	0.34
8	Balanced	0.668651862060682	0.170675511924931	0.34
8	Unbalanced JS	0.447836882104332	0.156455677542832	0.34
8	Unbalanced OLS	0.405056919483395	0.132050450918185	0.34
10	Balanced	0.783089365410618	0.225076537871003	0.34
10	Unbalanced JS	0.463374703263639	0.172868777732525	0.34
10	Unbalanced OLS	0.426513885829294	0.151159803489627	0.34
12	Balanced	0.744189882581783	0.212858811274112	0.34
12	Unbalanced JS	0.466048132700917	0.223070426837825	0.34
12	Unbalanced OLS	0.437089128870679	0.204735362440245	0.34
14	Balanced	0.799930713237137	0.228853347559983	0.34
14	Unbalanced JS	0.464392928513974	0.187116902989369	0.34
14	Unbalanced OLS	0.437640086462239	0.173757044578479	0.34
16	Balanced	0.832966349467366	0.237405247289747	0.34
16	Unbalanced JS	0.399388653754552	0.138701773067337	0.34
16	Unbalanced OLS	0.376110552355514	0.127268305174358	0.34
18	Balanced	0.865755274382962	0.297704868841924	0.34
18	Unbalanced JS	0.4419405429667	0.14921967584297	0.34
18	Unbalanced OLS	0.420023492603139	0.138064893459158	0.34
20	Balanced	0.875308619591574	0.273836989908861	0.34
20	Unbalanced JS	0.402246415461528	0.121952916548736	0.34
20	Unbalanced OLS	0.380343893644646	0.11279722106599	0.34
22	Balanced	0.901563111793589	0.277594300177692	0.34
22	Unbalanced JS	0.399673383613713	0.0995590646228477	0.34
22	Unbalanced OLS	0.380227890242647	0.0920491558099205	0.34
24	Balanced	0.919741637115827	0.312227736487181	0.34
24	Unbalanced JS	0.408180797539801	0.113679490231519	0.34
24	Unbalanced OLS	0.391463099688674	0.107831140447081	0.34
4	Balanced	0.461826363387149	0.163398816682894	0.35
4	Unbalanced JS	0.531043610023184	0.213330475344195	0.35
4	Unbalanced OLS	0.437727890358533	0.149830356302568	0.35
6	Balanced	0.607419328750251	0.187783058392334	0.35
6	Unbalanced JS	0.476053497981145	0.182504758871091	0.35
6	Unbalanced OLS	0.416329693434055	0.143572862580116	0.35
8	Balanced	0.675563016796606	0.17755553859041	0.35
8	Unbalanced JS	0.454279530812372	0.160426258139661	0.35
8	Unbalanced OLS	0.410552892428324	0.135881579946589	0.35
10	Balanced	0.788635057246499	0.232998607662779	0.35
10	Unbalanced JS	0.469374907728585	0.176851861101996	0.35
10	Unbalanced OLS	0.433293086920804	0.156116706352447	0.35
12	Balanced	0.750100817076531	0.220259141515991	0.35
12	Unbalanced JS	0.472077666236859	0.228534442255332	0.35
12	Unbalanced OLS	0.44331849767656	0.209967573551144	0.35
14	Balanced	0.80537626322085	0.236251467317103	0.35
14	Unbalanced JS	0.470404422892374	0.191488106394275	0.35
14	Unbalanced OLS	0.443393469628963	0.177447894835852	0.35
16	Balanced	0.838063790764573	0.245682328880707	0.35
16	Unbalanced JS	0.405784834462538	0.142219894445689	0.35
16	Unbalanced OLS	0.382444114032595	0.130909590657485	0.35
18	Balanced	0.869866361597709	0.306411901689929	0.35
18	Unbalanced JS	0.448759648610628	0.153678193895215	0.35
18	Unbalanced OLS	0.426539811433886	0.142013878735386	0.35
20	Balanced	0.879273167094445	0.283345068864086	0.35
20	Unbalanced JS	0.40939556026865	0.125844581270582	0.35
20	Unbalanced OLS	0.387703124676991	0.116286246718108	0.35
22	Balanced	0.904961181288356	0.286376610995205	0.35
22	Unbalanced JS	0.406310239803593	0.102927111268246	0.35
22	Unbalanced OLS	0.386864804020905	0.0951088535477565	0.35
24	Balanced	0.922820021551007	0.321675561125384	0.35
24	Unbalanced JS	0.414606137542699	0.116642054179438	0.35
24	Unbalanced OLS	0.398429551393171	0.110638717603415	0.35
4	Balanced	0.468489094764772	0.168317799403562	0.36
4	Unbalanced JS	0.537374835347784	0.21868698001402	0.36
4	Unbalanced OLS	0.443436557153889	0.154058482918744	0.36
6	Balanced	0.613524359668885	0.194073675392551	0.36
6	Unbalanced JS	0.481935051642826	0.187076890099372	0.36
6	Unbalanced OLS	0.421972413511823	0.147587710479743	0.36
8	Balanced	0.682163030175603	0.184790521331971	0.36
8	Unbalanced JS	0.460200780646881	0.164844772576167	0.36
8	Unbalanced OLS	0.416188755919502	0.139080034457367	0.36
10	Balanced	0.793669240563989	0.240596323000159	0.36
10	Unbalanced JS	0.475909220283276	0.181576609574956	0.36
10	Unbalanced OLS	0.439843543541412	0.160470632170704	0.36
12	Balanced	0.75587484291331	0.227503254680016	0.36
12	Unbalanced JS	0.477776465115225	0.233935413216078	0.36
12	Unbalanced OLS	0.448999964705546	0.214551055531369	0.36
14	Balanced	0.809972129937013	0.243835081473916	0.36
14	Unbalanced JS	0.477373168376006	0.195905942711767	0.36
14	Unbalanced OLS	0.449825218110051	0.181972552957051	0.36
16	Balanced	0.842777312126764	0.253125699816028	0.36
16	Unbalanced JS	0.411668470512494	0.14573862542632	0.36
16	Unbalanced OLS	0.388190213838536	0.134166146712296	0.36
18	Balanced	0.873639481325716	0.315088676165776	0.36
18	Unbalanced JS	0.455204172315656	0.157457418641545	0.36
18	Unbalanced OLS	0.432561793270162	0.145654276961423	0.36
20	Balanced	0.883082784189523	0.292253518735597	0.36
20	Unbalanced JS	0.416261604315469	0.129843626839105	0.36
20	Unbalanced OLS	0.394814080363339	0.119760635303095	0.36
22	Balanced	0.908331805750204	0.295761848100577	0.36
22	Unbalanced JS	0.413498103313189	0.106512356750779	0.36
22	Unbalanced OLS	0.393982134237095	0.0983841710465678	0.36
24	Balanced	0.925514696548818	0.331093021217019	0.36
24	Unbalanced JS	0.421131914380796	0.119496936737219	0.36
24	Unbalanced OLS	0.404083664687872	0.113184915398375	0.36
4	Balanced	0.474412069982048	0.173684258959225	0.37
4	Unbalanced JS	0.543460075773675	0.223765614169723	0.37
4	Unbalanced OLS	0.449182278485202	0.158565319006078	0.37
6	Balanced	0.61954670026006	0.20044196958667	0.37
6	Unbalanced JS	0.487598089632791	0.192035883832682	0.37
6	Unbalanced OLS	0.428037792727909	0.151572622865756	0.37
8	Balanced	0.689155923347925	0.192227522553406	0.37
8	Unbalanced JS	0.46570665048175	0.169664960671095	0.37
8	Unbalanced OLS	0.421127818585936	0.142756038153872	0.37
10	Balanced	0.799334044594304	0.249322921407484	0.37
10	Unbalanced JS	0.481964289507551	0.18577606578477	0.37
10	Unbalanced OLS	0.444882638760698	0.164376904817005	0.37
12	Balanced	0.761447790284672	0.235026018891998	0.37
12	Unbalanced JS	0.483468584188386	0.238518573110945	0.37
12	Unbalanced OLS	0.454956344221784	0.218918122589322	0.37
14	Balanced	0.81493378465886	0.251928983929248	0.37
14	Unbalanced JS	0.483513645201058	0.199474468441353	0.37
14	Unbalanced OLS	0.455883419437864	0.185694649661875	0.37
16	Balanced	0.847216808288027	0.261804636805968	0.37
16	Unbalanced JS	0.417771943562912	0.149288772469604	0.37
16	Unbalanced OLS	0.394836220876524	0.137916222486664	0.37
18	Balanced	0.876992385120875	0.322576004556768	0.37
18	Unbalanced JS	0.461537786994767	0.161221324931592	0.37
18	Unbalanced OLS	0.439911006852286	0.150065610138335	0.37
20	Balanced	0.886992492224437	0.301285283511303	0.37
20	Unbalanced JS	0.422229688205822	0.133379867953564	0.37
20	Unbalanced OLS	0.401541310798245	0.123620368754554	0.37
22	Balanced	0.911556436986409	0.304358830988377	0.37
22	Unbalanced JS	0.420193750002387	0.109849194141207	0.37
22	Unbalanced OLS	0.400216150402133	0.101922768113898	0.37
24	Balanced	0.92825517389955	0.340138865336453	0.37
24	Unbalanced JS	0.426721453028377	0.122397894728784	0.37
24	Unbalanced OLS	0.4105266998367	0.116440969400205	0.37
4	Balanced	0.480544978037132	0.177767780142771	0.38
4	Unbalanced JS	0.549435674448396	0.229291628864173	0.38
4	Unbalanced OLS	0.454800041003159	0.162932142871363	0.38
6	Balanced	0.625825121903499	0.20753613917219	0.38
6	Unbalanced JS	0.494416841621179	0.197459151555099	0.38
6	Unbalanced OLS	0.433698875072514	0.155387589496233	0.38
8	Balanced	0.695043212265327	0.199694416684822	0.38
8	Unbalanced JS	0.471470604436406	0.174145468911774	0.38
8	Unbalanced OLS	0.426131169785057	0.146294087264407	0.38
10	Balanced	0.803984704077994	0.257152897827668	0.38
10	Unbalanced JS	0.487974884180302	0.18997481193687	0.38
10	Unbalanced OLS	0.450698576260908	0.168607382363085	0.38
12	Balanced	0.76695682059314	0.242348613171745	0.38
12	Unbalanced JS	0.489655768085764	0.243456486975733	0.38
12	Unbalanced OLS	0.461344043814616	0.224134385657824	0.38
14	Balanced	0.819666788041532	0.259434993715282	0.38
14	Unbalanced JS	0.489351707935991	0.204030794683824	0.38
14	Unbalanced OLS	0.46154649265352	0.189509751689627	0.38
16	Balanced	0.851391682192816	0.270390531305738	0.38
16	Unbalanced JS	0.424325691165087	0.153207887056393	0.38
16	Unbalanced OLS	0.399656118038931	0.14103363837271	0.38
18	Balanced	0.880345275927972	0.331066785261645	0.38
18	Unbalanced JS	0.468294185346163	0.165632474237491	0.38
18	Unbalanced OLS	0.44641027877663	0.154369412678442	0.38
20	Balanced	0.890427291861453	0.310425267747599	0.38
20	Unbalanced JS	0.429142664656629	0.137409419227129	0.38
20	Unbalanced OLS	0.407947416667061	0.127217998955519	0.38
22	Balanced	0.91481760790962	0.313157618869634	0.38
22	Unbalanced JS	0.427366165162749	0.113355672654688	0.38
22	Unbalanced OLS	0.406796733768561	0.10505948905923	0.38
24	Balanced	0.930940891846026	0.35009673647608	0.38
24	Unbalanced JS	0.433274813001486	0.125390793920469	0.38
24	Unbalanced OLS	0.417016917325585	0.119187432868897	0.38
4	Balanced	0.486431071014876	0.182299028583558	0.39
4	Unbalanced JS	0.555593999162055	0.234956961507135	0.39
4	Unbalanced OLS	0.46068321860189	0.168009478602324	0.39
6	Balanced	0.632286816130063	0.215449607366582	0.39
6	Unbalanced JS	0.499976917225627	0.202911660400612	0.39
6	Unbalanced OLS	0.439140735442135	0.160375823372346	0.39
8	Balanced	0.701369508955145	0.208027050794621	0.39
