Total	Test_Condition	PPV	TPR	q
8	Unbalanced JS	0.89831404409006	0.393333496125923	0.25
8	Unbalanced OLS	0.910127067345672	0.352325565974029	0.25
10	Balanced	0.892706951250698	0.72687222342343	0.25
10	Unbalanced JS	0.896500376295961	0.405667644039508	0.25
10	Unbalanced OLS	0.90568335322853	0.369069866756929	0.25
12	Balanced	0.895193430053813	0.684641369877978	0.25
12	Unbalanced JS	0.86420388245532	0.409649657472765	0.25
12	Unbalanced OLS	0.871132843260781	0.382338744812334	0.25
14	Balanced	0.893800090548171	0.746733743224679	0.25
14	Unbalanced JS	0.886668767072835	0.405701725417944	0.25
14	Unbalanced OLS	0.892852721655797	0.381383247550627	0.25
16	Balanced	0.89213167755327	0.784788328439945	0.25
16	Unbalanced JS	0.896936002208443	0.343567394377313	0.25
16	Unbalanced OLS	0.903080578138635	0.320789534539773	0.25
18	Balanced	0.869682871287235	0.823730671038327	0.25
18	Unbalanced JS	0.899929362565156	0.382768043702244	0.25
18	Unbalanced OLS	0.905935518765637	0.362714236364012	0.25
20	Balanced	0.880254199127673	0.835222661323442	0.25
20	Unbalanced JS	0.914950243548796	0.34126902642539	0.25
20	Unbalanced OLS	0.919369168883192	0.32232505811421	0.25
22	Balanced	0.882406032210782	0.863800351536511	0.25
22	Unbalanced JS	0.932310859455526	0.338387572936324	0.25
22	Unbalanced OLS	0.936013353600382	0.321026286121904	0.25
24	Balanced	0.869231214703477	0.88849167384092	0.25
24	Unbalanced JS	0.927907698725826	0.351467260707079	0.25
24	Unbalanced OLS	0.931365003353552	0.337424350062792	0.25
4	Balanced	0.893578245429688	0.403845161692432	0.26
4	Unbalanced JS	0.865631264883674	0.475560222378705	0.26
4	Unbalanced OLS	0.895623510297157	0.386909074451267	0.26
6	Balanced	0.889599184990815	0.542239450979446	0.26
6	Unbalanced JS	0.88245514207325	0.421565993145672	0.26
6	Unbalanced OLS	0.900798571500911	0.363346235814793	0.26
8	Balanced	0.903368526987	0.609085409511523	0.26
8	Unbalanced JS	0.896198920676404	0.399509475154891	0.26
8	Unbalanced OLS	0.908233332795964	0.358567184232273	0.26
10	Balanced	0.889105000645891	0.734053520432612	0.26
10	Unbalanced JS	0.89420590602885	0.41216242665784	0.26
10	Unbalanced OLS	0.903424545350742	0.375819921272314	0.26
12	Balanced	0.891850726015294	0.691794984682637	0.26
12	Unbalanced JS	0.862785108147102	0.416540050875236	0.26
12	Unbalanced OLS	0.869534467926951	0.388905172635091	0.26
14	Balanced	0.890288214794013	0.753842548473032	0.26
14	Unbalanced JS	0.884674825446506	0.412233743456117	0.26
14	Unbalanced OLS	0.890837697137033	0.387475428838155	0.26
16	Balanced	0.888589872348986	0.79105492760102	0.26
16	Unbalanced JS	0.895236067236134	0.349671480325626	0.26
16	Unbalanced OLS	0.90115023222542	0.326873380019053	0.26
18	Balanced	0.865937115313622	0.829075233804939	0.26
18	Unbalanced JS	0.897746919217645	0.388834357750276	0.26
18	Unbalanced OLS	0.903341166625547	0.369285282978506	0.26
20	Balanced	0.876309686858302	0.840904825359251	0.26
20	Unbalanced JS	0.913102409840361	0.347821450535805	0.26
20	Unbalanced OLS	0.917842566113254	0.32918162693906	0.26
22	Balanced	0.878488332829504	0.868276234808645	0.26
22	Unbalanced JS	0.930917184152126	0.34603182360873	0.26
22	Unbalanced OLS	0.93415492051628	0.327634750444462	0.26
24	Balanced	0.865446807901206	0.892848960206756	0.26
24	Unbalanced JS	0.926198040110308	0.358223538553409	0.26
24	Unbalanced OLS	0.929687740633302	0.343505295093939	0.26
4	Balanced	0.890962115549053	0.410690208025948	0.27
4	Unbalanced JS	0.863767003154743	0.481617613970425	0.27
4	Unbalanced OLS	0.893399179486812	0.392791420711792	0.27
6	Balanced	0.886261863185475	0.549997948141489	0.27
6	Unbalanced JS	0.879923481749995	0.428187890989095	0.27
6	Unbalanced OLS	0.898590272551136	0.369629192028158	0.27
8	Balanced	0.899548750569502	0.61713927398967	0.27
8	Unbalanced JS	0.894512632419526	0.406216189420073	0.27
8	Unbalanced OLS	0.906504687691303	0.364146346952541	0.27
10	Balanced	0.885172747655212	0.741088688862009	0.27
10	Unbalanced JS	0.891688750731492	0.418363251569678	0.27
10	Unbalanced OLS	0.901624592586352	0.382616216541356	0.27
12	Balanced	0.888182347775054	0.698811635662287	0.27
12	Unbalanced JS	0.860602691556347	0.422916377555971	0.27
12	Unbalanced OLS	0.868081548354797	0.394951180235208	0.27
14	Balanced	0.886745110119714	0.760814485156352	0.27
14	Unbalanced JS	0.882760736364374	0.417959496520041	0.27
14	Unbalanced OLS	0.88933894129545	0.393301587896313	0.27
16	Balanced	0.885039944808806	0.796736768681765	0.27
16	Unbalanced JS	0.893372368034388	0.35680996118722	0.27
16	Unbalanced OLS	0.899358913571037	0.333902589589455	0.27
18	Balanced	0.862212016577377	0.834291614386219	0.27
18	Unbalanced JS	0.895965875016661	0.39591984002716	0.27
18	Unbalanced OLS	0.901648086383089	0.376002803188367	0.27
20	Balanced	0.872204805205938	0.84612090026978	0.27
20	Unbalanced JS	0.910983319620613	0.354880086611389	0.27
20	Unbalanced OLS	0.915729204071918	0.336239559138233	0.27
22	Balanced	0.874723919657127	0.872980515921347	0.27
22	Unbalanced JS	0.929161695938175	0.352603693233101	0.27
22	Unbalanced OLS	0.932623549883908	0.334540164428377	0.27
24	Balanced	0.861440720257155	0.896511984801883	0.27
24	Unbalanced JS	0.924625388925594	0.363675790410418	0.27
24	Unbalanced OLS	0.928127693670123	0.349067021467434	0.27
4	Balanced	0.888612652211594	0.417060652355103	0.28
4	Unbalanced JS	0.861265443667611	0.488123332332029	0.28
4	Unbalanced OLS	0.891407578324354	0.398527290456306	0.28
6	Balanced	0.882902824250889	0.55767476249915	0.28
6	Unbalanced JS	0.877810502536848	0.434021990753478	0.28
6	Unbalanced OLS	0.89643277592386	0.376095482146347	0.28
8	Balanced	0.896200547879283	0.624077725745415	0.28
8	Unbalanced JS	0.892434852329379	0.412080803766073	0.28
8	Unbalanced OLS	0.904508315412104	0.370102349792376	0.28
10	Balanced	0.881481195400073	0.747685222894118	0.28
10	Unbalanced JS	0.889906505482998	0.424703558291696	0.28
10	Unbalanced OLS	0.900109312474304	0.389625086591573	0.28
12	Balanced	0.884276904553925	0.706175265982375	0.28
12	Unbalanced JS	0.858733223897356	0.429494806194314	0.28
12	Unbalanced OLS	0.866295480110761	0.401052744897253	0.28
14	Balanced	0.883117894381964	0.766680497253901	0.28
14	Unbalanced JS	0.880613780713182	0.424705322164237	0.28
14	Unbalanced OLS	0.887618106587921	0.399706890102063	0.28
16	Balanced	0.881430730140507	0.802473454487125	0.28
16	Unbalanced JS	0.891472891967222	0.362574562274669	0.28
16	Unbalanced OLS	0.897527926640133	0.339510997908023	0.28
18	Balanced	0.857925855032542	0.83916092035345	0.28
18	Unbalanced JS	0.893884570100493	0.40234627299907	0.28
18	Unbalanced OLS	0.899788187727616	0.382153247000087	0.28
20	Balanced	0.868430188586181	0.850962551022463	0.28
20	Unbalanced JS	0.909425659822634	0.360901013837617	0.28
20	Unbalanced OLS	0.914166219322508	0.342042585200659	0.28
22	Balanced	0.870938828462444	0.877794353622076	0.28
22	Unbalanced JS	0.927446518489512	0.359461625009773	0.28
22	Unbalanced OLS	0.93107830356459	0.341196109460888	0.28
24	Balanced	0.857651465347533	0.900184146841776	0.28
24	Unbalanced JS	0.922859058368855	0.369907968451877	0.28
24	Unbalanced OLS	0.926418735528937	0.35506029277835	0.28
4	Balanced	0.886393094394646	0.423440477012852	0.29
4	Unbalanced JS	0.858427731185128	0.493960348265488	0.29
4	Unbalanced OLS	0.889365024274592	0.403778386679318	0.29
6	Balanced	0.878957118908033	0.565205526022334	0.29
6	Unbalanced JS	0.874823480115689	0.440179543489678	0.29
6	Unbalanced OLS	0.894338357710581	0.382021470450533	0.29
8	Balanced	0.892586577232668	0.632012490647675	0.29
8	Unbalanced JS	0.890373169947335	0.418338756786657	0.29
8	Unbalanced OLS	0.902763636902595	0.376140197520411	0.29
10	Balanced	0.878092562597507	0.753998759648131	0.29
10	Unbalanced JS	0.887435254300003	0.431264332713163	0.29
10	Unbalanced OLS	0.898654771107554	0.395671043970075	0.29
12	Balanced	0.880848175513938	0.712543041828023	0.29
12	Unbalanced JS	0.856875599954881	0.43594790373371	0.29
12	Unbalanced OLS	0.86475208472955	0.406899309174196	0.29
14	Balanced	0.87953744766702	0.772592334242597	0.29
14	Unbalanced JS	0.878846296240055	0.432036455323761	0.29
14	Unbalanced OLS	0.885534967023194	0.40591820171905	0.29
16	Balanced	0.877790673509855	0.807808250982394	0.29
16	Unbalanced JS	0.889745221027851	0.369072757227868	0.29
16	Unbalanced OLS	0.895683860600494	0.345431256741568	0.29
18	Balanced	0.854253036991356	0.844157934934215	0.29
18	Unbalanced JS	0.891473381751647	0.409172395380687	0.29
18	Unbalanced OLS	0.897874751864793	0.388439881863307	0.29
20	Balanced	0.86500521142292	0.855457147213055	0.29
20	Unbalanced JS	0.907013589597718	0.368116431578589	0.29
20	Unbalanced OLS	0.912230221214453	0.348704847072853	0.29
22	Balanced	0.867191071398488	0.882398260927327	0.29
22	Unbalanced JS	0.925441484826179	0.366108110109911	0.29
22	Unbalanced OLS	0.929835484016522	0.34814340023557	0.29
24	Balanced	0.854004271801744	0.90348189213174	0.29
24	Unbalanced JS	0.921649762562284	0.37618573378756	0.29
24	Unbalanced OLS	0.925017373546667	0.361010666568637	0.29
4	Balanced	0.884037990339898	0.429756429514633	0.3
4	Unbalanced JS	0.856482862953119	0.500584835349844	0.3
4	Unbalanced OLS	0.888000206256109	0.409816402187499	0.3
6	Balanced	0.875601183363958	0.572315975350191	0.3
6	Unbalanced JS	0.872130131196976	0.446151550160902	0.3
6	Unbalanced OLS	0.892644755072102	0.387973385599056	0.3
8	Balanced	0.889516624385849	0.639243255169994	0.3
8	Unbalanced JS	0.888334205939205	0.423974841595345	0.3
8	Unbalanced OLS	0.901014569934347	0.381756128175282	0.3
10	Balanced	0.874665564231617	0.759955593644278	0.3
10	Unbalanced JS	0.885387526966863	0.437997719474664	0.3
10	Unbalanced OLS	0.896248279667956	0.402220465505527	0.3
12	Balanced	0.877182005905382	0.719148413324959	0.3
12	Unbalanced JS	0.854828448167942	0.44175656791724	0.3
12	Unbalanced OLS	0.863164871786078	0.413266532018655	0.3
14	Balanced	0.876077878403532	0.778732612017622	0.3
14	Unbalanced JS	0.87695174058426	0.438402728842027	0.3
14	Unbalanced OLS	0.883718770912006	0.411552491825288	0.3
16	Balanced	0.874154802952245	0.813042490739649	0.3
16	Unbalanced JS	0.88783680365491	0.375293670200566	0.3
16	Unbalanced OLS	0.894146013513013	0.351432610239577	0.3
18	Balanced	0.8506273147029	0.848999675763811	0.3
18	Unbalanced JS	0.888631689845214	0.416111213271227	0.3
18	Unbalanced OLS	0.895892857466906	0.394542646366828	0.3
20	Balanced	0.861468758361598	0.85971431783708	0.3
20	Unbalanced JS	0.905166717362636	0.374458151080931	0.3
20	Unbalanced OLS	0.910391439834076	0.355360234636302	0.3
22	Balanced	0.863350511236568	0.88670991828315	0.3
22	Unbalanced JS	0.923262690157654	0.37241634304661	0.3
22	Unbalanced OLS	0.928209653292017	0.354633209980543	0.3
24	Balanced	0.850142869138395	0.907245466007476	0.3
24	Unbalanced JS	0.919924688743022	0.382462084488136	0.3
24	Unbalanced OLS	0.923337059322878	0.366701424622297	0.3
4	Balanced	0.881348524480281	0.436208588955664	0.31
4	Unbalanced JS	0.853635406661265	0.506852412293838	0.31
4	Unbalanced OLS	0.886112022842275	0.414756254036582	0.31
6	Balanced	0.871792730948594	0.579800790503399	0.31
6	Unbalanced JS	0.869641093462847	0.452454442916332	0.31
6	Unbalanced OLS	0.890774589250292	0.393505686735618	0.31
8	Balanced	0.885876246165983	0.64676699122562	0.31
8	Unbalanced JS	0.886071797494092	0.430095588950073	0.31
8	Unbalanced OLS	0.899507937601941	0.38713516453112	0.31
10	Balanced	0.871100147775697	0.765593078035701	0.31
10	Unbalanced JS	0.883136306398659	0.444768720565873	0.31
10	Unbalanced OLS	0.893841189286652	0.408825297177076	0.31
12	Balanced	0.873817876850145	0.725159609246495	0.31
12	Unbalanced JS	0.852730652372746	0.448097769358181	0.31
12	Unbalanced OLS	0.86125539817869	0.419836217285846	0.31
14	Balanced	0.872791091377593	0.784425073116147	0.31
14	Unbalanced JS	0.87530904685083	0.444615586849103	0.31
14	Unbalanced OLS	0.881992215841844	0.417480346134309	0.31
16	Balanced	0.870381674904293	0.817774429868887	0.31
16	Unbalanced JS	0.885976831286206	0.381581911143706	0.31
16	Unbalanced OLS	0.892215714344687	0.358452019342384	0.31
18	Balanced	0.84747142434686	0.853339379456003	0.31
18	Unbalanced JS	0.886838736402203	0.422574266643068	0.31
18	Unbalanced OLS	0.89390085791647	0.400712149085468	0.31
20	Balanced	0.857734126300563	0.863615191455374	0.31
20	Unbalanced JS	0.903432931863766	0.381003587080109	0.31
20	Unbalanced OLS	0.90885239203892	0.361251825930172	0.31
22	Balanced	0.85978514052521	0.890802359970624	0.31
22	Unbalanced JS	0.920840585490043	0.379574209258061	0.31
22	Unbalanced OLS	0.926199954629866	0.361050080423536	0.31
24	Balanced	0.846431984130521	0.910579665860519	0.31
24	Unbalanced JS	0.917931437837687	0.388897637041382	0.31
24	Unbalanced OLS	0.921752281269964	0.373043834934168	0.31
4	Balanced	0.879218273251967	0.442450885809616	0.32
4	Unbalanced JS	0.851779050184354	0.512982489899511	0.32
4	Unbalanced OLS	0.884571259593206	0.420528847659535	0.32
6	Balanced	0.868598343310629	0.586070190231091	0.32
6	Unbalanced JS	0.86770799769542	0.45856579749743	0.32
6	Unbalanced OLS	0.888858936449749	0.399331440513152	0.32
8	Balanced	0.882379739780666	0.654263029078926	0.32
8	Unbalanced JS	0.884157449415607	0.435565736879681	0.32
8	Unbalanced OLS	0.897703253919757	0.393082213774048	0.32
10	Balanced	0.867465979811556	0.771623093867773	0.32
10	Unbalanced JS	0.881011302593694	0.450970051736082	0.32
10	Unbalanced OLS	0.891819475647377	0.414770779749438	0.32
12	Balanced	0.870727201644893	0.731225920194387	0.32
12	Unbalanced JS	0.850796164871228	0.454347182968628	0.32
12	Unbalanced OLS	0.859425474850682	0.42587550129904	0.32
14	Balanced	0.869293671811607	0.789542134145086	0.32
14	Unbalanced JS	0.873442590865374	0.45145937733342	0.32
14	Unbalanced OLS	0.880365089173262	0.42415132965982	0.32
16	Balanced	0.866804581732666	0.822890293729692	0.32
16	Unbalanced JS	0.8843809252909	0.387547770069249	0.32
16	Unbalanced OLS	0.890834568561772	0.363713666112605	0.32
18	Balanced	0.844247695153884	0.857441469671347	0.32
18	Unbalanced JS	0.884488417088867	0.429054771613096	0.32
18	Unbalanced OLS	0.891738842464753	0.407493863134678	0.32
20	Balanced	0.853937299339093	0.867433863192786	0.32
20	Unbalanced JS	0.901499021652753	0.38836224066281	0.32
20	Unbalanced OLS	0.906725538986353	0.367813951390925	0.32
22	Balanced	0.856304596068561	0.89479438261497	0.32
22	Unbalanced JS	0.919141454999745	0.386513312853967	0.32
22	Unbalanced OLS	0.924414968009739	0.36795508487967	0.32
24	Balanced	0.842563688741	0.913457092007516	0.32
24	Unbalanced JS	0.91632340561714	0.395799846721301	0.32
24	Unbalanced OLS	0.920357203657186	0.378889429657699	0.32
4	Balanced	0.87687620181287	0.448802643757051	0.33
4	Unbalanced JS	0.849558674377224	0.519387699210722	0.33
4	Unbalanced OLS	0.881738709784972	0.426155594036704	0.33
6	Balanced	0.865530546613818	0.593052321843438	0.33
6	Unbalanced JS	0.865297220404477	0.464428414027503	0.33
6	Unbalanced OLS	0.88664370698067	0.404845144863029	0.33
8	Balanced	0.878544985359571	0.661612630029086	0.33
8	Unbalanced JS	0.882046401321271	0.44183319154387	0.33
8	Unbalanced OLS	0.895764435123542	0.399424506742212	0.33
10	Balanced	0.863986806846558	0.777241882833243	0.33
10	Unbalanced JS	0.87896773917005	0.456989235064583	0.33
10	Unbalanced OLS	0.890330549259074	0.420486112998105	0.33
12	Balanced	0.867162311513236	0.737602783372675	0.33
12	Unbalanced JS	0.849068769768791	0.460211653861359	0.33
12	Unbalanced OLS	0.85771598805158	0.431472960929405	0.33
14	Balanced	0.86590774498769	0.794740938557757	0.33
14	Unbalanced JS	0.871542381280486	0.457984708135938	0.33
14	Unbalanced OLS	0.87842172539385	0.431106195865148	0.33
16	Balanced	0.863398342256578	0.82787816348571	0.33
16	Unbalanced JS	0.88245210569663	0.393880666480246	0.33
16	Unbalanced OLS	0.888806111220991	0.369386785545281	0.33
18	Balanced	0.840652720159274	0.86142470054471	0.33
18	Unbalanced JS	0.882639787490802	0.435065910284772	0.33
18	Unbalanced OLS	0.888851041689314	0.413917986524069	0.33
20	Balanced	0.85024071188778	0.871371346524919	0.33
20	Unbalanced JS	0.899715721814204	0.395463340254203	0.33
20	Unbalanced OLS	0.904818362860851	0.373984223107687	0.33
22	Balanced	0.85283316434993	0.898110393052702	0.33
22	Unbalanced JS	0.917222082296934	0.393521538253376	0.33
22	Unbalanced OLS	0.922063128835442	0.373949201653939	0.33
24	Balanced	0.839073546598772	0.916571966019166	0.33
24	Unbalanced JS	0.914805734206612	0.401819031246245	0.33
24	Unbalanced OLS	0.918609395011556	0.384891774229057	0.33
4	Balanced	0.874262168519784	0.454934965626415	0.34
4	Unbalanced JS	0.847481230492581	0.525206730842064	0.34
4	Unbalanced OLS	0.879355986998355	0.431754451351253	0.34
6	Balanced	0.862171775730534	0.599961517029065	0.34
6	Unbalanced JS	0.863162580568367	0.470053595215826	0.34
6	Unbalanced OLS	0.885191687552067	0.410687606491129	0.34
8	Balanced	0.874904263096834	0.668651862060682	0.34
8	Unbalanced JS	0.880057571394839	0.447836882104331	0.34
8	Unbalanced OLS	0.894063819236056	0.405056919483395	0.34
10	Balanced	0.860379989178099	0.783089365410618	0.34
10	Unbalanced JS	0.87666330247286	0.463374703263639	0.34
10	Unbalanced OLS	0.888291158086621	0.426513885829294	0.34
12	Balanced	0.863375517421488	0.744189882581783	0.34
12	Unbalanced JS	0.847385226945445	0.466048132700917	0.34
12	Unbalanced OLS	0.855812598494378	0.437089128870679	0.34
14	Balanced	0.862598535025256	0.799930713237137	0.34
14	Unbalanced JS	0.870006314140957	0.464392928513974	0.34
14	Unbalanced OLS	0.876388724398642	0.437640086462239	0.34
16	Balanced	0.860255637950604	0.832966349467365	0.34
16	Unbalanced JS	0.88042827090807	0.399388653754552	0.34
16	Unbalanced OLS	0.887003268337698	0.376110552355514	0.34
18	Balanced	0.836919349859906	0.865755274382962	0.34
18	Unbalanced JS	0.880350685501647	0.441940542966699	0.34
18	Unbalanced OLS	0.887116069901406	0.420023492603139	0.34
20	Balanced	0.846230515752451	0.875308619591574	0.34
20	Unbalanced JS	0.897895671757144	0.402246415461528	0.34
20	Unbalanced OLS	0.903084760386362	0.380343893644646	0.34
22	Balanced	0.849245127099174	0.901563111793589	0.34
22	Unbalanced JS	0.915310986142369	0.399673383613713	0.34
22	Unbalanced OLS	0.920254297662399	0.380227890242647	0.34
24	Balanced	0.83523633248131	0.919741637115827	0.34
24	Unbalanced JS	0.912939895970107	0.408180797539801	0.34
24	Unbalanced OLS	0.916903216398533	0.391463099688674	0.34
4	Balanced	0.871590845203137	0.461826363387148	0.35
4	Unbalanced JS	0.845524025777898	0.531043610023184	0.35
4	Unbalanced OLS	0.877604199672695	0.437727890358533	0.35
6	Balanced	0.858886177365487	0.607419328750251	0.35
6	Unbalanced JS	0.861036501830311	0.476053497981145	0.35
6	Unbalanced OLS	0.882678665954759	0.416329693434055	0.35
8	Balanced	0.871478202467163	0.675563016796606	0.35
8	Unbalanced JS	0.878316219316612	0.454279530812372	0.35
8	Unbalanced OLS	0.892067317636469	0.410552892428324	0.35
10	Balanced	0.85686887358349	0.788635057246499	0.35
10	Unbalanced JS	0.874828501237578	0.469374907728585	0.35
10	Unbalanced OLS	0.88585379618637	0.433293086920804	0.35
12	Balanced	0.859995104373678	0.750100817076531	0.35
12	Unbalanced JS	0.845332166759984	0.472077666236859	0.35
12	Unbalanced OLS	0.853759885656822	0.44331849767656	0.35
14	Balanced	0.859307740418334	0.80537626322085	0.35
14	Unbalanced JS	0.867734417819175	0.470404422892374	0.35
14	Unbalanced OLS	0.874983238333794	0.443393469628963	0.35
16	Balanced	0.856668116117677	0.838063790764573	0.35
16	Unbalanced JS	0.878786986802443	0.405784834462538	0.35
16	Unbalanced OLS	0.885265955903684	0.382444114032595	0.35
18	Balanced	0.833349234268997	0.869866361597709	0.35
18	Unbalanced JS	0.87797928945087	0.448759648610628	0.35
18	Unbalanced OLS	0.884860764820767	0.426539811433886	0.35
20	Balanced	0.842173868453722	0.879273167094445	0.35
20	Unbalanced JS	0.895703476871972	0.40939556026865	0.35
20	Unbalanced OLS	0.901364460344728	0.387703124676991	0.35
22	Balanced	0.845600329065519	0.904961181288356	0.35
22	Unbalanced JS	0.913369805186694	0.406310239803593	0.35
22	Unbalanced OLS	0.918289117658675	0.386864804020905	0.35
24	Balanced	0.831454088903329	0.922820021551007	0.35
24	Unbalanced JS	0.911271877558461	0.414606137542699	0.35
24	Unbalanced OLS	0.915181115316942	0.398429551393171	0.35
4	Balanced	0.868808346559726	0.468489094764772	0.36
4	Unbalanced JS	0.843240855053267	0.537374835347784	0.36
4	Unbalanced OLS	0.875675805667134	0.443436557153889	0.36
6	Balanced	0.855842965783861	0.613524359668885	0.36
6	Unbalanced JS	0.859034669667787	0.481935051642826	0.36
6	Unbalanced OLS	0.880807602774299	0.421972413511823	0.36
8	Balanced	0.867801129318822	0.682163030175603	0.36
8	Unbalanced JS	0.876229562277424	0.460200780646881	0.36
8	Unbalanced OLS	0.890491830970475	0.416188755919502	0.36
10	Balanced	0.853413970717855	0.793669240563989	0.36
10	Unbalanced JS	0.872695935290685	0.475909220283276	0.36
10	Unbalanced OLS	0.883801750055299	0.439843543541412	0.36
12	Balanced	0.856746624714621	0.75587484291331	0.36
12	Unbalanced JS	0.843223165565672	0.477776465115225	0.36
12	Unbalanced OLS	0.851727117021151	0.448999964705546	0.36
14	Balanced	0.855976755126333	0.809972129937013	0.36
14	Unbalanced JS	0.86537070443786	0.477373168376006	0.36
14	Unbalanced OLS	0.872897819475805	0.449825218110051	0.36
16	Balanced	0.853515363975527	0.842777312126764	0.36
16	Unbalanced JS	0.87713586991959	0.411668470512494	0.36
16	Unbalanced OLS	0.883616834924417	0.388190213838536	0.36
18	Balanced	0.829730338594222	0.873639481325716	0.36
18	Unbalanced JS	0.876282074232541	0.455204172315656	0.36
18	Unbalanced OLS	0.883017139075133	0.432561793270162	0.36
20	Balanced	0.838506085728325	0.883082784189523	0.36
20	Unbalanced JS	0.893363149612948	0.416261604315469	0.36
20	Unbalanced OLS	0.899613316701364	0.394814080363339	0.36
22	Balanced	0.841686748204065	0.908331805750204	0.36
22	Unbalanced JS	0.911244555646274	0.413498103313189	0.36
22	Unbalanced OLS	0.916450658470179	0.393982134237095	0.36
24	Balanced	0.827677924556134	0.925514696548818	0.36
24	Unbalanced JS	0.909618748630675	0.421131914380796	0.36
24	Unbalanced OLS	0.913786254561907	0.404083664687872	0.36
4	Balanced	0.865684834833035	0.474412069982048	0.37
4	Unbalanced JS	0.841261774604296	0.543460075773675	0.37
4	Unbalanced OLS	0.873146535505887	0.449182278485202	0.37
6	Balanced	0.852726812475759	0.61954670026006	0.37
6	Unbalanced JS	0.856755010159724	0.487598089632791	0.37
6	Unbalanced OLS	0.878755053042072	0.428037792727909	0.37
8	Balanced	0.864161612087081	0.689155923347925	0.37
8	Unbalanced JS	0.873822701461198	0.46570665048175	0.37
8	Unbalanced OLS	0.888595876583707	0.421127818585936	0.37
10	Balanced	0.849504635243531	0.799334044594304	0.37
10	Unbalanced JS	0.870708436722334	0.481964289507551	0.37
10	Unbalanced OLS	0.881777858710262	0.444882638760698	0.37
12	Balanced	0.853344965866064	0.761447790284672	0.37
12	Unbalanced JS	0.841298041303591	0.483468584188386	0.37
12	Unbalanced OLS	0.850071816958185	0.454956344221784	0.37
14	Balanced	0.852441601692376	0.81493378465886	0.37
14	Unbalanced JS	0.863974916413302	0.483513645201058	0.37
14	Unbalanced OLS	0.871539204800552	0.455883419437864	0.37
16	Balanced	0.849748400393944	0.847216808288027	0.37
16	Unbalanced JS	0.875349727299395	0.417771943562912	0.37
16	Unbalanced OLS	0.881792262136496	0.394836220876524	0.37
18	Balanced	0.826764772984782	0.876992385120875	0.37
18	Unbalanced JS	0.874466540738334	0.461537786994766	0.37
18	Unbalanced OLS	0.880747892926572	0.439911006852286	0.37
20	Balanced	0.834854335385625	0.886992492224436	0.37
20	Unbalanced JS	0.891428200835861	0.422229688205822	0.37
20	Unbalanced OLS	0.897584011085243	0.401541310798245	0.37
22	Balanced	0.838185354659219	0.911556436986409	0.37
22	Unbalanced JS	0.909294909560437	0.420193750002387	0.37
22	Unbalanced OLS	0.914284132637955	0.400216150402133	0.37
24	Balanced	0.824115360272634	0.92825517389955	0.37
24	Unbalanced JS	0.90801856918905	0.426721453028377	0.37
24	Unbalanced OLS	0.911793248972524	0.4105266998367	0.37
4	Balanced	0.863822260453141	0.480544978037132	0.38
4	Unbalanced JS	0.838923848370728	0.549435674448396	0.38
4	Unbalanced OLS	0.870782075019802	0.454800041003159	0.38
6	Balanced	0.849388825382087	0.625825121903499	0.38
6	Unbalanced JS	0.854247364115016	0.494416841621179	0.38
6	Unbalanced OLS	0.87698729972344	0.433698875072514	0.38
8	Balanced	0.860384841151568	0.695043212265327	0.38
8	Unbalanced JS	0.871685730813744	0.471470604436406	0.38
8	Unbalanced OLS	0.887070217590841	0.426131169785057	0.38
10	Balanced	0.846108339429522	0.803984704077994	0.38
10	Unbalanced JS	0.868981946163583	0.487974884180302	0.38
10	Unbalanced OLS	0.879610482234452	0.450698576260908	0.38
12	Balanced	0.850130563750395	0.76695682059314	0.38
12	Unbalanced JS	0.839456074514889	0.489655768085764	0.38
12	Unbalanced OLS	0.84807840826027	0.461344043814616	0.38
14	Balanced	0.849110173329438	0.819666788041532	0.38
14	Unbalanced JS	0.861998068920176	0.489351707935991	0.38
14	Unbalanced OLS	0.869855423591866	0.46154649265352	0.38
16	Balanced	0.846043931168472	0.851391682192816	0.38
16	Unbalanced JS	0.873592045750822	0.424325691165087	0.38
16	Unbalanced OLS	0.880259741195787	0.399656118038931	0.38
18	Balanced	0.823321473144038	0.880345275927972	0.38
18	Unbalanced JS	0.872422079074459	0.468294185346163	0.38
18	Unbalanced OLS	0.878365788010601	0.44641027877663	0.38
20	Balanced	0.831149584859996	0.890427291861453	0.38
20	Unbalanced JS	0.8895194542843	0.429142664656629	0.38
20	Unbalanced OLS	0.895615229588495	0.407947416667061	0.38
22	Balanced	0.834602730290706	0.91481760790962	0.38
22	Unbalanced JS	0.907449089306438	0.427366165162749	0.38
22	Unbalanced OLS	0.912627092429988	0.406796733768561	0.38
24	Balanced	0.820214442716864	0.930940891846026	0.38
24	Unbalanced JS	0.906469292808534	0.433274813001486	0.38
24	Unbalanced OLS	0.910350920111128	0.417016917325585	0.38
4	Balanced	0.861491379042736	0.486431071014876	0.39
4	Unbalanced JS	0.836541279601752	0.555593999162055	0.39
4	Unbalanced OLS	0.86819485768767	0.46068321860189	0.39
6	Balanced	0.84551529053142	0.632286816130063	0.39
6	Unbalanced JS	0.851837913857509	0.499976917225627	0.39
6	Unbalanced OLS	0.874311804297992	0.439140735442135	0.39
8	Balanced	0.856356351373396	0.701369508955145	0.39
8	Unbalanced JS	0.86954578257647	0.477572750641096	0.39
8	Unbalanced OLS	0.884567422265157	0.43166547979791	0.39
10	Balanced	0.842659421835688	0.808945693166754	0.39
10	Unbalanced JS	0.86704392783907	0.493701132447212	0.39
