sample	condition	path
SA-PE-026	mu	../../data/Gierlinski_2015/Aligned/SA-PE-026
SA-PE-050	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-050
SA-PE-009	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-009
SA-PE-068	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-068
SA-PE-005	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-005
SA-PE-044	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-044
