target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBR289W_mRNA	0.449453232317258	0.597596438022779	-0.098648409788117	0.130430917695087	6.09444386243589	0.0233341217750563	0.00238823910804066	0.0231300973281331	0.00856613087692954	0.0231300973281331
YDR073W_mRNA	0.00114131992100293	0.00574875646696159	-0.289214821570943	0.0889029240245191	5.8199951816418	0.0311267875475017	0.00299516005983143	0.00454636949342836	0.00886043479033268	0.00886043479033268
YFL049W_mRNA	0.00106176137950511	0.0054015540243977	0.274326895908256	0.0837990333740211	6.26860449555042	0.0268929985330249	0.00192048670243487	0.00347504428184928	0.00861293028919559	0.00861293028919559
YGR275W_mRNA	0.945814557548404	0.967975323311939	-0.00857531776634391	0.126175032120258	5.66353646951847	0.0191262272990959	0.00340266759554633	0.0204775405002759	0.00925663254818986	0.0204775405002759
YHL025W_mRNA	0.000348028731015902	0.00211503112511947	0.286304152383922	0.0800481841341592	7.11273286747008	0.0321342121463306	0.000804273417220748	0.00862471638858912	0.00880729425754365	0.00880729425754365
YJL176C_mRNA	0.018305070390942	0.0530798761118167	0.197810854011986	0.0838398747131328	6.31211892657313	0.0130047149381625	0.00189430703949404	-0.000311838603647458	0.00864937984837667	0.00864937984837667
YMR033W_mRNA	0.614125574035849	0.739835398499124	-0.0419884837792096	0.083278549802311	6.53720236430794	0.00447226937011302	0.00168267846064798	0.00324652096321438	0.00872029682511601	0.00872029682511601
YNR023W_mRNA	0.298070564169669	0.446307585504183	0.0974478380045083	0.0936476267431107	5.65991335021809	0.00836871797497189	0.00388650594237537	0.00301336110193236	0.0092683110495501	0.0092683110495501
YPL016W_mRNA	0.00933314155793482	0.0315678127346725	0.411455560918184	0.158276250562475	5.93948041460839	0.0808503493736872	0.0029542319575583	0.0346228252806147	0.00869936318586446	0.0346228252806147
YPL129W_mRNA	0.544389738890446	0.679835508794577	-0.0505421640402079	0.0833770072183943	6.39633685840906	0.00390336078499217	0.00172568720230723	0.00219557239923273	0.00870190079673704	0.00870190079673704
YPR034W_mRNA	0.508315054797009	0.649004218170833	0.0541106753530134	0.0818044649516818	6.64355342684548	0.00534597340363866	0.00126384773168237	0.00432063207768125	0.00877410799736402	0.00877410799736402
