target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBR289W_mRNA	0.564229384126611	0.973391179305754	-0.152169457118103	0.263921515661434	6.10842257039646	0.0502956348992887	0.00218217896818227	0.0558632930560082	0.0223340805946448	0.0558632930560082
YDR073W_mRNA	0.253807414903601	0.812183727691523	-0.300016555321984	0.2629071524175	6.09358935938782	0.0610817694393975	0.00225288167793431	0.0553472606489643	0.0223203800020547	0.0553472606489643
YFL049W_mRNA	0.169887438639464	0.697996813192224	0.236484956776336	0.172294104069015	6.0491332466905	0.0271355330355938	0.00242158881395877	0.0198467577343868	0.0223161264334951	0.0223161264334951
YGR275W_mRNA	0.424391984973545	0.932729637304496	0.142345437402233	0.178193554159388	5.82545912551792	0.0239616555864236	0.00320778500435268	0.0225229879059203	0.0232530006156094	0.0232530006156094
YHL025W_mRNA	0.562306802918083	0.973391179305754	0.218518416040628	0.377133978550528	7.18332556097439	0.102778408209717	0.000836627125061448	0.117688404356063	0.0264179315537052	0.117688404356063
YJL176C_mRNA	0.264524452293149	0.819949134069208	0.219745584604947	0.196946823594003	6.1319560386916	0.033906721208073	0.00235639473260159	0.0299669813705378	0.0223661844053719	0.0299669813705378
YMR033W_mRNA	0.911339366369619	0.999482640899221	0.021304375095022	0.191329231369758	6.39317775794162	0.0244802292507265	0.00178992695506226	0.0287158020253898	0.0229386141152847	0.0287158020253898
YNR023W_mRNA	0.980215841285349	0.999482640899221	0.00467592788752904	0.188558349794005	5.54698518386552	0.0134386871493941	0.0039090240635361	0.0128847798103712	0.0257195186673291	0.0257195186673291
YOR290C_mRNA	4.59463240610284e-96	2.57299414741759e-92	-5.66311923961194	0.272302878608596	6.23506723563745	5.3728385425753	0.039189140328028	-0.00458252920535338	0.0226015744207451	0.0226015744207451
YPL016W_mRNA	0.467359729942974	0.948940043147187	0.243209627898885	0.33463920027001	5.65952265647389	0.0845140834220201	0.00379875106628369	0.0895207442315097	0.024589590125196	0.0895207442315097
YPL129W_mRNA	0.256673311357943	0.814990060078675	-0.206942355008355	0.182442342095104	6.48401721006422	0.0293276618421655	0.00168515546310777	0.0260525180278479	0.0232473172557199	0.0260525180278479
YPR034W_mRNA	0.57093359866197	0.973391179305754	-0.0990821257198497	0.174847598401581	6.64180649630121	0.0107177989261701	0.00145067845710018	0.0099013061095365	0.0240257237652336	0.0240257237652336
