target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBR289W_mRNA	0.311882630508	0.999191424879265	-0.391138572548183	0.386775897943288	6.12562211956056	0.125228627309063	0.00256287746579663	0.122100118559067	0.0365025734119409	0.122100118559067
YDR073W_mRNA	0.0351749128753086	0.454662272919592	-0.483769593488738	0.229673184371157	6.03833058005727	0.0741720176768351	0.00243642246732081	0.0415217205486689	0.0364078008712505	0.0415217205486689
YFL049W_mRNA	0.251671877635549	0.987841905044662	0.308422287700562	0.269059435281913	6.04234046828872	0.0641160377345557	0.00262336328836421	0.0577041198068206	0.0364064494059021	0.0577041198068206
YGR275W_mRNA	0.466448239726464	0.999191424879265	-0.239177129034697	0.328418147644498	5.83875127226588	0.081439936310376	0.0029567394617528	0.0869253269567834	0.0370594405080315	0.0869253269567834
YHL025W_mRNA	0.621988784932805	0.999191424879265	0.137078668174347	0.278031038849887	7.12126316778919	0.0546659325873735	0.000784876478343196	0.0636328389916127	0.0449646138127408	0.0636328389916127
YJL176C_mRNA	0.64004548674215	0.999191424879265	0.151178790987458	0.323283598729159	6.2054396379211	0.0734840279455888	0.00246179152816586	0.0846317794778974	0.0367692328750705	0.0846317794778974
YMR033W_mRNA	0.606454501543903	0.999191424879265	-0.113368108319798	0.220072001008087	6.55347072858077	0.0243888174120143	0.00145738477003317	0.0263510686649827	0.038902353253053	0.038902353253053
YNR023W_mRNA	0.916554531641489	0.999191424879265	-0.0296016356911448	0.282526376454337	5.61635690808437	0.0533601450675439	0.00415020771735108	0.0623674201096639	0.0387828370237163	0.0623674201096639
YOR290C_mRNA	2.67909983386758e-79	1.49252651744763e-75	-6.09825666507177	0.323431088092991	6.14131875563772	6.2425062543236	0.0506293583103665	0.00485046936658347	0.036543698977147	0.036543698977147
YPL016W_mRNA	0.52923854705401	0.999191424879265	0.267055861843652	0.424458203186633	5.76878200089007	0.131996316392459	0.00338494512944191	0.146752360080912	0.0375025173378428	0.146752360080912
YPL129W_mRNA	0.813143038497824	0.999191424879265	-0.0743043175566881	0.314351612436213	6.53850510064957	0.0667981460954256	0.00140438110523137	0.0809430657624744	0.0387641413663283	0.0809430657624744
YPR034W_mRNA	0.848055063642452	0.999191424879265	-0.0541286380730732	0.282507648111571	6.66981601234934	0.0536953657376285	0.00142562463569853	0.0650831847322442	0.0400580718476141	0.0650831847322442
