target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBR289W_mRNA	0.615836368912402	0.798669450063558	-0.0509626689111379	0.10156782360276	6.29049299333055	0.0117225040582422	0.00192291639922497	0.0117562660651229	0.0135511177878771	0.0135511177878771
YDR073W_mRNA	0.0508592982417835	0.1821492843789	-0.288449861183974	0.147721116815192	6.03468906187283	0.0511468307488691	0.00257565765511213	0.0301566348745791	0.0139906297340451	0.0301566348745791
YFL049W_mRNA	0.0452596669391482	0.167953694740522	0.201485570667431	0.100630426253935	6.41304259860821	0.0182454167370673	0.00168188660639258	0.00590122111974929	0.0135078374256805	0.0135078374256805
YGR275W_mRNA	0.596277391603897	0.785354554740376	0.066232276571056	0.125022850420087	5.84065808192475	0.0200728700905316	0.00298311840427312	0.0204629512864721	0.0146396992426308	0.0204629512864721
YHL025W_mRNA	0.00202704228098459	0.0176682662072796	0.471134591371804	0.152656432430192	7.25878099219802	0.0945551245908993	0.00069852787439093	0.0342574516690796	0.0155465639721142	0.0342574516690796
YJL176C_mRNA	0.33282759481619	0.584553807577825	0.0977837872625005	0.100971024220496	6.43811122360855	0.0143657825162459	0.00178281007146734	0.0125887921795658	0.0135099115267366	0.0135099115267366
YMR033W_mRNA	0.0487210562722105	0.176830069956338	-0.206871137193242	0.104956138983015	6.65268438590351	0.0260576495533541	0.00127422751155978	0.0152494591537732	0.0136815613247033	0.0152494591537732
YNR023W_mRNA	0.59749501185719	0.785354554740376	-0.0631389545503201	0.119579942348268	5.80610943294151	0.0183551934089303	0.00316078710708627	0.0182882568109364	0.0147992326310059	0.0182882568109364
YPL016W_mRNA	0.272892771112413	0.522015365496423	0.241090981001169	0.219888229674145	6.05001538907901	0.0754584585951071	0.00253861167218606	0.0699876386516581	0.0139532315337218	0.0699876386516581
YPL129W_mRNA	0.354153634297752	0.605366899368185	-0.0927395224642209	0.100089852014577	6.51418971802894	0.0131927698267078	0.00149298983732393	0.0117727403109765	0.013533977877126	0.013533977877126
YPR034W_mRNA	0.453148348565707	0.685575892259528	0.0806781198753028	0.107545502764308	6.84041416033085	0.0158319299057773	0.00130163909249125	0.0160474136547504	0.0140719100284688	0.0160474136547504
