sample	condition	path
SA-PE-056	mu	../../data/Gierlinski_2015/Aligned/SA-PE-056
SA-PE-020	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-020
SA-PE-092	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-092
SA-PE-069	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-069
SA-PE-088	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-088
SA-PE-094	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-094
