sample	condition	path
SA-PE-040	mu	../../data/Gierlinski_2015/Aligned/SA-PE-040
SA-PE-030	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-030
SA-PE-037	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-037
SA-PE-064	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-064
SA-PE-087	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-087
SA-PE-022	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-022
