target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBR289W_mRNA	0.430208433964532	0.639412322225313	-0.101957320351151	0.129250498227333	6.01572862168996	0.0231654181023728	0.00230358978336271	0.022754947154658	0.0120128063499324	0.022754947154658
YDR073W_mRNA	0.138676823997831	0.315642477459991	-0.150601258634246	0.101706999476301	5.86170739877627	0.0141793000287576	0.00276873314139523	0.00645011473121967	0.0127477374723133	0.0127477374723133
YFL049W_mRNA	0.000541532019627267	0.00528471522152618	0.329472111540934	0.095241747310396	6.16857196895196	0.0377216055291698	0.00218353480236322	0.00426152000288349	0.0114229508437428	0.0114229508437428
YGR275W_mRNA	0.50645728017257	0.701008622903693	0.0708088913086387	0.106581447308676	5.72305920189471	0.00332440788115183	0.00351507450506618	-0.00123977681176091	0.0135243328605521	0.0135243328605521
YHL025W_mRNA	0.00263875058445475	0.0187364720252442	0.322747244917291	0.107333425177802	7.13769333689528	0.0450742922229886	0.000796208822748658	0.0164844874178495	0.0103710197939268	0.0164844874178495
YJL176C_mRNA	0.0221910533999659	0.0897451224820362	0.227399922870017	0.0994279830285209	6.21509686907944	0.0273763260473306	0.00224370382108076	0.012585181892599	0.0112622411121256	0.012585181892599
YMR033W_mRNA	0.666730448827665	0.816674257461598	0.0391344880685505	0.0908752674553519	6.41181715405125	0.00617929846729635	0.00167738243924501	0.00547242508623003	0.0107100889133776	0.0107100889133776
YNR023W_mRNA	0.437657365678087	0.645016003080322	0.0863026112919687	0.111192469523317	5.5727266816761	0.00666743454918404	0.00406049387102891	0.00148074654702135	0.0144851540470117	0.0144851540470117
YPL016W_mRNA	0.000399511015065274	0.00407335134023436	0.461641335585617	0.130392180257227	5.7144483468338	0.0843363616230613	0.00334740509230457	0.0221557759160453	0.0135747629686236	0.0221557759160453
YPL129W_mRNA	0.82832961306574	0.916157478392363	-0.0198557093400625	0.0915666248695495	6.38581479677435	0.00170948403292287	0.00180603462866188	0.000182976964967822	0.0107706355563393	0.0107706355563393
YPR034W_mRNA	0.258718348148862	0.472820198788039	0.120170885310811	0.106400003436908	6.64330648911299	0.017917465380564	0.00146736628133085	0.0155140748157302	0.0102770879055038	0.0155140748157302
