target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBR289W_mRNA	0.149495995068334	0.317813632291649	-0.147053779788122	0.102027580540139	6.09514498340379	0.0069808514601578	0.00222727814316039	0.00199361656745878	0.00644741118256833	0.00644741118256833
YDR073W_mRNA	1.347429591331e-06	2.28899705727321e-05	-0.574970600201957	0.118976816429218	5.8457579224105	0.064535520414521	0.00291467212554365	0.00888156358081621	0.00694496961883224	0.00888156358081621
YFL049W_mRNA	0.00605350784319897	0.0303813473312206	0.278111347719869	0.101320449041045	6.27742006060888	0.0146299219331072	0.00227239517073927	-9.87264482223394e-05	0.00628246599082655	0.00628246599082655
YGR275W_mRNA	0.813232967569667	0.898288406564883	-0.0265498660028482	0.112376881438842	5.69446198101173	0.00106111692025143	0.00319093800304881	-0.0020113950578948	0.00733286489855077	0.00733286489855077
YHL025W_mRNA	0.558073389530125	0.728406781826408	0.102193126483898	0.174478665561956	7.42395763507432	0.0220357756742792	0.000585986143035732	0.024783017803865	0.00561413250854205	0.024783017803865
YJL176C_mRNA	0.0667210061618375	0.183717346952534	0.184258554193393	0.100492858159347	6.22184857944011	0.0103835053365603	0.00209390030766714	0.00381231161440003	0.00632177847652844	0.00632177847652844
YMR033W_mRNA	0.939647223704844	0.969746379986994	0.00812223583149723	0.107276261497913	6.30502457639477	0.00768312597312957	0.00182645856119399	0.00776370500627979	0.00626305607551006	0.00776370500627979
YNR023W_mRNA	0.0933910395383701	0.23074048816752	0.198255019354491	0.118165441832693	5.54855651247216	0.0130038038355193	0.00388993098253305	0.00417627116618892	0.00774596205372997	0.00774596205372997
YPL016W_mRNA	1.54494069400252e-05	0.000196687738738772	0.469999159967352	0.108741192081286	5.83602816044319	0.0441321652313609	0.00288519313690382	0.00625934457521032	0.0069686792424788	0.0069686792424788
YPL129W_mRNA	0.49881547360178	0.684326948822393	-0.0664189806030999	0.0982014037680626	6.30738793083033	0.00386132287283322	0.00177490779283733	0.00213268725979676	0.00626135529217773	0.00626135529217773
YPR034W_mRNA	0.150499103869887	0.318857889756079	0.147401690136802	0.102520994735224	6.79267927298668	0.0106282459501973	0.00113220777129042	0.0076265875299595	0.00588074293607958	0.0076265875299595
