Median_Delta_Err	Mean_Delta_Err	SD_Delta_Err	Median_Frac_Delta	Mean_Frac_Delta	SD_Frac_Delta
-0.000148705268908462	-0.000817050010379796	0.020880521633448	-0.0200884605183041	0.201789220390852	1.83461056016886
