Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
SA-PE-008_7 - illumina_universal_adapter	0.047689443801351504	0.04795409110324579	0.04800702056362465	0.04837752678627666	0.04880096246930753	0.04901268031082296	0.04954197491461155	0.05001834005802128	0.050388846280673284	0.05160622386938703	0.05197673009203904	0.05255895415620648	0.053088248759995064	0.053247037141131645	0.053776331744920226	0.0539351201260568	0.054199767427951094	0.0552054271751494	0.055999369080832286	0.06896708687365262	0.06939052255668349	0.06986688770009321	0.07071375906615494	0.07251336071903614	0.07351902046623444	0.07436589183229618	0.0748422569757059	0.08124672168154778	0.08458127768541587	0.08844512829307254	0.1778959163333434	0.18085996611455946	0.18160097855986349	0.18213027316365207	0.18255370884668293	0.18318886237122925	0.18371815697501784	0.18440623995994299	0.18467088726183728	0.1854118997071413
SA-PE-009_1 - illumina_universal_adapter	0.07061138350708494	0.07118839174820514	0.0713326438084852	0.0716211479290453	0.07205390410988545	0.07263091235100565	0.07378492883324606	0.07465044119492636	0.07566020561688672	0.07753548240052739	0.07796823858136753	0.07890587697318786	0.07919438109374798	0.07948288521430807	0.08034839757598838	0.0804205236061284	0.08063690169654848	0.08128603596780871	0.08215154832948901	0.09354746109161304	0.09412446933273325	0.0945572255135734	0.09549486390539373	0.09693738450819424	0.09794714893015459	0.09866840923155484	0.09917329144253503	0.10479912179345702	0.10717928078807785	0.10963156581283873	0.23116392659878165	0.2357799925277433	0.23801589946208407	0.23852078167306426	0.23852078167306426	0.23859290770320427	0.23960267212516462	0.24003542830600477	0.24054031051698496	0.24140582287866527
SA-PE-009_2 - illumina_universal_adapter	0.06583369162425783	0.0663412200839162	0.06648622821524718	0.06692125260924006	0.06764629326589489	0.06808131765988777	0.06895136644787356	0.06945889490753195	0.07032894369551773	0.07192403314015833	0.07228655346848574	0.07337411445346798	0.07359162665046443	0.07388164291312635	0.07417165917578829	0.07424416324145376	0.07467918763544666	0.07511421202943955	0.07554923642343245	0.08591731781359639	0.08664235847025122	0.08707738286424412	0.0879474316522299	0.08881748044021569	0.08990504142519792	0.09070258614751822	0.09142762680417305	0.09867803337072126	0.10157819599734055	0.10433335049262887	0.22577766048231154	0.23136047353855368	0.23375310770551458	0.234115628033842	0.23426063616517295	0.23469566055916585	0.23549320528148615	0.23621824593814097	0.23636325406947195	0.23723330285745772
SA-PE-009_3 - illumina_universal_adapter	0.06437438207184444	0.06459408986048555	0.06459408986048555	0.0651067413673148	0.06561939287414406	0.06613204438097331	0.0671573473946318	0.06832912226738438	0.06957413306968399	0.07162473909700098	0.0718444468856421	0.07257680618111245	0.07316269361748874	0.07330916547658281	0.07382181698341206	0.07404152477205317	0.07426123256069428	0.07499359185616464	0.07565271522208795	0.0872239920905196	0.08773664359734885	0.088029587315537	0.08868871068146032	0.08934783404738364	0.09000695741330697	0.09059284484968326	0.09154491193379471	0.09755025815665165	0.09967410011351568	0.10267677322494416	0.22673843787762277	0.23120582957999194	0.23310996374821488	0.23391555897323227	0.2343549745505145	0.23486762605734374	0.23574645721190815	0.23611263685964334	0.23655205243692556	0.23699146801420776
SA-PE-009_4 - illumina_universal_adapter	0.05879308031006959	0.05911260792045041	0.05919248982304561	0.05935225362823601	0.059831545043807235	0.06007119075159285	0.06063036406975927	0.06166882880349691	0.06302682114761536	0.06398540397875781	0.06422504968654341	0.06518363251768586	0.06542327822547146	0.06550316012806667	0.06638186105661391	0.06702091627737553	0.06718068008256593	0.06797949910851797	0.06837890862149398	0.07820438264070398	0.07916296547184642	0.07972213879001284	0.08076060352375049	0.08195883206267854	0.083316824406797	0.08371623391977301	0.08467481675091544	0.09034643183517488	0.09266300701043577	0.09473993647791105	0.21072845904614618	0.21568113700704877	0.2183971216952857	0.21911605881864252	0.21935570452642814	0.21983499594199934	0.22055393306535617	0.22143263399390342	0.22159239779909382	0.22223145301985545
SA-PE-009_5 - illumina_universal_adapter	0.05510356526506747	0.055195557861503305	0.05537954305437499	0.05583950603655418	0.056299469018733374	0.056575446808040886	0.05712740238665592	0.058231313543885985	0.059519209893987735	0.06053112845478196	0.06108308403339699	0.06200300999775538	0.06237098038349874	0.06237098038349874	0.06264695817280626	0.06283094336567793	0.06310692115498545	0.06365887673360048	0.06421083231221551	0.07497396609520866	0.07589389205956705	0.0762618624453104	0.07718178840966879	0.07810171437402717	0.07902164033838557	0.07975758110987227	0.08040152928492315	0.08555311468533013	0.08794492219266194	0.08987676671781455	0.1987040083014119	0.20339563071963968	0.20551146043766397	0.20615540861271484	0.2065233789984582	0.2069833419806374	0.20836323092717499	0.20873120131291834	0.20900717910222585	0.20919116429509754
SA-PE-009_6 - illumina_universal_adapter	0.06433249976794349	0.06442440333904055	0.06442440333904055	0.06479201762342879	0.06534343905001117	0.06571105333439942	0.06635437833207886	0.06736531761414653	0.06828435332511715	0.06975481046267015	0.06984671403376722	0.0705819426025437	0.07076574974473783	0.07094955688693196	0.07150097831351433	0.07177668902680552	0.07186859259790258	0.07260382116667907	0.0727876283088732	0.08354034612722946	0.0841836711249089	0.08445938183820009	0.08528651397807364	0.0863893568312384	0.0868488746867237	0.08740029611330608	0.08841123539537375	0.09337402823461512	0.09530400322765342	0.09787730321837115	0.20944823853020456	0.21367580280066942	0.2154219706515136	0.21578958493590186	0.2164329099335813	0.2168924277890666	0.21744384921564897	0.21799527064223134	0.21854669206881372	0.2190981134953961
SA-PE-009_7 - illumina_universal_adapter	0.06586724975068606	0.06615177350770846	0.06615177350770846	0.06679195196100886	0.06743213041430927	0.06771665417133167	0.06857022544239888	0.06913927295644368	0.06985058234899968	0.0728380817977349	0.07290921273699051	0.07376278400805772	0.07404730776508012	0.07418956964359132	0.07447409340061371	0.07468748621838052	0.07497200997540292	0.07546992655019212	0.07603897406423693	0.08784670998066661	0.08870028125173382	0.08948272158354542	0.09019403097610143	0.09054968567237943	0.09161664976121343	0.09204343539674704	0.09275474478930304	0.09794730335496188	0.1001523624718855	0.10285533816359832	0.23053537412740122	0.23572793269306003	0.23743507523519444	0.23835977744551726	0.23871543214179525	0.23899995589881767	0.24006691998765167	0.24092049125871887	0.24141840783350807	0.24205858628680849
SA-PE-010_1 - illumina_universal_adapter	0.03382601879601578	0.03390003634261538	0.03390003634261538	0.03404807143581457	0.03434414162221296	0.03449217671541215	0.034788246901810545	0.03508431708820893	0.03545440482120692	0.03612056274060329	0.03626859783380248	0.03634261538040208	0.03671270311340006	0.03693475575319885	0.03737886103279643	0.037674931219194824	0.03782296631239401	0.03841510668519079	0.039747422523983535	0.050553984327524684	0.050776036967323475	0.051368177340120245	0.05173826507311823	0.052848528272112186	0.05314459845851058	0.05373673883130735	0.05418084411090493	0.061730633864063814	0.06328500234265536	0.06528347610084446	0.11583746042836915	0.11768789909335907	0.11835405701275545	0.11872414474575343	0.1193162851185502	0.11953833775834899	0.12020449567774537	0.12087065359714173	0.12116672378354013	0.1216848466097373
SA-PE-010_2 - illumina_universal_adapter	0.032598866482336696	0.03297099966135881	0.03297099966135881	0.033343132840380915	0.03349198611198976	0.0336408393835986	0.03378969265520745	0.03423625247003398	0.03453395901325166	0.03505494546388262	0.035129372099687035	0.03527822537129588	0.03572478518612241	0.035873638457731255	0.03617134500094894	0.036394624908362205	0.03669233145157989	0.03728774453801526	0.038255290803472744	0.04800518009385199	0.04852616654448294	0.049121579630918316	0.04979141935315811	0.05031240580378906	0.050982245526028855	0.05142880534085539	0.0521730716988996	0.06058328154479925	0.06259280071151864	0.06430461333502034	0.11305405978691654	0.11484029904622266	0.11558456540426688	0.11588227194748457	0.11603112521909341	0.11655211166972436	0.117370804663573	0.11774293784259511	0.11811507102161721	0.11826392429322606
SA-PE-010_3 - illumina_universal_adapter	0.035724417639456565	0.03617472542482787	0.03639987931751352	0.03662503321019917	0.036850187102884825	0.037300494888256125	0.03745059748337989	0.03812605916143684	0.03842626435168438	0.03887657213705568	0.03917677732730321	0.039627085112674515	0.039927290302922046	0.040377598088293346	0.04082790587366465	0.04090295717122654	0.0410530597663503	0.04187862403953102	0.042704188312711736	0.052610959590880364	0.05313631867381355	0.0538117803518705	0.05411198554211804	0.05456229332748934	0.05516270370798441	0.05561301149335571	0.05613837057628889	0.06394370552272478	0.06529462887883869	0.06694575742520012	0.11978187090876614	0.12105774296731817	0.12195835853806077	0.12263382021611771	0.12285897410880336	0.12323423059661279	0.12375958967954596	0.12398474357223162	0.12428494876247916	0.1249604104405361
SA-PE-010_4 - illumina_universal_adapter	0.032567945391388374	0.03265039588605012	0.03265039588605012	0.03273284638071186	0.03273284638071186	0.0328152968753736	0.0328152968753736	0.0328152968753736	0.03298019786469709	0.03347490083266755	0.03347490083266755	0.03363980182199103	0.033969603800638	0.03413450478996149	0.03446430676860846	0.03471165825259369	0.034876559241917175	0.03578351468319634	0.03693782160846074	0.04691433146253161	0.04732658393584032	0.047738836409149034	0.04798618789313427	0.04856334135576646	0.04938784630238389	0.050047450259677835	0.05087195520629526	0.05722064329524945	0.059446806651116506	0.060766014565704386	0.11180287076132313	0.1132869796652345	0.11419393510651367	0.11452373708516064	0.11477108856914588	0.1150184400531311	0.11567804401042504	0.11609029648373376	0.11642009846238073	0.11674990044102769
SA-PE-010_5 - illumina_universal_adapter	0.03052433170791267	0.03052433170791267	0.03052433170791267	0.03081049731767435	0.03119205146402326	0.03138282853719771	0.031668994146959395	0.032050548293308306	0.03233671390306998	0.03290904512259335	0.0330998221957678	0.033290599268942254	0.03348137634211671	0.033672153415291166	0.0341490960982273	0.0341490960982273	0.0341490960982273	0.03453065024457621	0.035866089756797385	0.04502338926917119	0.04569110902528178	0.04626344024480514	0.04721732561067741	0.04759887975702632	0.048361988049724136	0.04855276512289859	0.048934319269247496	0.054085300244957765	0.05494379707424281	0.05675617926940012	0.1059766641484093	0.10759826927039216	0.10836137756308997	0.10941065146554947	0.10969681707531116	0.1101737597582473	0.11026914829483452	0.11045992536800897	0.11074609097777066	0.11084147951435788
SA-PE-010_6 - illumina_universal_adapter	0.030643475026990923	0.030833217906415016	0.030833217906415016	0.031212703665263204	0.031592189424111385	0.03197167518295957	0.03225628950209571	0.032825518140367986	0.032920389580080034	0.033584489658064355	0.03377423253748845	0.03405884685662459	0.03462807549489687	0.034912689814033004	0.035576789892017326	0.03576653277144142	0.03595627565086551	0.036240889970001654	0.03718960436712211	0.0486690485722797	0.04895366289141584	0.04904853433112789	0.0500921201679604	0.05075622024594472	0.051135706004792905	0.05161006320335314	0.05284339191960974	0.06014849277743729	0.06147669293340594	0.06308950740851073	0.11242265605877476	0.11403547053387954	0.11460469917215181	0.1147944420515759	0.11536367068984818	0.11555341356927228	0.11602777076783251	0.11631238508696864	0.11688161372524093	0.11697648516495297
SA-PE-010_7 - illumina_universal_adapter	0.03603030081985513	0.03603030081985513	0.03617766401339237	0.03617766401339237	0.03639870880369823	0.03669343519077271	0.036840798384309946	0.03757761435199614	0.03765129594876476	0.03824074872291373	0.038461793513219586	0.038830201497062684	0.03912492788413716	0.0392722910776744	0.03971438065828612	0.0400091070453606	0.04015647023889784	0.040524878222740944	0.04140905738396438	0.05194552572187702	0.05275602328633184	0.053124431270174945	0.054082292028167	0.055040152786159056	0.0559243319473825	0.05636642152799422	0.057176919092449034	0.0648398051563855	0.06646080028529515	0.06881861138189098	0.12179567945852868	0.12326931139390108	0.1237114009745128	0.12430085374866176	0.12459558013573624	0.12474294332927348	0.12547975929695968	0.12584816728080278	0.12599553047434	0.1263639384581831
SA-PE-011_1 - illumina_universal_adapter	0.03980269596252983	0.039954421614229435	0.040055572048695844	0.040207297700395446	0.04051074900379466	0.04081420030719387	0.041269377262292684	0.041623403782925096	0.041825704651857906	0.04243260725865633	0.042685483344822334	0.043140660299921155	0.04359583725501997	0.04400043899288558	0.04415216464458519	0.044303890296284794	0.0444556159479844	0.04521424420648243	0.045719996378814444	0.053508579832727526	0.05401433200505954	0.05452008417739156	0.055076411566956786	0.055986765477154414	0.05654309286671964	0.05714999547351806	0.057605172428616874	0.06326959675873547	0.06468570284126512	0.06620295935826119	0.11455286703320212	0.11581724746403217	0.1166770261569966	0.11713220311209542	0.11728392876379502	0.11758738006719423	0.11824485789122585	0.11859888441185827	0.11880118528079107	0.11890233571525748
