Total	Test_Condition	PPV	TPR	q
12	Balanced	0.960394903391076	0.510856927199959	0.04
12	Unbalanced JS	0.953353041522548	0.217020576882395	0.04
12	Unbalanced OLS	0.959411619942513	0.183274087639726	0.04
14	Balanced	0.968311315295886	0.515119415397068	0.04
14	Unbalanced JS	0.941116914280319	0.204453394176376	0.04
14	Unbalanced OLS	0.947716520221968	0.176065078155562	0.04
16	Balanced	0.96918459295237	0.557128959165569	0.04
16	Unbalanced JS	0.945929505570173	0.202574497677601	0.04
16	Unbalanced OLS	0.951229571764442	0.174226868783338	0.04
18	Balanced	0.97468596234198	0.61734993364015	0.04
18	Unbalanced JS	0.967483568758916	0.192246077311117	0.04
18	Unbalanced OLS	0.972558073719462	0.166614360353831	0.04
20	Balanced	0.967335851742466	0.632390921318534	0.04
20	Unbalanced JS	0.972437224115437	0.171417397964514	0.04
20	Unbalanced OLS	0.975643946159184	0.14950398012761	0.04
22	Balanced	0.967682393520514	0.65497306130121	0.04
22	Unbalanced JS	0.959503567554824	0.211203604020278	0.04
22	Unbalanced OLS	0.965133747705161	0.18650252785486	0.04
24	Balanced	0.973339452396783	0.695100768644837	0.04
24	Unbalanced JS	0.949726243219587	0.198590440742406	0.04
24	Unbalanced OLS	0.957110970666787	0.174553834407947	0.04
4	Balanced	0.980440793071346	0.208066555242537	0.05
4	Unbalanced JS	0.922312876113826	0.262857542434548	0.05
4	Unbalanced OLS	0.943160372368748	0.188256811607701	0.05
6	Balanced	0.962466448434417	0.346240326895231	0.05
6	Unbalanced JS	0.958911550530151	0.287866958973753	0.05
6	Unbalanced OLS	0.969282763551309	0.235200965903965	0.05
8	Balanced	0.97357456503932	0.368307634620547	0.05
8	Unbalanced JS	0.942650369385206	0.234571205083878	0.05
8	Unbalanced OLS	0.9527798911821	0.191433077464223	0.05
10	Balanced	0.976646733461929	0.426833901583525	0.05
10	Unbalanced JS	0.94762796581764	0.253298255852322	0.05
10	Unbalanced OLS	0.958950316586883	0.214287551179199	0.05
12	Balanced	0.955306171737667	0.533908742420782	0.05
12	Unbalanced JS	0.950669810969226	0.230493313878539	0.05
12	Unbalanced OLS	0.957380629515773	0.196131143290644	0.05
14	Balanced	0.963144948039407	0.538030251857384	0.05
14	Unbalanced JS	0.938020044207608	0.216195432186999	0.05
14	Unbalanced OLS	0.944940939250445	0.187577316886752	0.05
16	Balanced	0.963851828290686	0.580274740209876	0.05
16	Unbalanced JS	0.942836838823761	0.215474605272811	0.05
16	Unbalanced OLS	0.949228060492884	0.186879477734167	0.05
18	Balanced	0.969766796506039	0.640739562123574	0.05
18	Unbalanced JS	0.964629589360974	0.204211317980144	0.05
18	Unbalanced OLS	0.970493831941923	0.177750471471816	0.05
20	Balanced	0.961902511877779	0.65450661995959	0.05
20	Unbalanced JS	0.971120840049789	0.182480824597109	0.05
20	Unbalanced OLS	0.974270664758698	0.159071769661055	0.05
22	Balanced	0.962246272130054	0.677556535084105	0.05
22	Unbalanced JS	0.957114950587838	0.223811408943394	0.05
22	Unbalanced OLS	0.962197086032398	0.198776308495289	0.05
24	Balanced	0.968337889543351	0.716659865577664	0.05
24	Unbalanced JS	0.94574344935314	0.210761866027539	0.05
24	Unbalanced OLS	0.953172154090499	0.187008047643399	0.05
4	Balanced	0.978799230426273	0.219468742900129	0.06
4	Unbalanced JS	0.918243783506133	0.274887753686229	0.06
4	Unbalanced OLS	0.940780308175513	0.198549107873584	0.06
6	Balanced	0.958481339843249	0.362960423658524	0.06
6	Unbalanced JS	0.955760446046403	0.300777279158539	0.06
6	Unbalanced OLS	0.966817592481025	0.246442772438159	0.06
8	Balanced	0.970119837934335	0.386582856498732	0.06
8	Unbalanced JS	0.939325507338771	0.245441913500364	0.06
8	Unbalanced OLS	0.950575186334809	0.202062262525939	0.06
10	Balanced	0.973847204077308	0.446864954298438	0.06
10	Unbalanced JS	0.944253397142493	0.265351166982145	0.06
10	Unbalanced OLS	0.955862080810942	0.226433250956573	0.06
12	Balanced	0.949894499382023	0.553936679397623	0.06
12	Unbalanced JS	0.947744229890286	0.241623029533011	0.06
12	Unbalanced OLS	0.955695108131311	0.20754190341674	0.06
14	Balanced	0.958432729974625	0.558657652120742	0.06
14	Unbalanced JS	0.934041849290409	0.227764550569854	0.06
14	Unbalanced OLS	0.942300167539394	0.197292280552993	0.06
16	Balanced	0.959131372591633	0.599840091236509	0.06
16	Unbalanced JS	0.940962535043617	0.226921844178745	0.06
16	Unbalanced OLS	0.947311218815944	0.197591259764287	0.06
18	Balanced	0.964741504007073	0.661706741965067	0.06
18	Unbalanced JS	0.962612636058667	0.215464104509026	0.06
18	Unbalanced OLS	0.968682837343644	0.187855107534715	0.06
20	Balanced	0.956895913032249	0.673132925066826	0.06
20	Unbalanced JS	0.969441538755851	0.19251741723522	0.06
20	Unbalanced OLS	0.973129078535099	0.168577441307677	0.06
22	Balanced	0.95631413162206	0.696495096524407	0.06
22	Unbalanced JS	0.954605322318284	0.235317830511161	0.06
22	Unbalanced OLS	0.959590727951383	0.209752888295194	0.06
24	Balanced	0.963560885954395	0.735442033155754	0.06
24	Unbalanced JS	0.943173608349277	0.223023644875165	0.06
24	Unbalanced OLS	0.949707699668211	0.197886705626768	0.06
4	Balanced	0.97703446247006	0.231199399710395	0.07
4	Unbalanced JS	0.915222019155181	0.286809414516425	0.07
4	Unbalanced OLS	0.938206973951708	0.207941872583412	0.07
6	Balanced	0.954953356279863	0.377980584348994	0.07
6	Unbalanced JS	0.952112498325234	0.312681537036305	0.07
6	Unbalanced OLS	0.964076087607429	0.257491326559927	0.07
8	Balanced	0.966986307000624	0.403058477654172	0.07
8	Unbalanced JS	0.936931592422325	0.256064812113541	0.07
8	Unbalanced OLS	0.947774155315916	0.211546423431258	0.07
10	Balanced	0.970012252158408	0.46391637721323	0.07
10	Unbalanced JS	0.941559515192156	0.276636254164871	0.07
10	Unbalanced OLS	0.95263434619872	0.237324741296884	0.07
12	Balanced	0.944875097936251	0.571899742391675	0.07
12	Unbalanced JS	0.945545093233155	0.252112451962779	0.07
12	Unbalanced OLS	0.953355274953121	0.217677785245814	0.07
14	Balanced	0.953767354897639	0.576224761980764	0.07
14	Unbalanced JS	0.930800692848021	0.237968853988484	0.07
14	Unbalanced OLS	0.939987914290295	0.207270411970245	0.07
16	Balanced	0.954123092274162	0.616930638849086	0.07
16	Unbalanced JS	0.938580054183786	0.238339701860429	0.07
16	Unbalanced OLS	0.945486885487033	0.207814298852906	0.07
18	Balanced	0.959611264065746	0.679010889439698	0.07
18	Unbalanced JS	0.960541103990043	0.225257029278657	0.07
18	Unbalanced OLS	0.966372552265181	0.197793321014316	0.07
20	Balanced	0.95170246860963	0.690023088453626	0.07
20	Unbalanced JS	0.968135263862199	0.201319089585978	0.07
20	Unbalanced OLS	0.971871571742008	0.176460288561353	0.07
22	Balanced	0.950861681588661	0.712409383810718	0.07
22	Unbalanced JS	0.952355945124115	0.245294433375069	0.07
22	Unbalanced OLS	0.957621776940917	0.21957975991821	0.07
24	Balanced	0.958846850701217	0.751767121486284	0.07
24	Unbalanced JS	0.940755992068971	0.233685234383153	0.07
24	Unbalanced OLS	0.946896124018152	0.208279151027034	0.07
4	Balanced	0.975096651376043	0.240737689546424	0.08
4	Unbalanced JS	0.912603154572705	0.297128776382804	0.08
4	Unbalanced OLS	0.935648880310716	0.216787710759319	0.08
6	Balanced	0.951642300964378	0.391721211104004	0.08
6	Unbalanced JS	0.949170779048861	0.32425778698829	0.08
6	Unbalanced OLS	0.961526303876221	0.267973927138845	0.08
8	Balanced	0.963868690218801	0.418254778724582	0.08
8	Unbalanced JS	0.933992687771785	0.266093807653802	0.08
8	Unbalanced OLS	0.946499249374513	0.220399734523398	0.08
10	Balanced	0.96667480974373	0.479770839923554	0.08
10	Unbalanced JS	0.938558551175251	0.287510434760853	0.08
10	Unbalanced OLS	0.950095916960412	0.247345254751504	0.08
12	Balanced	0.940176048704856	0.587944042834321	0.08
12	Unbalanced JS	0.943387460966628	0.262582207909131	0.08
12	Unbalanced OLS	0.951163373682574	0.227496760684112	0.08
14	Balanced	0.948807374838925	0.592924011503964	0.08
14	Unbalanced JS	0.928145345985197	0.247459073211249	0.08
14	Unbalanced OLS	0.937766098224019	0.216042607583462	0.08
16	Balanced	0.949770476429653	0.63259605061732	0.08
16	Unbalanced JS	0.936762714101029	0.248499991419387	0.08
16	Unbalanced OLS	0.943688929339489	0.217719278850321	0.08
18	Balanced	0.954564911779572	0.694953772930053	0.08
18	Unbalanced JS	0.958842130126975	0.234630080737611	0.08
18	Unbalanced OLS	0.96452959158659	0.206707105214839	0.08
20	Balanced	0.946809805394284	0.70508698077879	0.08
20	Unbalanced JS	0.966501930496932	0.209469144529533	0.08
20	Unbalanced OLS	0.970388003136969	0.184492381312174	0.08
22	Balanced	0.945270944839139	0.727720923846561	0.08
22	Unbalanced JS	0.950246765549312	0.255442347103603	0.08
22	Unbalanced OLS	0.955420580539839	0.229573758942075	0.08
24	Balanced	0.954032383910422	0.767315345739709	0.08
24	Unbalanced JS	0.938590967834959	0.24387142816592	0.08
24	Unbalanced OLS	0.944553872557142	0.218794103299813	0.08
4	Balanced	0.973193508434486	0.250513625299885	0.09
4	Unbalanced JS	0.910287393034655	0.307026478961709	0.09
4	Unbalanced OLS	0.933271998952464	0.224928422863459	0.09
6	Balanced	0.947854279441516	0.405133075377104	0.09
6	Unbalanced JS	0.946448084632192	0.333930236581258	0.09
6	Unbalanced OLS	0.959925615817587	0.27777086408815	0.09
8	Balanced	0.960685378774582	0.432309113741798	0.09
8	Unbalanced JS	0.931632032212106	0.275252076778995	0.09
8	Unbalanced OLS	0.944475751151084	0.229226388496455	0.09
10	Balanced	0.963309586613524	0.495369857469886	0.09
10	Unbalanced JS	0.935913640186497	0.297760280299073	0.09
10	Unbalanced OLS	0.947404629838994	0.25679680717531	0.09
12	Balanced	0.935855955655511	0.601658674711367	0.09
12	Unbalanced JS	0.940680029205172	0.272456523821124	0.09
12	Unbalanced OLS	0.949451486623792	0.236692712650208	0.09
14	Balanced	0.944608270343385	0.607659121836454	0.09
14	Unbalanced JS	0.925755265803063	0.256189362848519	0.09
14	Unbalanced OLS	0.93563010309649	0.224192423464818	0.09
16	Balanced	0.945297966287019	0.647375079576773	0.09
16	Unbalanced JS	0.934667712246243	0.257618019143549	0.09
16	Unbalanced OLS	0.941294924144944	0.226780844621956	0.09
18	Balanced	0.949875204239017	0.709279148315846	0.09
18	Unbalanced JS	0.957211638242795	0.243287277820493	0.09
18	Unbalanced OLS	0.962494079755133	0.215465641806417	0.09
20	Balanced	0.942397366385757	0.718186315799812	0.09
20	Unbalanced JS	0.964955717749335	0.217794581943976	0.09
20	Unbalanced OLS	0.969442190892151	0.192220856301339	0.09
22	Balanced	0.940494298977464	0.740903447888585	0.09
22	Unbalanced JS	0.94742589241433	0.264614396560449	0.09
22	Unbalanced OLS	0.953415019655139	0.238386219953565	0.09
24	Balanced	0.949492257939952	0.780296618736534	0.09
24	Unbalanced JS	0.936032168786206	0.252734873187451	0.09
24	Unbalanced OLS	0.941868883205491	0.22790663415445	0.09
4	Balanced	0.971505271875917	0.259914434935953	0.1
4	Unbalanced JS	0.907310016871223	0.315871145204121	0.1
4	Unbalanced OLS	0.931629156067284	0.233323703288948	0.1
6	Balanced	0.94455106358592	0.417612207507759	0.1
6	Unbalanced JS	0.944134343044493	0.343557863990252	0.1
6	Unbalanced OLS	0.957904992959563	0.286552843964351	0.1
8	Balanced	0.957472469471839	0.444901141793963	0.1
8	Unbalanced JS	0.929200669847706	0.284152865689821	0.1
8	Unbalanced OLS	0.94246798683892	0.236854213225406	0.1
10	Balanced	0.959627924822454	0.509607255233523	0.1
10	Unbalanced JS	0.933682092087985	0.306930427414965	0.1
10	Unbalanced OLS	0.945709205494235	0.266240582779234	0.1
12	Balanced	0.931588735134656	0.61505322073883	0.1
12	Unbalanced JS	0.939021495063525	0.282177402561984	0.1
12	Unbalanced OLS	0.947858673094713	0.245797157573611	0.1
14	Balanced	0.940062598549064	0.621526401432582	0.1
14	Unbalanced JS	0.923529985411082	0.264874106047139	0.1
14	Unbalanced OLS	0.932801408970572	0.232783617900558	0.1
16	Balanced	0.940943595830092	0.660756958003374	0.1
16	Unbalanced JS	0.932687101012668	0.267359344917409	0.1
16	Unbalanced OLS	0.939601451984768	0.235826302258871	0.1
18	Balanced	0.944977392523385	0.722078978230036	0.1
18	Unbalanced JS	0.955272545798629	0.252056446884183	0.1
18	Unbalanced OLS	0.960953607976457	0.224086859814656	0.1
20	Balanced	0.937866090122196	0.73035388091974	0.1
20	Unbalanced JS	0.963191157391244	0.225782660276499	0.1
20	Unbalanced OLS	0.967958786906812	0.199334549539692	0.1
22	Balanced	0.935007936341573	0.7527343409239	0.1
22	Unbalanced JS	0.945232235106439	0.274179357633866	0.1
22	Unbalanced OLS	0.951238578725396	0.247161887449157	0.1
24	Balanced	0.945380203736578	0.792126876278416	0.1
24	Unbalanced JS	0.933069095680398	0.262077984127143	0.1
24	Unbalanced OLS	0.939617332221849	0.236717554087126	0.1
4	Balanced	0.969726147217613	0.269553078360871	0.11
4	Unbalanced JS	0.904677661611185	0.324323477664199	0.11
4	Unbalanced OLS	0.929970961642908	0.240857968702855	0.11
6	Balanced	0.941455277944448	0.429242380741655	0.11
6	Unbalanced JS	0.941244477456929	0.352252758296763	0.11
6	Unbalanced OLS	0.956019690198294	0.294978598653231	0.11
8	Balanced	0.954249119679025	0.458151202956264	0.11
8	Unbalanced JS	0.926842860067272	0.292513362342517	0.11
8	Unbalanced OLS	0.940592247136248	0.244471959785153	0.11
10	Balanced	0.956184833517055	0.522510290122285	0.11
10	Unbalanced JS	0.931607916777908	0.315340784491999	0.11
10	Unbalanced OLS	0.943705690932933	0.274521755001798	0.11
12	Balanced	0.92678827174935	0.627516105056535	0.11
12	Unbalanced JS	0.936961417622367	0.291119903449054	0.11
12	Unbalanced OLS	0.946400251687527	0.254334007359748	0.11
14	Balanced	0.935543390730946	0.634224480974574	0.11
14	Unbalanced JS	0.921438598153254	0.273083414796336	0.11
14	Unbalanced OLS	0.930231771557917	0.240596489026449	0.11
16	Balanced	0.937132169692099	0.672357335847301	0.11
16	Unbalanced JS	0.930783606992077	0.276495212093716	0.11
16	Unbalanced OLS	0.937429681272842	0.244228759865752	0.11
18	Balanced	0.940322723780875	0.733864004620456	0.11
18	Unbalanced JS	0.953396632785387	0.260533723912631	0.11
18	Unbalanced OLS	0.958674025642999	0.231929460977792	0.11
20	Balanced	0.933254759439807	0.742202472250933	0.11
20	Unbalanced JS	0.962060984700203	0.232865438830438	0.11
20	Unbalanced OLS	0.967440753889847	0.20622293904336	0.11
22	Balanced	0.930361397021914	0.763651593745924	0.11
22	Unbalanced JS	0.943398603205563	0.283047023595196	0.11
22	Unbalanced OLS	0.949281316043905	0.255424480288475	0.11
24	Balanced	0.940612428129068	0.803701441213979	0.11
24	Unbalanced JS	0.931082019850419	0.270523685159244	0.11
24	Unbalanced OLS	0.937633787848078	0.2456744876632	0.11
4	Balanced	0.968284965528176	0.278972476354405	0.12
4	Unbalanced JS	0.902276054223563	0.333122417774149	0.12
4	Unbalanced OLS	0.927384567889561	0.248567944368382	0.12
6	Balanced	0.938398623316874	0.440096330409904	0.12
6	Unbalanced JS	0.938584921499924	0.360231521193383	0.12
6	Unbalanced OLS	0.95361132730643	0.302936678640137	0.12
8	Balanced	0.951521678887033	0.470880282824079	0.12
8	Unbalanced JS	0.924539228074402	0.300656333860901	0.12
8	Unbalanced OLS	0.938702862461062	0.251798348429629	0.12
10	Balanced	0.952947092419382	0.535495180885943	0.12
10	Unbalanced JS	0.929428298690527	0.324062120735112	0.12
10	Unbalanced OLS	0.941221100923493	0.282820344997665	0.12
12	Balanced	0.922035862466296	0.638516604248881	0.12
12	Unbalanced JS	0.935546341234888	0.299408653635475	0.12
12	Unbalanced OLS	0.944573857345239	0.262120898114249	0.12
14	Balanced	0.930794201875288	0.645744152778972	0.12
14	Unbalanced JS	0.919634090061891	0.280522973522953	0.12
14	Unbalanced OLS	0.928209745438622	0.248079931405841	0.12
16	Balanced	0.93319025371695	0.683656579060623	0.12
16	Unbalanced JS	0.928774802592979	0.285053348193934	0.12
16	Unbalanced OLS	0.935891590789904	0.252373436182334	0.12
18	Balanced	0.935845542986757	0.744946521020322	0.12
18	Unbalanced JS	0.951558583910743	0.268643561826434	0.12
18	Unbalanced OLS	0.957723547104296	0.239497113960997	0.12
20	Balanced	0.929267872277494	0.752734980847967	0.12
20	Unbalanced JS	0.961049002788785	0.23990899682675	0.12
20	Unbalanced OLS	0.966390274892824	0.213824109132998	0.12
22	Balanced	0.925933999991592	0.774614756769895	0.12
22	Unbalanced JS	0.941967022124686	0.29165991512333	0.12
22	Unbalanced OLS	0.947116169079446	0.263456300202136	0.12
24	Balanced	0.936119792874904	0.814216169625243	0.12
24	Unbalanced JS	0.928568140482034	0.279208054679863	0.12
24	Unbalanced OLS	0.935403751089012	0.253759038480013	0.12
4	Balanced	0.966325839954427	0.28667435308157	0.13
4	Unbalanced JS	0.899776046304492	0.34139986569471	0.13
4	Unbalanced OLS	0.924991026004707	0.255407912902411	0.13
6	Balanced	0.935131700517768	0.451269381143935	0.13
6	Unbalanced JS	0.936120990615428	0.368038490940825	0.13
6	Unbalanced OLS	0.951098845232314	0.311034257954969	0.13
8	Balanced	0.947835270676075	0.482549638523042	0.13
8	Unbalanced JS	0.922516481646836	0.308651462319439	0.13
8	Unbalanced OLS	0.936546489127862	0.259390817912979	0.13
10	Balanced	0.949609820006125	0.547228552413844	0.13
10	Unbalanced JS	0.92708289949616	0.333004500582699	0.13
10	Unbalanced OLS	0.939069866570181	0.291019923371538	0.13
12	Balanced	0.91829230555738	0.648987571224489	0.13
12	Unbalanced JS	0.933827600633467	0.307926128928477	0.13
12	Unbalanced OLS	0.942359038808053	0.269697363214183	0.13
14	Balanced	0.927070753036442	0.656523832897278	0.13
14	Unbalanced JS	0.918017667260059	0.287825460328482	0.13
14	Unbalanced OLS	0.926100446741538	0.25508104805539	0.13
16	Balanced	0.929011819065579	0.693868663638117	0.13
16	Unbalanced JS	0.926913087193708	0.29390600671356	0.13
16	Unbalanced OLS	0.934013999729357	0.260244736278558	0.13
18	Balanced	0.931437964569411	0.75463035957308	0.13
18	Unbalanced JS	0.949813226452893	0.275727020356756	0.13
18	Unbalanced OLS	0.955866551079972	0.246607335810267	0.13
20	Balanced	0.925013793086294	0.762235237949306	0.13
20	Unbalanced JS	0.959577387534733	0.247344835306052	0.13
20	Unbalanced OLS	0.965281329134814	0.220144038876426	0.13
22	Balanced	0.921160758641385	0.78379615105497	0.13
22	Unbalanced JS	0.939900506909293	0.299485921591364	0.13
22	Unbalanced OLS	0.945277660133955	0.271362994961765	0.13
24	Balanced	0.931153764849346	0.82342463374092	0.13
24	Unbalanced JS	0.926267971218228	0.287591291664823	0.13
24	Unbalanced OLS	0.933088027404022	0.261528143481732	0.13
4	Balanced	0.964416742875625	0.295207617858357	0.14
4	Unbalanced JS	0.897131677992039	0.349366626901045	0.14
4	Unbalanced OLS	0.922983112583819	0.262805228312438	0.14
6	Balanced	0.932154673119664	0.461968243227457	0.14
6	Unbalanced JS	0.933692595906401	0.375789869700446	0.14
6	Unbalanced OLS	0.949222218059511	0.31852884363892	0.14
8	Balanced	0.944584340513796	0.493277851586639	0.14
8	Unbalanced JS	0.92034490441579	0.316335960043583	0.14
8	Unbalanced OLS	0.935014135656289	0.266862967615177	0.14
10	Balanced	0.946197116782907	0.55808441175329	0.14
10	Unbalanced JS	0.924475817646095	0.341203201731695	0.14
10	Unbalanced OLS	0.937173125882387	0.298797810137358	0.14
12	Balanced	0.913969996759803	0.659348775834962	0.14
12	Unbalanced JS	0.931676238007535	0.316925164300725	0.14
