sample	condition	path
SA-PE-011	mu	../../data/Gierlinski_2015/Aligned/SA-PE-011
SA-PE-050	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-050
SA-PE-093	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-093
SA-PE-052	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-052
SA-PE-010	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-010
SA-PE-094	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-094
