sample	condition	path
SA-PE-002	mu	../../data/Gierlinski_2015/Aligned/SA-PE-002
SA-PE-039	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-039
SA-PE-091	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-091
SA-PE-069	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-069
SA-PE-088	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-088
SA-PE-005	ctrl	../../data/Gierlinski_2015/Aligned/SA-PE-005
