target_id	Test_Condition	MSE	SE_SD
YAL029C_mRNA	Unbalanced JS	0.0149281447490859	0.0186435401753655
YAL030W_mRNA	Balanced	0.0172866601946977	0.0287230718302243
YAL030W_mRNA	Unbalanced OLS	0.0533590976914621	0.0865809088326137
YAL030W_mRNA	Unbalanced JS	0.0528054302554703	0.0858290020378142
YAL031C_mRNA	Balanced	0.0086632767203479	0.0152008412494269
YAL031C_mRNA	Unbalanced OLS	0.0247751901065815	0.0574347143087498
YAL031C_mRNA	Unbalanced JS	0.0245559966185641	0.0565527298564327
YAL031W-A_mRNA	Balanced	0.0671645181507086	0.108706536600741
YAL031W-A_mRNA	Unbalanced OLS	0.222462779510115	0.340342363898302
YAL031W-A_mRNA	Unbalanced JS	0.220382057455812	0.337730220561086
YAL032C_mRNA	Balanced	0.00392208494372931	0.00628316370955911
YAL032C_mRNA	Unbalanced OLS	0.0144560633678953	0.0265153922216109
YAL032C_mRNA	Unbalanced JS	0.0143110746199663	0.0261786072743898
YAL033W_mRNA	Balanced	0.00765031455843832	0.0135238271909552
YAL033W_mRNA	Unbalanced OLS	0.0226335072369609	0.0420223789252978
YAL033W_mRNA	Unbalanced JS	0.022295570251578	0.0415125954205044
YAL034C_mRNA	Balanced	0.0190509707078491	0.0397159536379395
YAL034C_mRNA	Unbalanced OLS	0.0550300129439237	0.166317591119154
YAL034C_mRNA	Unbalanced JS	0.0543300767486884	0.164831472269026
YAL034W-A_mRNA	Balanced	0.0103820771578183	0.0243045731842976
YAL034W-A_mRNA	Unbalanced OLS	0.0349464113382795	0.100663988184969
YAL034W-A_mRNA	Unbalanced JS	0.0344085289024907	0.0990941379138166
YAL035W_mRNA	Balanced	0.00814710000289989	0.0131377467779719
YAL035W_mRNA	Unbalanced OLS	0.026265100662035	0.0364993048642361
YAL035W_mRNA	Unbalanced JS	0.0260281445480819	0.0361322891160319
YAL036C_mRNA	Balanced	0.0208833434767787	0.0381714274074183
YAL036C_mRNA	Unbalanced OLS	0.0694296604993549	0.0917550770237009
YAL036C_mRNA	Unbalanced JS	0.0688620361550548	0.0907826035076467
YAL037C-B_mRNA	Balanced	0.0107101243280774	0.0334263420289964
YAL037C-B_mRNA	Unbalanced OLS	0.02777178721625	0.0604626261518463
YAL037C-B_mRNA	Unbalanced JS	0.0273494170946363	0.0595605183810644
YAL037W_mRNA	Balanced	0.02800701393258	0.0540577874400118
YAL037W_mRNA	Unbalanced OLS	0.0767892560833484	0.123423123286616
YAL037W_mRNA	Unbalanced JS	0.0760011519124946	0.122393249733368
YAL038W_mRNA	Balanced	0.0183140210632741	0.0296097749722508
YAL038W_mRNA	Unbalanced OLS	0.060993324335743	0.0871291855017966
YAL038W_mRNA	Unbalanced JS	0.060558093339497	0.0859826417095042
YAL039C_mRNA	Balanced	0.0144751197711664	0.021525735314253
YAL039C_mRNA	Unbalanced OLS	0.0493940770874945	0.0763997266960552
YAL039C_mRNA	Unbalanced JS	0.0488118700830313	0.0756519375193021
YAL040C_mRNA	Balanced	0.0313984737178109	0.0592954870432796
YAL040C_mRNA	Unbalanced OLS	0.101112867913316	0.284218939988641
YAL040C_mRNA	Unbalanced JS	0.099951587981666	0.281640142530134
YAL041W_mRNA	Balanced	0.01186044429687	0.0325718532365308
YAL041W_mRNA	Unbalanced OLS	0.0368088673735626	0.164447055841382
YAL041W_mRNA	Unbalanced JS	0.0363511470539801	0.163128145922219
YAL042C-A_mRNA	Balanced	0.0627764835651678	0.0951680730436902
YAL042C-A_mRNA	Unbalanced OLS	0.213598098842687	0.322714796228626
YAL042C-A_mRNA	Unbalanced JS	0.210954078931893	0.319372707211974
YAL042W_mRNA	Balanced	0.0167121909080431	0.0276499984846167
YAL042W_mRNA	Unbalanced OLS	0.0576682986689414	0.117102432152255
YAL042W_mRNA	Unbalanced JS	0.0569769912536397	0.116023255820449
YAL043C_mRNA	Balanced	0.00679623195028112	0.0124529994790143
YAL043C_mRNA	Unbalanced OLS	0.020214152201642	0.0329258630696181
YAL043C_mRNA	Unbalanced JS	0.0199460744174803	0.0324961925624105
YAL044C_mRNA	Balanced	0.0286052584028968	0.0501813612446211
YAL044C_mRNA	Unbalanced OLS	0.100354807507356	0.177021065905401
YAL044C_mRNA	Unbalanced JS	0.0993939686796086	0.174750908088124
YAL044W-A_mRNA	Balanced	0.0253366275217785	0.04478789879537
YAL044W-A_mRNA	Unbalanced OLS	0.0731132009962878	0.0961573877170404
YAL044W-A_mRNA	Unbalanced JS	0.0721693362687812	0.0951332466266413
YAL045C_mRNA	Balanced	0.0606305457658466	0.125105664568766
YAL045C_mRNA	Unbalanced OLS	0.176620383618984	0.251568152303583
YAL045C_mRNA	Unbalanced JS	0.174367968401694	0.249593424262661
YAL046C_mRNA	Balanced	0.0634122441794484	0.130284761819183
YAL046C_mRNA	Unbalanced OLS	0.204503270209546	0.504256785105429
YAL046C_mRNA	Unbalanced JS	0.201865063586712	0.49972453667676
YAL047C_mRNA	Balanced	0.00668378031841781	0.010053017910671
YAL047C_mRNA	Unbalanced OLS	0.0249154627680528	0.0417967925144485
YAL047C_mRNA	Unbalanced JS	0.0245484587114682	0.0411917430586108
YAL048C_mRNA	Balanced	0.016848236030534	0.0357693023978397
YAL048C_mRNA	Unbalanced OLS	0.0399747588751617	0.144026204099077
YAL048C_mRNA	Unbalanced JS	0.0394810505971855	0.142449627522956
YAL049C_mRNA	Balanced	0.00917999822838022	0.0184277980402859
YAL049C_mRNA	Unbalanced OLS	0.0303694101134208	0.0711186982514481
YAL049C_mRNA	Unbalanced JS	0.029954999849153	0.0705995070390447
YAL051W_mRNA	Balanced	0.00427682513262817	0.00778427786310411
YAL051W_mRNA	Unbalanced OLS	0.0129924416554352	0.0300429997013179
YAL051W_mRNA	Unbalanced JS	0.0128352022586691	0.0296723571447605
YAL053W_mRNA	Balanced	0.0114799043335345	0.0257333125354876
YAL053W_mRNA	Unbalanced OLS	0.0275977086638652	0.0635960901827422
YAL053W_mRNA	Unbalanced JS	0.0272484800183978	0.0626787248171668
YAL054C_mRNA	Balanced	0.0144188188191881	0.022401385391607
YAL054C_mRNA	Unbalanced OLS	0.0562405627496344	0.0735542575948025
YAL054C_mRNA	Unbalanced JS	0.0554877240004683	0.0722693053942875
YAL055W_mRNA	Balanced	0.0162330391850938	0.0253626384183965
YAL055W_mRNA	Unbalanced OLS	0.0527158306081955	0.0785554223780609
YAL055W_mRNA	Unbalanced JS	0.0520960909919045	0.077677902408415
YAL056C-A_mRNA	Balanced	0.0416942152300391	0.0817707176683482
YAL056C-A_mRNA	Unbalanced OLS	0.141225641389695	0.416159138035115
YAL056C-A_mRNA	Unbalanced JS	0.139417016824718	0.412920548014008
YAL056W_mRNA	Balanced	0.00226614034075785	0.00415799702750953
YAL056W_mRNA	Unbalanced OLS	0.00657286952649126	0.0127296610377836
YAL056W_mRNA	Unbalanced JS	0.00650533158623687	0.0125313513421747
YAL058W_mRNA	Balanced	0.00430845637208834	0.00772032719583176
YAL058W_mRNA	Unbalanced OLS	0.013734897240972	0.0187201872169808
YAL058W_mRNA	Unbalanced JS	0.0135423164991516	0.0184824105090303
YAL059W_mRNA	Balanced	0.0460853262839956	0.0685087715384927
YAL059W_mRNA	Unbalanced OLS	0.133536050346047	0.186818912551979
YAL059W_mRNA	Unbalanced JS	0.132102711621473	0.185185430302369
YAL060W_mRNA	Balanced	0.027623847048275	0.0469232516116649
YAL060W_mRNA	Unbalanced OLS	0.0949474026111234	0.193239193368686
YAL060W_mRNA	Unbalanced JS	0.0939027926730904	0.191298666701351
YAL061W_mRNA	Balanced	0.0169986562206444	0.0235352824541548
YAL061W_mRNA	Unbalanced OLS	0.0592443909387482	0.0840789642905904
YAL061W_mRNA	Unbalanced JS	0.0587181669351919	0.0832721078273078
YAL062W_mRNA	Balanced	0.00982460989630692	0.0154587528451568
YAL062W_mRNA	Unbalanced OLS	0.035347177886456	0.0528728604130424
YAL062W_mRNA	Unbalanced JS	0.0349167570744768	0.0524203624378009
YAL063C_mRNA	Balanced	0.0122128419835643	0.0220923807408494
YAL063C_mRNA	Unbalanced OLS	0.0385559246643499	0.0610257304400935
YAL063C_mRNA	Unbalanced JS	0.0380871481535744	0.060471719814376
YAL064C-A_mRNA	Balanced	0.0605808492705053	0.0923215596866704
YAL064C-A_mRNA	Unbalanced OLS	0.232174367428007	0.278722936222085
YAL064C-A_mRNA	Unbalanced JS	0.228825972237609	0.27573154982913
YAL065C_mRNA	Balanced	0.134408322547972	0.271474285279038
YAL065C_mRNA	Unbalanced OLS	0.63989886961523	1.51914649141536
YAL065C_mRNA	Unbalanced JS	0.634127835193642	1.50979363781307
YAL067C_mRNA	Balanced	0.0297473054379997	0.0518895624279848
YAL067C_mRNA	Unbalanced OLS	0.0850328843148461	0.175978716749383
YAL067C_mRNA	Unbalanced JS	0.0842832677729609	0.174862347698958
YAR002C-A_mRNA	Balanced	0.00551469539076425	0.0126221197769971
YAR002C-A_mRNA	Unbalanced OLS	0.0109683568072067	0.0349995939160175
YAR002C-A_mRNA	Unbalanced JS	0.0108281793273562	0.034593811383613
YAR002W_mRNA	Balanced	0.00817497449213339	0.0128286729847535
YAR002W_mRNA	Unbalanced OLS	0.0287310480615179	0.0549478582620147
YAR002W_mRNA	Unbalanced JS	0.0283877238071412	0.0545147526406488
YAR003W_mRNA	Balanced	0.0126294286774713	0.0314230661389545
YAR003W_mRNA	Unbalanced OLS	0.0356866494171048	0.128415005938142
YAR003W_mRNA	Unbalanced JS	0.0352047646005416	0.127460875663675
YAR007C_mRNA	Balanced	0.00326114332943483	0.00542030950595686
YAR007C_mRNA	Unbalanced OLS	0.0106149413776997	0.0142179864171016
YAR007C_mRNA	Unbalanced JS	0.0105381507673131	0.0141862195751269
YAR008W_mRNA	Balanced	0.00735747180060642	0.0164118952699662
YAR008W_mRNA	Unbalanced OLS	0.0245474662464047	0.077578325662879
YAR008W_mRNA	Unbalanced JS	0.0243411646799703	0.0766933871247046
YAR014C_mRNA	Balanced	0.00507815729848148	0.00845870773045054
YAR014C_mRNA	Unbalanced OLS	0.0142089531081702	0.034044697480439
YAR014C_mRNA	Unbalanced JS	0.0140311909006453	0.0336974536394042
YAR015W_mRNA	Balanced	0.025643153705176	0.046787828551337
YAR015W_mRNA	Unbalanced OLS	0.0778625157853599	0.102611516878938
YAR015W_mRNA	Unbalanced JS	0.0771774167343852	0.100522566164513
YAR018C_mRNA	Balanced	0.00457806094565136	0.00848346751727361
YAR018C_mRNA	Unbalanced OLS	0.0150577601158762	0.0246891819507247
YAR018C_mRNA	Unbalanced JS	0.0148742616961124	0.0243663038203668
YAR019C_mRNA	Balanced	0.0105151923365001	0.0217082255469175
YAR019C_mRNA	Unbalanced OLS	0.0304139628050023	0.079438726003455
YAR019C_mRNA	Unbalanced JS	0.0300726907287124	0.0784289601994302
YAR023C_mRNA	Balanced	0.0152381810475345	0.0327372221010279
YAR023C_mRNA	Unbalanced OLS	0.0481586093982251	0.100979596288982
YAR023C_mRNA	Unbalanced JS	0.047482131526267	0.0999145685630874
YAR027W_mRNA	Balanced	0.0166599508793642	0.0293707744217768
YAR027W_mRNA	Unbalanced OLS	0.0419154561114949	0.053157281264933
YAR027W_mRNA	Unbalanced JS	0.0413673415490848	0.0526355782457157
YAR028W_mRNA	Balanced	0.0183323388780476	0.0310718019113214
YAR028W_mRNA	Unbalanced OLS	0.0537744984599231	0.117745865397727
YAR028W_mRNA	Unbalanced JS	0.0530464650468601	0.11674503147706
YAR030C_mRNA	Balanced	0.0790165666815121	0.158620842665661
YAR030C_mRNA	Unbalanced OLS	0.243112241734612	0.365686604640661
YAR030C_mRNA	Unbalanced JS	0.239483318692477	0.359605606501548
YAR031W_mRNA	Balanced	0.00630459931285472	0.0102325306635609
YAR031W_mRNA	Unbalanced OLS	0.0227353744541774	0.0324298627525687
YAR031W_mRNA	Unbalanced JS	0.0224205302473336	0.0320373046117531
YAR033W_mRNA	Balanced	0.0056749845625924	0.0108823315202249
YAR033W_mRNA	Unbalanced OLS	0.0172367643021743	0.0222764307610525
YAR033W_mRNA	Unbalanced JS	0.0169834163313515	0.0218050327210737
YAR035W_mRNA	Balanced	0.0421210048660445	0.0711926314302097
YAR035W_mRNA	Unbalanced OLS	0.1366138574815	0.299250632743195
YAR035W_mRNA	Unbalanced JS	0.134930901228859	0.297866901841429
YAR042W_mRNA	Balanced	0.0126153438789262	0.0226057532477946
YAR042W_mRNA	Unbalanced OLS	0.0334895025023026	0.103120359784919
YAR042W_mRNA	Unbalanced JS	0.033067164508516	0.102172239436038
YAR050W_mRNA	Balanced	0.0177513691633886	0.0306496981766209
YAR050W_mRNA	Unbalanced OLS	0.0567273583231969	0.087828352455208
YAR050W_mRNA	Unbalanced JS	0.056017320830119	0.0869607297490646
YAR061W	Balanced	0.0297999585209644	0.0598816499119834
YAR061W	Unbalanced OLS	0.0754368071143914	0.161849029090406
YAR061W	Unbalanced JS	0.0742821804916925	0.159172252881296
YAR066W_mRNA	Balanced	0.907145264864232	1.85551813982876
YAR066W_mRNA	Unbalanced OLS	2.53602834454797	3.35187633108325
YAR066W_mRNA	Unbalanced JS	2.49969352192971	3.30409963141927
YAR068W_mRNA	Balanced	0.877713097750844	1.83663042482444
YAR068W_mRNA	Unbalanced OLS	2.43773912280718	3.44882270341069
YAR068W_mRNA	Unbalanced JS	2.40605503786869	3.41560618555778
YAR071W_mRNA	Balanced	0.0119704919116054	0.019204584173931
YAR071W_mRNA	Unbalanced OLS	0.0438402978377842	0.0698921656650367
YAR071W_mRNA	Unbalanced JS	0.0434521112875024	0.0694014350582749
YAR073W_mRNA	Balanced	0.105424312299751	0.178239901956035
YAR073W_mRNA	Unbalanced OLS	0.317319662968849	0.800549720271835
YAR073W_mRNA	Unbalanced JS	0.313389704721417	0.795757683460876
YAR075W_mRNA	Balanced	0.231357422479786	0.462011638241155
YAR075W_mRNA	Unbalanced OLS	0.798416518588316	1.28543020748512
YAR075W_mRNA	Unbalanced JS	0.787621222756847	1.26778255465932
YBL001C_mRNA	Balanced	0.0331905107223386	0.071322568610774
YBL001C_mRNA	Unbalanced OLS	0.0978379328303811	0.270455006382936
YBL001C_mRNA	Unbalanced JS	0.0964049328442108	0.268615912075846
YBL002W_mRNA	Balanced	0.0135563598316198	0.0279841373048119
YBL002W_mRNA	Unbalanced OLS	0.0454350906031953	0.0737063926132198
YBL002W_mRNA	Unbalanced JS	0.0448763335877017	0.0729961436225187
YBL003C_mRNA	Balanced	0.0816420200008346	0.199696698330522
YBL003C_mRNA	Unbalanced OLS	0.270989895973267	0.976205093640515
YBL003C_mRNA	Unbalanced JS	0.26724805723486	0.969037936373655
YBL004W_mRNA	Balanced	0.0169680536224025	0.0305440065708433
YBL004W_mRNA	Unbalanced OLS	0.0530976405173949	0.0630252312688433
YBL004W_mRNA	Unbalanced JS	0.0525477974376378	0.0623682860145261
YBL005W_mRNA	Balanced	0.0042599855382052	0.00700957717920854
YBL005W_mRNA	Unbalanced OLS	0.0132958551006831	0.0183237981826031
YBL005W_mRNA	Unbalanced JS	0.0131055140582235	0.0180857652344282
YBL006C_mRNA	Balanced	0.0132403608040024	0.0220863146160957
YBL006C_mRNA	Unbalanced OLS	0.041392090027743	0.0664185157972671
YBL006C_mRNA	Unbalanced JS	0.0407876563919332	0.0657186295033484
YBL007C_mRNA	Balanced	0.0072466183495582	0.0127436863650974
YBL007C_mRNA	Unbalanced OLS	0.0174255338891918	0.0357383000655071
YBL007C_mRNA	Unbalanced JS	0.0172142300755535	0.0353559053699761
YBL008W_mRNA	Balanced	0.00599980073339198	0.0141622856372185
YBL008W_mRNA	Unbalanced OLS	0.0167853728779774	0.0515302399412132
YBL008W_mRNA	Unbalanced JS	0.0166002626910417	0.0510883934975767
YBL009W_mRNA	Balanced	0.0129644394499086	0.0247612317190077
YBL009W_mRNA	Unbalanced OLS	0.0387934430942307	0.0497134046649588
YBL009W_mRNA	Unbalanced JS	0.0383337642238908	0.049119278471599
YBL010C_mRNA	Balanced	0.00960723826578126	0.0238488062503942
YBL010C_mRNA	Unbalanced OLS	0.0296351736320186	0.0890708956284466
YBL010C_mRNA	Unbalanced JS	0.0293057607057541	0.088159904083924
YBL011W_mRNA	Balanced	0.00250295054640064	0.00402652591583429
YBL011W_mRNA	Unbalanced OLS	0.00645402540420873	0.0122757449409804
YBL011W_mRNA	Unbalanced JS	0.00637476643444344	0.0121221322507715
YBL012C_mRNA	Balanced	0.0471574337703898	0.096946104523717
YBL012C_mRNA	Unbalanced OLS	0.115506858610996	0.340522030609475
YBL012C_mRNA	Unbalanced JS	0.11386497760694	0.336211175959321
YBL013W_mRNA	Balanced	0.029539120151091	0.0501605873274136
YBL013W_mRNA	Unbalanced OLS	0.0777069721582369	0.152616877084012
YBL013W_mRNA	Unbalanced JS	0.0767814288929326	0.151150027220926
YBL014C_mRNA	Balanced	0.0185836160299025	0.0266882703412083
YBL014C_mRNA	Unbalanced OLS	0.0600808238524797	0.0943385134086267
YBL014C_mRNA	Unbalanced JS	0.0594256479535937	0.0934085114358836
YBL015W_mRNA	Balanced	0.0117362685263643	0.0185004345316421
YBL015W_mRNA	Unbalanced OLS	0.0420521707039751	0.0592665157721019
YBL015W_mRNA	Unbalanced JS	0.0415442009583832	0.0587480739997088
YBL016W_mRNA	Balanced	0.0136678468709412	0.0253781558068782
YBL016W_mRNA	Unbalanced OLS	0.0475263616445295	0.0811854330142954
YBL016W_mRNA	Unbalanced JS	0.0468214584290419	0.0805541328730332
YBL017C_mRNA	Balanced	0.00577019944346843	0.0112134889056654
YBL017C_mRNA	Unbalanced OLS	0.0191598334862194	0.0355488950621427
YBL017C_mRNA	Unbalanced JS	0.0188944527767751	0.0352650090568436
YBL018C_mRNA	Balanced	0.044549714102233	0.0841183242033204
YBL018C_mRNA	Unbalanced OLS	0.144890003835325	0.363849773327549
YBL018C_mRNA	Unbalanced JS	0.143111066703478	0.360889281328428
YBL019W_mRNA	Balanced	0.00600557057493448	0.00911176266755098
YBL019W_mRNA	Unbalanced OLS	0.0192798919762295	0.0305612014123612
YBL019W_mRNA	Unbalanced JS	0.0190156975994977	0.0301604384463176
YBL020W_mRNA	Balanced	0.00596079667226142	0.00997134151439848
YBL020W_mRNA	Unbalanced OLS	0.0179967629216763	0.028137700865923
YBL020W_mRNA	Unbalanced JS	0.0177486511763874	0.0278151600044272
YBL021C_mRNA	Balanced	0.0165422798434665	0.0301778159077473
YBL021C_mRNA	Unbalanced OLS	0.0519893699454706	0.0918064635578429
YBL021C_mRNA	Unbalanced JS	0.0512635168878387	0.0908598714805799
YBL022C_mRNA	Balanced	0.00256977520196041	0.00429255028435628
YBL022C_mRNA	Unbalanced OLS	0.00916899075081284	0.0127408359297082
YBL022C_mRNA	Unbalanced JS	0.00906842189675156	0.0126237161936104
YBL023C_mRNA	Balanced	0.00393478833411803	0.00861117661595316
YBL023C_mRNA	Unbalanced OLS	0.0132200124295166	0.0519136679525962
YBL023C_mRNA	Unbalanced JS	0.0130347149433127	0.0513414036666368
YBL024W_mRNA	Balanced	0.00906638751176719	0.0149280893786758
YBL024W_mRNA	Unbalanced OLS	0.0275436485797335	0.0282828244825912
YBL024W_mRNA	Unbalanced JS	0.0273357054845005	0.0281413339054953
YBL025W_mRNA	Balanced	0.0190165835996877	0.0429748342705129
YBL025W_mRNA	Unbalanced OLS	0.0547879045065322	0.0763213333967977
YBL025W_mRNA	Unbalanced JS	0.053923763632466	0.075151081452692
YBL026W_mRNA	Balanced	0.0522966775789193	0.0984998547682957
YBL026W_mRNA	Unbalanced OLS	0.151740261106715	0.340359298094884
YBL026W_mRNA	Unbalanced JS	0.149643254607417	0.33688823967742
YBL027W_mRNA	Balanced	0.0179145069290694	0.0368172886605409
YBL027W_mRNA	Unbalanced OLS	0.0606457238962676	0.17208439820764
YBL027W_mRNA	Unbalanced JS	0.0599707635528863	0.170331231066508
YBL028C_mRNA	Balanced	0.0355089472186202	0.0607284233590525
YBL028C_mRNA	Unbalanced OLS	0.107312552287498	0.124881659190497
YBL028C_mRNA	Unbalanced JS	0.106095651331193	0.123861905287042
YBL029C-A_mRNA	Balanced	0.0826719293234921	0.14510605547058
YBL029C-A_mRNA	Unbalanced OLS	0.297231972951907	0.464495923804795
YBL029C-A_mRNA	Unbalanced JS	0.293408831566456	0.460032490708532
YBL029W_mRNA	Balanced	0.00795238845433439	0.0132597820877166
YBL029W_mRNA	Unbalanced OLS	0.0233984464338835	0.0331993912038978
YBL029W_mRNA	Unbalanced JS	0.0232214973347721	0.0329810568696936
YBL030C_mRNA	Balanced	0.0575127287798415	0.134084561822158
YBL030C_mRNA	Unbalanced OLS	0.192678734215266	0.619226599165122
YBL030C_mRNA	Unbalanced JS	0.19008226425311	0.614208727067764
YBL031W_mRNA	Balanced	0.0185637020039614	0.0393831401886954
YBL031W_mRNA	Unbalanced OLS	0.0599904648405364	0.133815301021943
YBL031W_mRNA	Unbalanced JS	0.0591750442594098	0.132686867279873
YBL032W_mRNA	Balanced	0.0103026156998035	0.0194551396106633
YBL032W_mRNA	Unbalanced OLS	0.0335663450787028	0.0979135244595431
YBL032W_mRNA	Unbalanced JS	0.033186275756263	0.0969848801837947
YBL033C_mRNA	Balanced	0.0167283514979793	0.0284722698364675
YBL033C_mRNA	Unbalanced OLS	0.056150414894864	0.0827578371956923
YBL033C_mRNA	Unbalanced JS	0.0554984449027604	0.0818176454754392
