Total	Test_Condition	Iteration	FN	FP	TN	TP	TPR	TNR	PPV	NPV	ACC	BA	F1	MCC
4	Unbalanced OLS	5	3335	0	2160	313	0.0858004385964912	1	1	0.393084622383985	0.425792011019284	0.542900219298246	0.158040898762939	0.183648667313656
4	Unbalanced OLS	6	3539	0	2149	93	0.0256057268722467	1	1	0.3778129395218	0.387822176094101	0.512802863436123	0.0499328859060403	0.0983573837502598
4	Unbalanced OLS	7	3331	10	2143	315	0.0863960504662644	0.995355318160706	0.969230769230769	0.391487029594447	0.423866183824797	0.540875684313485	0.158650214051876	0.171724121025759
4	Unbalanced OLS	8	2921	96	2061	712	0.195981282686485	0.955493741307371	0.881188118811881	0.413689281413087	0.478929188255613	0.575737511996928	0.320648502589507	0.21134465045116
4	Unbalanced OLS	9	2755	25	2130	890	0.244170096021948	0.988399071925754	0.972677595628415	0.436028659160696	0.520689655172414	0.616284583973851	0.390350877192982	0.308305811835141
4	Unbalanced OLS	10	2255	80	2076	1378	0.379300853289293	0.962894248608534	0.945130315500686	0.479335026552759	0.596648816721368	0.671097550948914	0.54134747593793	0.381116728806378
4	Unbalanced OLS	11	3528	0	2155	119	0.0326295585412668	1	1	0.379201126165758	0.391933815925543	0.516314779270633	0.0631970260223048	0.111234730840416
4	Unbalanced OLS	12	3516	0	2159	118	0.0324711062190424	1	1	0.380440528634361	0.393060590367685	0.516235553109521	0.0628997867803838	0.111145511899109
4	Unbalanced OLS	13	3609	1	2159	40	0.0109619073718827	0.999537037037037	0.975609756097561	0.374306518723994	0.37855052504734	0.50524947220446	0.021680216802168	0.0606114800770266
4	Unbalanced OLS	14	3342	1	2157	294	0.0808580858085809	0.999536607970343	0.996610169491525	0.392253136933988	0.423023817742492	0.540197346889462	0.14958025947596	0.176812178432197
4	Unbalanced OLS	15	3143	2	2153	507	0.138904109589041	0.99907192575406	0.996070726915521	0.406533232628399	0.458225667527993	0.568988017671551	0.243808607838423	0.235689834637187
4	Unbalanced OLS	16	3530	5	2151	105	0.0288858321870702	0.997680890538033	0.954545454545455	0.378630522795283	0.389570022448627	0.513283361362552	0.0560747663551402	0.0940818463290168
4	Unbalanced OLS	17	2870	16	2141	779	0.213483146067416	0.992582290217895	0.979874213836478	0.427260027938535	0.50292800551154	0.603032718142655	0.350585058505851	0.289648571821194
4	Unbalanced OLS	18	3339	0	2162	300	0.0824402308326463	1	1	0.393019451008907	0.424409584554387	0.541220115416323	0.152322924600152	0.18000170627773
4	Unbalanced OLS	19	3040	7	2154	611	0.167351410572446	0.996760758907913	0.988673139158576	0.41470927993839	0.475739848589126	0.582056084740179	0.28624970719138	0.257293536506921
4	Unbalanced OLS	20	2624	134	2001	990	0.27393469839513	0.937236533957845	0.880782918149466	0.432648648648649	0.520264393807619	0.605585616176488	0.417897847192908	0.257269761571549
4	Unbalanced OLS	21	2740	352	1808	905	0.248285322359396	0.837037037037037	0.719968178202068	0.397537379067722	0.467355727820844	0.542661179698217	0.369237046103631	0.100129173513274
4	Unbalanced OLS	22	3512	0	2156	118	0.0325068870523416	1	1	0.380381086803105	0.393017628759074	0.516253443526171	0.0629669156883671	0.111198044162456
4	Unbalanced OLS	23	3308	3	2150	335	0.0919571781498765	0.998606595448212	0.99112426035503	0.393917185782338	0.428743961352657	0.545281886799044	0.168299422255715	0.186737265573492
4	Unbalanced OLS	24	3505	2	2157	138	0.037880867416964	0.999073645206114	0.985714285714286	0.380960791239845	0.395553257497415	0.518477256311539	0.0729579698651864	0.116405750544677
4	Unbalanced OLS	25	2711	170	1982	933	0.256037321624588	0.921003717472119	0.845874886672711	0.422331131472406	0.502933057280883	0.588520519548354	0.393090372867074	0.217907026376851
4	Unbalanced OLS	26	3514	0	2158	131	0.0359396433470508	1	1	0.380465444287729	0.394451145958987	0.517969821673525	0.069385593220339	0.116934992083543
4	Unbalanced OLS	27	2925	13	2145	723	0.198190789473684	0.993975903614458	0.982336956521739	0.423076923076923	0.493971753358595	0.596083346544071	0.329835766423358	0.279118334357507
4	Unbalanced OLS	28	3281	2	2157	352	0.0968896229011836	0.999073645206114	0.994350282485876	0.396653181316661	0.433183701657459	0.547981634053649	0.17657386506145	0.193705885888284
4	Unbalanced OLS	29	3581	0	2160	67	0.0183662280701754	1	1	0.376241072983801	0.383436639118457	0.509183114035088	0.0360699865410498	0.0831271878255725
4	Unbalanced OLS	30	3234	11	2146	392	0.108108108108108	0.994900324524803	0.972704714640198	0.398884758364312	0.438872557496109	0.551504216316456	0.194589228096302	0.195644701428595
6	Balanced	1	3106	1	2164	545	0.149274171459874	0.999538106235566	0.998168498168498	0.410626185958254	0.465784044016506	0.57440613884772	0.259709316178223	0.246644821666075
6	Balanced	2	1594	107	2052	2056	0.563287671232877	0.950440018527096	0.950531668978271	0.562808557323094	0.707178516095714	0.756863844879986	0.707380010321693	0.513533921487823
6	Balanced	3	2114	123	2035	1534	0.420504385964912	0.943002780352178	0.925769462884731	0.490479633646662	0.614708921805029	0.681753583158545	0.578322337417531	0.388985256227245
6	Balanced	4	2887	10	2145	759	0.208173340647285	0.995359628770302	0.986996098829649	0.42627186009539	0.500603344250991	0.601766484708793	0.343827859569649	0.290023541880928
6	Balanced	5	3290	2	2152	357	0.0978886756238004	0.999071494893222	0.994428969359331	0.395442851892687	0.432511635924841	0.548480085258511	0.178232651023465	0.194427462742221
6	Balanced	6	3176	0	2162	474	0.12986301369863	1	1	0.405020606968902	0.453544390915348	0.564931506849315	0.229873908826382	0.229340787107374
6	Balanced	7	2624	17	2142	1026	0.281095890410959	0.992125984251969	0.983700862895494	0.449433487201007	0.545360647271475	0.636610937331464	0.437246963562753	0.344008399772847
6	Balanced	8	2964	24	2134	686	0.187945205479452	0.98887859128823	0.966197183098592	0.418595527657905	0.485537190082645	0.588411898383841	0.314678899082569	0.260845755350729
6	Balanced	9	2755	28	2132	896	0.245412215831279	0.987037037037037	0.96969696969697	0.436259463883773	0.521080709000172	0.616224626434158	0.391693989071038	0.307187678273283
6	Balanced	10	2695	9	2154	956	0.261846069569981	0.995839112343967	0.990673575129534	0.444215302124149	0.534915720674235	0.628842590956974	0.41421143847487	0.334760241736482
6	Balanced	11	2701	54	2108	950	0.260202684196111	0.975023126734505	0.946215139442231	0.4383447702225	0.526062274212971	0.617612905465308	0.408163265306122	0.300763057243224
6	Balanced	12	2291	7	2154	1359	0.372328767123288	0.996760758907913	0.994875549048316	0.48458942632171	0.604543107898813	0.6845447630156	0.541866028708134	0.420672676207861
6	Balanced	13	3060	0	2158	586	0.16072408118486	1	1	0.413568417018015	0.472777394900069	0.58036204059243	0.276937618147448	0.257818548270479
6	Balanced	14	2738	9	2154	911	0.249657440394629	0.995839112343967	0.990217391304348	0.440310711365495	0.527357192016518	0.622748276369298	0.398774348872839	0.325104852413086
6	Balanced	15	2323	164	1995	1324	0.36303811351796	0.924038906901343	0.889784946236559	0.462019453450672	0.571650017223562	0.643538510209652	0.515676728334956	0.317797040314431
6	Balanced	16	2942	1	2163	709	0.194193371678992	0.999537892791128	0.998591549295775	0.423702252693438	0.493895098882201	0.59686563223506	0.325154781013529	0.286027118010276
6	Balanced	17	2893	1	2159	754	0.206745270085001	0.999537037037037	0.998675496688742	0.42735550277118	0.501635956604099	0.603141153561019	0.342571558382553	0.296450092720681
6	Balanced	18	3172	2	2158	474	0.130005485463522	0.999074074074074	0.995798319327731	0.404878048780488	0.453324147433689	0.564539779768798	0.229985443959243	0.2274184009981
6	Balanced	19	1621	145	2004	2025	0.555403181568843	0.932526756630991	0.933179723502304	0.552827586206897	0.695254529767041	0.743964969099917	0.696354883081155	0.486967675098746
6	Balanced	20	2938	2	2157	711	0.194847903535215	0.999073645206114	0.997194950911641	0.423356231599607	0.493801652892562	0.596960774370665	0.325997248968363	0.285576498748722
6	Balanced	21	2643	5	2140	997	0.273901098901099	0.997668997668998	0.99500998003992	0.447417938532302	0.542264477095938	0.635785048285048	0.429556225764757	0.34662687802876
6	Balanced	22	3330	2	2155	315	0.0864197530864198	0.999072786277237	0.993690851735016	0.392889699179581	0.425715270596346	0.542746269681828	0.159010600706714	0.181795910202321
6	Balanced	23	3077	2	2161	572	0.156755275417923	0.999075358298659	0.996515679442509	0.412562046582665	0.470233998623538	0.577915316858291	0.270897466256216	0.25248136819544
6	Balanced	24	2807	6	2153	844	0.231169542591071	0.997220935618342	0.992941176470588	0.434072580645161	0.515834767641997	0.614195239104706	0.37502777160631	0.312291332235885
6	Balanced	25	3215	1	2160	437	0.119660460021906	0.999537251272559	0.997716894977169	0.401860465116279	0.446757268191984	0.559598855647232	0.213691931540342	0.218240021096551
6	Balanced	26	3069	8	2146	577	0.15825562260011	0.996285979572888	0.986324786324786	0.41150527325024	0.46948275862069	0.577270801086499	0.272748759158591	0.247954219160117
6	Balanced	27	2494	58	2104	1150	0.315587266739846	0.973172987974098	0.951986754966887	0.457590256633319	0.56045470203238	0.644380127356972	0.474031327287716	0.343903419864723
6	Balanced	28	2586	34	2131	1064	0.291506849315069	0.984295612009238	0.969034608378871	0.451770192919228	0.549441100601892	0.637901230662153	0.448188711036226	0.340674331194913
6	Balanced	29	3383	2	2155	265	0.0726425438596491	0.999072786277237	0.99250936329588	0.38912964969303	0.416881998277347	0.535857665068443	0.135376756066411	0.16543689978241
6	Balanced	30	2777	1	2161	875	0.239594742606791	0.999537465309898	0.998858447488584	0.43762656946132	0.52218782249742	0.619566103958345	0.386484098939929	0.323075263407436
6	Unbalanced JS	1	2568	192	1961	1080	0.296052631578947	0.910822108685555	0.849056603773585	0.432987414440274	0.524219962075504	0.603437370132251	0.439024390243902	0.241552857592595
6	Unbalanced JS	2	3030	7	2150	607	0.166895793236184	0.996754751970329	0.988599348534202	0.415057915057915	0.475837072833966	0.581825272603257	0.285579863561515	0.257018931721807
6	Unbalanced JS	3	2846	7	2150	802	0.21984649122807	0.996754751970329	0.991347342398022	0.430344275420336	0.508527131782946	0.6083006215992	0.359883329593897	0.302223309269488
6	Unbalanced JS	4	3070	14	2138	562	0.154735682819383	0.993494423791821	0.975694444444444	0.410522273425499	0.466804979253112	0.574115053305602	0.267110266159696	0.239267518198546
6	Unbalanced JS	5	2511	4	2160	1138	0.311866264730063	0.99815157116451	0.996497373029772	0.46242774566474	0.56734904524342	0.655008917947287	0.475057399290336	0.377193547314019
6	Unbalanced JS	6	3527	1	2159	105	0.0289096916299559	0.999537037037037	0.990566037735849	0.379704537460429	0.390883977900552	0.514223364333497	0.0561797752808989	0.102630339500461
6	Unbalanced JS	7	2612	22	2132	1033	0.283401920438957	0.989786443825441	0.97914691943128	0.449409780775717	0.545783755819969	0.636594182132199	0.439574468085106	0.342164732145348
6	Unbalanced JS	8	3509	1	2153	129	0.0354590434304563	0.999535747446611	0.992307692307692	0.3802543270929	0.393991712707182	0.517497395438534	0.0684713375796178	0.114182879441979
6	Unbalanced JS	9	2114	162	2000	1536	0.420821917808219	0.925069380203515	0.904593639575972	0.486144871171609	0.608396421197522	0.672945649005867	0.574420344053852	0.367631677995318
6	Unbalanced JS	10	3487	0	2151	143	0.0393939393939394	1	1	0.381518268889677	0.396817159660958	0.51969696969697	0.075801749271137	0.122594892072715
6	Unbalanced JS	11	2978	7	2156	670	0.183662280701754	0.996763754045307	0.989660265878877	0.41994546162836	0.486319050077439	0.590213017373531	0.309826589595376	0.271852050247587
6	Unbalanced JS	12	3361	3	2157	267	0.0735942668136714	0.998611111111111	0.988888888888889	0.390902500906125	0.418797512093988	0.536102688962391	0.136993329912776	0.165598855167321
6	Unbalanced JS	13	2201	59	2101	1447	0.396655701754386	0.972685185185185	0.960823373173971	0.48837749883775	0.610881542699725	0.684670443469786	0.561505626697711	0.407318362565252
6	Unbalanced JS	14	3490	2	2154	140	0.0385674931129477	0.999072356215213	0.985915492957746	0.381644223954642	0.396474248185275	0.518819924664081	0.0742311770943796	0.117621819250018
6	Unbalanced JS	15	2613	4	2158	1037	0.284109589041096	0.998149861239593	0.996157540826129	0.452316076294278	0.549724707501721	0.641129725140344	0.442123214666382	0.355789146312529
6	Unbalanced JS	16	3464	2	2151	170	0.0467804072647221	0.999071063632141	0.988372093023256	0.383081032947462	0.401071366856748	0.522925735448432	0.0893326326852338	0.130505448909213
6	Unbalanced JS	17	2577	18	2139	1072	0.293779117566457	0.991655076495132	0.98348623853211	0.453562340966921	0.553048570444368	0.642717097030794	0.45241612154463	0.353197691180263
6	Unbalanced JS	18	3484	8	2146	145	0.0399559107192064	0.996285979572888	0.947712418300654	0.381172291296625	0.39616116202663	0.518120945146047	0.076679005817028	0.109176021011813
6	Unbalanced JS	19	2045	101	2061	1605	0.43972602739726	0.953283996299722	0.940797186400938	0.501948368241598	0.630763936682725	0.696505011848491	0.59932785660941	0.417137196761206
6	Unbalanced JS	20	2914	7	2147	717	0.197466262737538	0.996750232126277	0.990331491712707	0.42422446156886	0.495073465859983	0.597108247431907	0.329276693455798	0.283749192371138
6	Unbalanced JS	21	1816	170	1993	1832	0.50219298245614	0.921405455386038	0.915084915084915	0.523234444736151	0.658234383066598	0.711799218921089	0.648495575221239	0.430896038617423
6	Unbalanced JS	22	2584	29	2133	1054	0.289719626168224	0.986586493987049	0.973222530009234	0.452194191223235	0.54948275862069	0.638153060077637	0.446515568735437	0.342848718377247
6	Unbalanced JS	23	1980	51	2114	1671	0.457682826622843	0.976443418013857	0.970383275261324	0.516365412799218	0.650790921595598	0.71706312231835	0.621998883305416	0.459685087891226
6	Unbalanced JS	24	3460	0	2154	171	0.047094464334894	1	1	0.3836836480228	0.4019014693172	0.523547232167447	0.0899526564965808	0.134422378634258
6	Unbalanced JS	25	2455	16	2145	1193	0.32702850877193	0.992596020360944	0.986765922249793	0.466304347826087	0.574625580995008	0.659812264566437	0.491249742639489	0.380542207563244
6	Unbalanced JS	26	3407	2	2154	220	0.0606561896884478	0.999072356215213	0.990990990990991	0.387340406401726	0.41051357426941	0.529864272951831	0.114315406599117	0.150323598400142
6	Unbalanced JS	27	3249	1	2163	402	0.110106820049302	0.999537892791128	0.997518610421836	0.399667405764967	0.44110060189166	0.554822356420215	0.198322644301924	0.208684802247399
6	Unbalanced JS	28	3302	1	2153	323	0.0891034482758621	0.999535747446611	0.996913580246914	0.394683776351971	0.428447828344004	0.544319597861237	0.163585717903267	0.186308547136119
6	Unbalanced JS	29	2679	18	2141	970	0.265826253768156	0.991662806855025	0.981781376518219	0.444190871369295	0.535640495867769	0.628744530311591	0.418373948673711	0.331184531583377
6	Unbalanced JS	30	3359	0	2144	262	0.0723557028445181	1	1	0.389605669634745	0.417346053772767	0.536177851422259	0.134947205768736	0.167899350977397
6	Unbalanced OLS	1	2785	116	2037	863	0.23656798245614	0.946121690664189	0.881511746680286	0.422438822065533	0.499913807964144	0.591344836560165	0.373027879835747	0.23564513584819
6	Unbalanced OLS	2	3282	4	2153	355	0.0976079186142425	0.998145572554474	0.988857938718663	0.396136154553818	0.432861580945806	0.547876745584358	0.177677677677678	0.192001376323646
6	Unbalanced OLS	3	3047	1	2156	601	0.164747807017544	0.999536393138618	0.998338870431894	0.414376321353066	0.474935400516796	0.582142100078081	0.282823529411765	0.260389295430302
6	Unbalanced OLS	4	3239	2	2150	393	0.108204845814978	0.99907063197026	0.994936708860759	0.39896084616812	0.439661134163209	0.553637738892619	0.195182518003477	0.205561544103366
6	Unbalanced OLS	5	2745	1	2163	904	0.247739106604549	0.999537892791128	0.998895027624309	0.440709046454768	0.527610528126613	0.623638499697838	0.397013614404919	0.329702860710048
6	Unbalanced OLS	6	3589	0	2160	43	0.0118392070484582	1	1	0.375717516089755	0.380352209944751	0.505919603524229	0.0234013605442177	0.0666948083790561
6	Unbalanced OLS	7	2813	10	2144	832	0.228257887517147	0.99535747446611	0.98812351543943	0.432519669154731	0.513191929643042	0.611807680991628	0.370849119679073	0.3066957417194
6	Unbalanced OLS	8	3562	0	2154	76	0.0208905992303463	1	1	0.376836948915325	0.385013812154696	0.510445299615173	0.040926225094238	0.0887262626000699
6	Unbalanced OLS	9	2290	108	2054	1360	0.372602739726027	0.95004625346901	0.926430517711172	0.472836095764273	0.587405368203716	0.661324496597519	0.531457600625244	0.358919170363251
6	Unbalanced OLS	10	3564	0	2151	66	0.0181818181818182	1	1	0.376377952755906	0.383497664763882	0.509090909090909	0.0357142857142857	0.0827238508814286
6	Unbalanced OLS	11	3129	3	2160	519	0.142269736842105	0.998613037447989	0.994252873563218	0.408394781622235	0.461022199277233	0.570441387145047	0.248920863309353	0.238172455846447
6	Unbalanced OLS	12	3466	0	2160	162	0.0446527012127894	1	1	0.383931745467472	0.401174844505874	0.522326350606395	0.0854881266490765	0.130933530909633
6	Unbalanced OLS	13	2469	31	2129	1179	0.323190789473684	0.985648148148148	0.974380165289256	0.463027403218791	0.569559228650138	0.654419468810916	0.485384932070811	0.367543859649123
6	Unbalanced OLS	14	3553	0	2156	77	0.0212121212121212	1	1	0.377649325626204	0.385931558935361	0.510606060606061	0.0415430267062315	0.0895027556606995
