Total	Test_Condition	TPR	FPR	q
8	Balanced	0.418254778724582	0.0339555495591402	0.08
8	Unbalanced JS	0.266093807653802	0.0589974974900448	0.08
8	Unbalanced OLS	0.220399734523398	0.04655401269885	0.08
10	Balanced	0.479770839923554	0.0328756930425743	0.08
10	Unbalanced JS	0.287510434760853	0.050798667746771	0.08
10	Unbalanced OLS	0.247345254751504	0.03893616435096	0.08
12	Balanced	0.587944042834321	0.0708072654782976	0.08
12	Unbalanced JS	0.262582207909131	0.046492487404844	0.08
12	Unbalanced OLS	0.227496760684112	0.0376744217737739	0.08
14	Balanced	0.592924011503964	0.060117694368252	0.08
14	Unbalanced JS	0.247459073211249	0.0614685719003352	0.08
14	Unbalanced OLS	0.216042607583462	0.0513470967669946	0.08
16	Balanced	0.63259605061732	0.0647376142791656	0.08
16	Unbalanced JS	0.248499991419387	0.0522201277105948	0.08
16	Unbalanced OLS	0.217719278850321	0.0450541487122671	0.08
18	Balanced	0.694953772930053	0.0607364015179661	0.08
18	Unbalanced JS	0.234630080737611	0.0325676271295979	0.08
18	Unbalanced OLS	0.206707105214839	0.0278122120218417	0.08
20	Balanced	0.70508698077879	0.0742136166660841	0.08
20	Unbalanced JS	0.209469144529533	0.0234507836029908	0.08
20	Unbalanced OLS	0.184492381312174	0.0198414937637768	0.08
22	Balanced	0.727720923846561	0.0766449054497611	0.08
22	Unbalanced JS	0.255442347103603	0.0424927615377407	0.08
22	Unbalanced OLS	0.229573758942075	0.0371608592413603	0.08
24	Balanced	0.767315345739709	0.0672849522465882	0.08
24	Unbalanced JS	0.24387142816592	0.0463419976567596	0.08
24	Unbalanced OLS	0.218794103299813	0.0386816445683369	0.08
4	Balanced	0.250513625299885	0.0170961729878353	0.09
4	Unbalanced JS	0.307026478961709	0.0776303537342563	0.09
4	Unbalanced OLS	0.224928422863459	0.0472493317604334	0.09
6	Balanced	0.405133075377104	0.0487745684712365	0.09
6	Unbalanced JS	0.333930236581259	0.049394627018833	0.09
6	Unbalanced OLS	0.27777086408815	0.0327058341582978	0.09
8	Balanced	0.432309113741798	0.0379860498766993	0.09
8	Unbalanced JS	0.275252076778995	0.0625018189948268	0.09
8	Unbalanced OLS	0.229226388496455	0.049301975410728	0.09
10	Balanced	0.495369857469886	0.037463676744859	0.09
10	Unbalanced JS	0.297760280299073	0.0545208669892476	0.09
10	Unbalanced OLS	0.25679680717531	0.0422720006798526	0.09
12	Balanced	0.601658674711367	0.077632092909174	0.09
12	Unbalanced JS	0.272456523821124	0.0501062978353639	0.09
12	Unbalanced OLS	0.236692712650208	0.040392567132897	0.09
14	Balanced	0.607659121836453	0.0665275201408236	0.09
14	Unbalanced JS	0.256189362848519	0.0651912722791693	0.09
14	Unbalanced OLS	0.224192423464818	0.0545754883723741	0.09
16	Balanced	0.647375079576773	0.0718219729114071	0.09
16	Unbalanced JS	0.257618019143549	0.0552760891200098	0.09
16	Unbalanced OLS	0.226780844621956	0.0478793666074762	0.09
18	Balanced	0.709279148315846	0.0682863778283496	0.09
18	Unbalanced JS	0.243287277820493	0.0347129187931348	0.09
18	Unbalanced OLS	0.215465641806417	0.0298648461729448	0.09
20	Balanced	0.718186315799812	0.0818418429399594	0.09
20	Unbalanced JS	0.217794581943976	0.0251322997746293	0.09
20	Unbalanced OLS	0.192220856301339	0.0214922730212076	0.09
22	Balanced	0.740903447888585	0.0849084006273494	0.09
22	Unbalanced JS	0.264614396560449	0.0456272475846873	0.09
22	Unbalanced OLS	0.238386219953565	0.0397722140212504	0.09
24	Balanced	0.780296618736534	0.075237847152805	0.09
24	Unbalanced JS	0.252734873187451	0.0502160430937381	0.09
24	Unbalanced OLS	0.227906634154451	0.0424484459656037	0.09
4	Balanced	0.259914434935953	0.0188097654959246	0.1
4	Unbalanced JS	0.315871145204121	0.0822241719586103	0.1
4	Unbalanced OLS	0.233323703288948	0.0502823299894053	0.1
6	Balanced	0.417612207507759	0.053066596780504	0.1
6	Unbalanced JS	0.343557863990252	0.053052381696212	0.1
6	Unbalanced OLS	0.286552843964351	0.0352832174949318	0.1
8	Balanced	0.444901141793963	0.042110120577049	0.1
8	Unbalanced JS	0.284152865689821	0.0659600524116687	0.1
8	Unbalanced OLS	0.236854213225406	0.0520801305636685	0.1
10	Balanced	0.509607255233523	0.0423449584696449	0.1
10	Unbalanced JS	0.306930427414965	0.0577654368675289	0.1
10	Unbalanced OLS	0.266240582779234	0.0451302292966936	0.1
12	Balanced	0.61505322073883	0.0845496129501538	0.1
12	Unbalanced JS	0.282177402561984	0.0530253392873451	0.1
12	Unbalanced OLS	0.245797157573611	0.0430645023744715	0.1
14	Balanced	0.621526401432582	0.0736465237146274	0.1
14	Unbalanced JS	0.264874106047139	0.0688057413081017	0.1
14	Unbalanced OLS	0.232783617900558	0.05822232325586	0.1
16	Balanced	0.660756958003375	0.0788917244264775	0.1
16	Unbalanced JS	0.267359344917409	0.0581628812564854	0.1
16	Unbalanced OLS	0.235826302258871	0.0503498398268414	0.1
18	Balanced	0.722078978230036	0.0763310766451144	0.1
18	Unbalanced JS	0.252056446884183	0.0369350034414467	0.1
18	Unbalanced OLS	0.224086859814656	0.0318708626234396	0.1
20	Balanced	0.730353880919739	0.0896565473450407	0.1
20	Unbalanced JS	0.225782660276499	0.0270763780690502	0.1
20	Unbalanced OLS	0.199334549539692	0.0232972382525775	0.1
22	Balanced	0.7527343409239	0.0943918972348775	0.1
22	Unbalanced JS	0.274179357633866	0.0485617107349521	0.1
22	Unbalanced OLS	0.247161887449157	0.0425222300376538	0.1
24	Balanced	0.792126876278416	0.0826819274110815	0.1
24	Unbalanced JS	0.262077984127143	0.0545834814814462	0.1
24	Unbalanced OLS	0.236717554087126	0.0460141632358545	0.1
4	Balanced	0.269553078360871	0.0204471356248206	0.11
4	Unbalanced JS	0.324323477664199	0.0866185595593892	0.11
4	Unbalanced OLS	0.240857968702855	0.0530529422109524	0.11
6	Balanced	0.429242380741655	0.057221003852672	0.11
6	Unbalanced JS	0.352252758296763	0.056819217225893	0.11
6	Unbalanced OLS	0.294978598653231	0.0381693220223284	0.11
8	Balanced	0.458151202956264	0.0464496583254582	0.11
8	Unbalanced JS	0.292513362342517	0.0693565143487406	0.11
8	Unbalanced OLS	0.244471959785153	0.0545189423080588	0.11
10	Balanced	0.522510290122286	0.0469179378159986	0.11
10	Unbalanced JS	0.315340784491999	0.0613641496802319	0.11
10	Unbalanced OLS	0.274521755001798	0.0481266875270037	0.11
12	Balanced	0.627516105056535	0.0923321132568745	0.11
12	Unbalanced JS	0.291119903449054	0.055759832592483	0.11
12	Unbalanced OLS	0.254334007359748	0.0458755837064843	0.11
14	Balanced	0.634224480974574	0.0808592227781945	0.11
14	Unbalanced JS	0.273083414796336	0.0724991212913619	0.11
14	Unbalanced OLS	0.240596489026449	0.0617290036405697	0.11
16	Balanced	0.672357335847301	0.085404679337854	0.11
16	Unbalanced JS	0.276495212093716	0.0611271682405946	0.11
16	Unbalanced OLS	0.244228759865752	0.0529586786126183	0.11
18	Balanced	0.733864004620456	0.0841279178160139	0.11
18	Unbalanced JS	0.260533723912631	0.0392807357084504	0.11
18	Unbalanced OLS	0.231929460977792	0.0341545008514618	0.11
20	Balanced	0.742202472250933	0.0979343867949835	0.11
20	Unbalanced JS	0.232865438830438	0.0287427267588992	0.11
20	Unbalanced OLS	0.20622293904336	0.0244385436031384	0.11
22	Balanced	0.763651593745924	0.10276380953274	0.11
22	Unbalanced JS	0.283047023595196	0.0515426353151295	0.11
22	Unbalanced OLS	0.255424480288475	0.0451791581273364	0.11
24	Balanced	0.803701441213979	0.0911917890233048	0.11
24	Unbalanced JS	0.270523685159244	0.0579790078706255	0.11
24	Unbalanced OLS	0.2456744876632	0.049564669844448	0.11
4	Balanced	0.278972476354405	0.0222535430317218	0.12
4	Unbalanced JS	0.333122417774149	0.0908736040528798	0.12
4	Unbalanced OLS	0.248567944368382	0.0562396786764359	0.12
6	Balanced	0.440096330409904	0.0612516811552793	0.12
6	Unbalanced JS	0.360231521193383	0.0606940524082899	0.12
6	Unbalanced OLS	0.302936678640137	0.0415817438315135	0.12
8	Balanced	0.470880282824079	0.0502810683040291	0.12
8	Unbalanced JS	0.300656333860901	0.072753340290218	0.12
8	Unbalanced OLS	0.251798348429629	0.0572203292165445	0.12
10	Balanced	0.535495180885943	0.0515219582864988	0.12
10	Unbalanced JS	0.324062120735112	0.0647165594447189	0.12
10	Unbalanced OLS	0.282820344997665	0.0511545850647087	0.12
12	Balanced	0.638516604248881	0.100283536353051	0.12
12	Unbalanced JS	0.299408653635475	0.0584158778106305	0.12
12	Unbalanced OLS	0.262120898114249	0.0486245933922347	0.12
14	Balanced	0.645744152778972	0.0883953421903734	0.12
14	Unbalanced JS	0.280522973522953	0.0758058735186732	0.12
14	Unbalanced OLS	0.248079931405841	0.0650808817104264	0.12
16	Balanced	0.683656579060623	0.092304654969714	0.12
16	Unbalanced JS	0.285053348193934	0.0641681652975165	0.12
16	Unbalanced OLS	0.252373436182334	0.05547422224555	0.12
18	Balanced	0.744946521020322	0.0918794640259091	0.12
18	Unbalanced JS	0.268643561826434	0.0415189126896746	0.12
18	Unbalanced OLS	0.239497113960997	0.0356666374970107	0.12
20	Balanced	0.752734980847966	0.105146643281741	0.12
20	Unbalanced JS	0.23990899682675	0.0303626285173564	0.12
20	Unbalanced OLS	0.213824109132998	0.0260428273716714	0.12
22	Balanced	0.774614756769895	0.111027512479836	0.12
22	Unbalanced JS	0.29165991512333	0.054060759326935	0.12
22	Unbalanced OLS	0.263456300202136	0.0479114781388996	0.12
24	Balanced	0.814216169625243	0.0993931018721188	0.12
24	Unbalanced JS	0.279208054679863	0.0616825113988987	0.12
24	Unbalanced OLS	0.253759038480013	0.053361032119797	0.12
4	Balanced	0.28667435308157	0.0243846995168811	0.13
4	Unbalanced JS	0.34139986569471	0.0949882314028557	0.13
4	Unbalanced OLS	0.255407912902411	0.0596581228100558	0.13
6	Balanced	0.451269381143935	0.0657913984682781	0.13
6	Unbalanced JS	0.368038490940825	0.0643216293045926	0.13
6	Unbalanced OLS	0.311034257954969	0.044746063272494	0.13
8	Balanced	0.482549638523042	0.0550848729379504	0.13
8	Unbalanced JS	0.308651462319439	0.0759807354642805	0.13
8	Unbalanced OLS	0.259390817912979	0.0602921875438931	0.13
10	Balanced	0.547228552413844	0.0562798006290497	0.13
10	Unbalanced JS	0.333004500582698	0.0685157735697076	0.13
10	Unbalanced OLS	0.291019923371538	0.054213769042945	0.13
12	Balanced	0.648987571224489	0.106753423521543	0.13
12	Unbalanced JS	0.307926128928477	0.0613961254987914	0.13
12	Unbalanced OLS	0.269697363214183	0.0511884453438421	0.13
14	Balanced	0.656523832897278	0.0945409364371339	0.13
14	Unbalanced JS	0.287825460328482	0.0790493705333787	0.13
14	Unbalanced OLS	0.25508104805539	0.0683252718791745	0.13
16	Balanced	0.693868663638117	0.0995899539582289	0.13
16	Unbalanced JS	0.29390600671356	0.067070747205028	0.13
16	Unbalanced OLS	0.260244736278558	0.0581143405992336	0.13
18	Balanced	0.75463035957308	0.0996306521341346	0.13
18	Unbalanced JS	0.275727020356756	0.0437412565421783	0.13
18	Unbalanced OLS	0.246607335810267	0.0377809645996114	0.13
20	Balanced	0.762235237949306	0.112868209831324	0.13
20	Unbalanced JS	0.247344835306052	0.03241382296474	0.13
20	Unbalanced OLS	0.220144038876426	0.0276162676515122	0.13
22	Balanced	0.78379615105497	0.119863082069143	0.13
22	Unbalanced JS	0.299485921591364	0.0568719035274431	0.13
22	Unbalanced OLS	0.271362994961765	0.0505212851471049	0.13
24	Balanced	0.82342463374092	0.108428423460862	0.13
