target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YGR040W_mRNA	0.357596109524141	0.622081024748209	-0.140823144399629	0.153076069794468	5.46068693437737	0.0242134449263762	0.00490263513546552	0.0179274867730303	0.0302457895801159	0.0302457895801159
YIL071W-A_mRNA	0.745870383915326	0.872923709131736	-0.0915462428721043	0.282472227910638	4.36302803831631	0.0982628858241586	0.0145029514327709	0.105182887878428	0.0464032304697477	0.105182887878428
YJL074C_mRNA	0.541256416277285	0.757680665462823	0.155394803081629	0.254364386444589	5.47529926702579	0.0848857527570317	0.00471059142988732	0.0923412702071108	0.0301462383967453	0.0923412702071108
YJL111W_mRNA	0.796586591397134	0.901826213271133	-0.0469326645447866	0.182073852962743	7.75285187088914	0.0205783491877367	0.000502576423063045	0.0243943569361303	0.0492237554759848	0.0492237554759848
YJR099W_mRNA	0.482126598762685	0.722347246116074	-0.226420908916406	0.322130198479861	5.2843095163628	0.139901366125569	0.00555981540158356	0.150091981757429	0.0316260199345039	0.150091981757429
YKL022C_mRNA	0.393624134331364	0.653927750892773	0.119518969542402	0.140105608144817	6.0247329686425	0.0103779095526375	0.00216517334513132	0.00545041956548647	0.0272791988053123	0.0272791988053123
YLR104W_mRNA	0.114760477102574	0.32674965535718	0.350996546118415	0.222550820190913	4.89020821765653	0.0963942136972946	0.00811515595423701	0.066178145397235	0.0364293063037381	0.066178145397235
YLR305C_mRNA	0.447732090298642	0.695113738407365	0.115892678141894	0.152650770327772	6.94318182467582	0.0319920430720649	0.000969916739673318	0.0339834697828201	0.031481263673223	0.0339834697828201
YOR163W_mRNA	0.548421508442154	0.762563229739536	-0.191285542642951	0.318741698016236	5.95399772176591	0.132892571712391	0.00306114717049471	0.149333257910916	0.0274509987401296	0.149333257910916
YPR015C_mRNA	7.69484853440871e-10	5.35946200421567e-08	1.20031689568107	0.195138648340195	4.50013134742835	0.457469337865767	0.0135976990011519	0.0179537295595175	0.0435209391129056	0.0435209391129056
