target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBL035C_mRNA	0.769687761027605	0.862722775725977	0.0344907223787475	0.11780288465995	5.13961743138942	0.0145365171344226	0.0058738317715225	0.0118507109226779	0.0149424476797859	0.0149424476797859
YBR279W_mRNA	0.634597516036064	0.768391698564623	0.0402079387730322	0.0846009471620734	6.70825809503951	0.00153368906106142	0.00134478574285317	-3.39287941673655e-05	0.00939119464822672	0.00939119464822672
YDL021W_mRNA	0.00016168411472823	0.00146037264915821	0.57910942445651	0.153512158830821	4.95005857830454	0.128889497138984	0.00687684508483322	0.0284721292785155	0.0164337167756258	0.0284721292785155
YER030W_mRNA	2.77433212665944e-09	7.88642634989487e-08	0.545986680399568	0.0918485659057378	6.08764765065999	0.0946771635289856	0.0022774980696014	0.00428091065147845	0.0103767405188096	0.0103767405188096
YIL002C_mRNA	0.856878785448557	0.916028442642394	0.0161978811020681	0.0898142129010783	6.28954769561334	0.00635880064528738	0.00218837073741831	0.0056617408121172	0.00991151852114202	0.00991151852114202
YJL105W_mRNA	0.253059012132919	0.423276722802971	-0.167459027401327	0.146514639966906	4.53367026238226	0.0194342963746074	0.0118408304153682	0.00193609285606648	0.0203589791715798	0.0203589791715798
YKL142W_mRNA	0.0577089048865159	0.150032436102363	0.324548747112317	0.171003894260281	6.8111550823441	0.0666903649982698	0.00109930849840011	0.0427641892798719	0.00934178827814442	0.0427641892798719
YLR093C_mRNA	0.0216888627512193	0.0727726970682014	0.210341751790895	0.0916213187467221	6.76433970408227	0.0233464550226047	0.001339222248797	0.0112524768245357	0.00936158830343889	0.0112524768245357
YPL225W_mRNA	0.0453486376882557	0.126722740047022	0.178496452084597	0.0891855216123887	6.25639124762254	0.0184471518192835	0.00195336463929768	0.0091577063572609	0.0099777212586131	0.0099777212586131
YPL264C_mRNA	0.195111383107858	0.353828933097153	0.263293554097231	0.203220443654228	4.55613046182551	0.0703553071515709	0.0106098256236751	0.0513379974548568	0.0201212183907042	0.0513379974548568
