SA-PE-009_5	8.0	2.0	1.0	2.0	1.0	3.0	6.0	17.0	20.0	38.0	65.0	133.0	175.0	282.0	312.0	466.0	562.0	748.0	1058.0	1458.0	2026.0	2695.0	3936.0	5817.0	8258.0	11950.0	16427.0	22324.0	29756.0	37812.0	48110.0	59462.0	73269.0	91885.0	119009.0	154792.0	192469.0	201512.0	178.0
SA-PE-009_6	6.0	2.0	1.0	1.0	2.0	4.0	7.0	9.0	25.0	30.0	75.0	123.0	177.0	275.0	361.0	485.0	615.0	756.0	1044.0	1380.0	1890.0	2724.0	3935.0	5829.0	8180.0	11861.0	16865.0	22354.0	29656.0	38162.0	48080.0	60230.0	74355.0	93406.0	120342.0	154513.0	194105.0	196065.0	167.0
SA-PE-009_7	12.0	2.0	2.0	4.0	4.0	4.0	10.0	13.0	27.0	58.0	86.0	168.0	255.0	343.0	454.0	584.0	757.0	965.0	1314.0	1788.0	2427.0	3442.0	4972.0	7112.0	10315.0	14862.0	20507.0	28210.0	37057.0	47528.0	59918.0	73737.0	92115.0	115389.0	148646.0	195691.0	251747.0	285083.0	250.0
SA-PE-010_1	2.0	2.0	0.0	1.0	1.0	7.0	11.0	17.0	23.0	41.0	90.0	157.0	226.0	357.0	416.0	544.0	690.0	919.0	1173.0	1510.0	2173.0	3161.0	4457.0	6532.0	9527.0	13570.0	19313.0	26465.0	34996.0	44554.0	56552.0	70476.0	88091.0	110919.0	144203.0	190169.0	249445.0	270001.0	240.0
SA-PE-010_2	2.0	1.0	1.0	1.0	2.0	8.0	9.0	18.0	19.0	44.0	76.0	155.0	248.0	325.0	429.0	548.0	663.0	926.0	1180.0	1531.0	2242.0	3117.0	4463.0	6765.0	9610.0	13821.0	19226.0	26050.0	34511.0	44353.0	56571.0	69533.0	86933.0	110523.0	142206.0	187018.0	243196.0	276960.0	321.0
SA-PE-010_3	7.0	0.0	2.0	3.0	0.0	6.0	8.0	5.0	27.0	54.0	75.0	149.0	234.0	282.0	425.0	594.0	699.0	892.0	1223.0	1588.0	2164.0	3016.0	4399.0	6511.0	9580.0	13751.0	19291.0	26472.0	34935.0	45198.0	56989.0	70929.0	88321.0	110558.0	144048.0	187415.0	241008.0	261343.0	221.0
SA-PE-010_4	7.0	2.0	1.0	2.0	1.0	4.0	7.0	15.0	29.0	32.0	80.0	150.0	202.0	278.0	339.0	437.0	602.0	801.0	1061.0	1369.0	1944.0	2764.0	4145.0	5919.0	8433.0	12435.0	17457.0	23722.0	31359.0	40618.0	51351.0	64716.0	81240.0	105192.0	138999.0	182396.0	225841.0	208758.0	141.0
SA-PE-010_5	9.0	4.0	0.0	1.0	1.0	7.0	4.0	13.0	18.0	38.0	76.0	124.0	219.0	244.0	352.0	426.0	591.0	821.0	987.0	1265.0	1824.0	2525.0	3739.0	5246.0	7683.0	11003.0	15630.0	21341.0	27699.0	35725.0	45405.0	56353.0	70393.0	88698.0	114474.0	148945.0	187591.0	198687.0	183.0
SA-PE-010_6	3.0	2.0	3.0	5.0	1.0	3.0	7.0	9.0	21.0	48.0	77.0	121.0	193.0	256.0	356.0	493.0	556.0	756.0	1026.0	1332.0	1867.0	2580.0	3738.0	5455.0	7962.0	11271.0	15817.0	21338.0	28293.0	36562.0	46026.0	57259.0	71294.0	89741.0	115779.0	149816.0	189332.0	194506.0	154.0
SA-PE-010_7	7.0	2.0	1.0	0.0	6.0	6.0	10.0	12.0	24.0	50.0	86.0	154.0	197.0	328.0	478.0	571.0	685.0	956.0	1166.0	1732.0	2306.0	3371.0	4759.0	6730.0	9846.0	14248.0	19401.0	26491.0	34873.0	45058.0	56406.0	70542.0	87403.0	110426.0	143617.0	188401.0	246180.0	280419.0	243.0
SA-PE-011_1	14.0	3.0	2.0	5.0	1.0	6.0	9.0	20.0	36.0	74.0	109.0	208.0	358.0	504.0	589.0	794.0	985.0	1318.0	1699.0	2311.0	3163.0	4349.0	6293.0	9084.0	13604.0	19312.0	27402.0	37459.0	50217.0	64973.0	82209.0	101999.0	127711.0	161712.0	209431.0	276921.0	365578.0	406421.0	370.0
SA-PE-011_2	16.0	3.0	2.0	3.0	5.0	5.0	11.0	27.0	38.0	80.0	140.0	204.0	321.0	412.0	614.0	769.0	995.0	1193.0	1671.0	2179.0	3083.0	4336.0	6389.0	9191.0	13351.0	19600.0	27035.0	37320.0	49688.0	64137.0	81033.0	100852.0	126511.0	159286.0	206091.0	271798.0	352376.0	413413.0	516.0
SA-PE-011_3	10.0	3.0	1.0	3.0	1.0	14.0	11.0	23.0	42.0	57.0	111.0	218.0	320.0	465.0	616.0	795.0	945.0	1278.0	1628.0	2244.0	3023.0	4271.0	6138.0	8993.0	13331.0	18989.0	27252.0	37154.0	49671.0	64633.0	81611.0	101939.0	126946.0	160129.0	207296.0	271019.0	350429.0	390982.0	341.0
SA-PE-011_4	13.0	1.0	2.0	4.0	2.0	4.0	17.0	29.0	34.0	67.0	109.0	201.0	291.0	410.0	540.0	673.0	904.0	1151.0	1506.0	2020.0	2648.0	3932.0	5667.0	8365.0	12063.0	17258.0	24763.0	33738.0	45208.0	59114.0	75265.0	93862.0	118427.0	152761.0	203430.0	267198.0	333321.0	316149.0	276.0
